plate_name,plate_barcode,position,cell_type,incubation inducer,inhibitor,inhibitor_concentration_value,inhibitor_concentration_unit,inhibitor_concentration,inducer1,inducer1_concentration_value,inducer1_concentration_unit,inducer1_concentration,inducer2,inducer2_concentration_value,inducer2_concentration_unit,inducer2_concentration,plate_position
70117_20230118MM1_P1a,430418_430419,L017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_L017
70117_20230118MM1_P1a,430418_430419,D018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_D018
70117_20230118MM1_P1a,430418_430419,J019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_J019
70117_20230118MM1_P1a,430418_430419,N020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_N020
70117_20230118MM1_P1a,430418_430419,H021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_H021
70117_20230118MM1_P1a,430418_430419,C022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_C022
70117_20230118MM1_P1a,430418_430419,L023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_L023
70117_20230118MM1_P1a,430418_430419,D024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,Nigericin,10.0,µM,10 µM,430418_430419_D024
70117_20230118MM1_P1a,430418_430419,B01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B01
70117_20230118MM1_P1a,430418_430419,G01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G01
70117_20230118MM1_P1a,430418_430419,J01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J01
70117_20230118MM1_P1a,430418_430419,O01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O01
70117_20230118MM1_P1a,430418_430419,B02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B02
70117_20230118MM1_P1a,430418_430419,G02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G02
70117_20230118MM1_P1a,430418_430419,J02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J02
70117_20230118MM1_P1a,430418_430419,O02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O02
70117_20230118MM1_P1a,430418_430419,B03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B03
70117_20230118MM1_P1a,430418_430419,G03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G03
70117_20230118MM1_P1a,430418_430419,J03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J03
70117_20230118MM1_P1a,430418_430419,O03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O03
70117_20230118MM1_P1a,430418_430419,B04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B04
70117_20230118MM1_P1a,430418_430419,G04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G04
70117_20230118MM1_P1a,430418_430419,J04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J04
70117_20230118MM1_P1a,430418_430419,O04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O04
70117_20230118MM1_P1a,430418_430419,B05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B05
70117_20230118MM1_P1a,430418_430419,G05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G05
70117_20230118MM1_P1a,430418_430419,J05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J05
70117_20230118MM1_P1a,430418_430419,O05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O05
70117_20230118MM1_P1a,430418_430419,B06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B06
70117_20230118MM1_P1a,430418_430419,G06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G06
70117_20230118MM1_P1a,430418_430419,J06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J06
70117_20230118MM1_P1a,430418_430419,O06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O06
70117_20230118MM1_P1a,430418_430419,C013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_C013
70117_20230118MM1_P1a,430418_430419,M013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_M013
70117_20230118MM1_P1a,430418_430419,A014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_A014
70117_20230118MM1_P1a,430418_430419,G014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G014
70117_20230118MM1_P1a,430418_430419,C015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_C015
70117_20230118MM1_P1a,430418_430419,M015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_M015
70117_20230118MM1_P1a,430418_430419,J016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J016
70117_20230118MM1_P1a,430418_430419,P016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_P016
70117_20230118MM1_P1a,430418_430419,B017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B017
70117_20230118MM1_P1a,430418_430419,G017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G017
70117_20230118MM1_P1a,430418_430419,J018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J018
70117_20230118MM1_P1a,430418_430419,O018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O018
70117_20230118MM1_P1a,430418_430419,C019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_C019
70117_20230118MM1_P1a,430418_430419,M019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_M019
70117_20230118MM1_P1a,430418_430419,A020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_A020
70117_20230118MM1_P1a,430418_430419,G020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G020
70117_20230118MM1_P1a,430418_430419,C021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_C021
70117_20230118MM1_P1a,430418_430419,M021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_M021
70117_20230118MM1_P1a,430418_430419,J022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J022
70117_20230118MM1_P1a,430418_430419,P022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_P022
70117_20230118MM1_P1a,430418_430419,B023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_B023
70117_20230118MM1_P1a,430418_430419,G023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_G023
70117_20230118MM1_P1a,430418_430419,J024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1.0,µg/ml,1 µg/ml,,,,,430418_430419_J024
70117_20230118MM1_P1a,430418_430419,O024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1.0,µg/ml,1 µg/ml,,,,,430418_430419_O024
70117_20230118MM1_P1a,430418_430419,D07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_D07
70117_20230118MM1_P1a,430418_430419,L07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L07
70117_20230118MM1_P1a,430418_430419,D08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_D08
70117_20230118MM1_P1a,430418_430419,L08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L08
70117_20230118MM1_P1a,430418_430419,D09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_D09
70117_20230118MM1_P1a,430418_430419,L09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L09
70117_20230118MM1_P1a,430418_430419,D010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_D010
70117_20230118MM1_P1a,430418_430419,L010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L010
70117_20230118MM1_P1a,430418_430419,D011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_D011
70117_20230118MM1_P1a,430418_430419,L011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L011
70117_20230118MM1_P1a,430418_430419,D012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_D012
70117_20230118MM1_P1a,430418_430419,L012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L012
70117_20230118MM1_P1a,430418_430419,H013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_H013
70117_20230118MM1_P1a,430418_430419,L014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L014
70117_20230118MM1_P1a,430418_430419,J015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_J015
70117_20230118MM1_P1a,430418_430419,E016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_E016
70117_20230118MM1_P1a,430418_430419,M017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_M017
70117_20230118MM1_P1a,430418_430419,E018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_E018
70117_20230118MM1_P1a,430418_430419,H019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_H019
70117_20230118MM1_P1a,430418_430419,L020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_L020
70117_20230118MM1_P1a,430418_430419,J021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_J021
70117_20230118MM1_P1a,430418_430419,E022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_E022
70117_20230118MM1_P1a,430418_430419,M023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_M023
70117_20230118MM1_P1a,430418_430419,E024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1.0,µM,1 µM,,,,,430418_430419_E024
70117_20230118MM1_P1a,430418_430419,A01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A01
70117_20230118MM1_P1a,430418_430419,I01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_I01
70117_20230118MM1_P1a,430418_430419,A02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A02
70117_20230118MM1_P1a,430418_430419,I02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_I02
70117_20230118MM1_P1a,430418_430419,A03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A03
70117_20230118MM1_P1a,430418_430419,I03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_I03
70117_20230118MM1_P1a,430418_430419,A04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A04
70117_20230118MM1_P1a,430418_430419,I04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_I04
70117_20230118MM1_P1a,430418_430419,A05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A05
70117_20230118MM1_P1a,430418_430419,I05,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_I05
70117_20230118MM1_P1a,430418_430419,A06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A06
70117_20230118MM1_P1a,430418_430419,I06,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_I06
70117_20230118MM1_P1a,430418_430419,A013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A013
70117_20230118MM1_P1a,430418_430419,E014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_E014
70117_20230118MM1_P1a,430418_430419,O015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_O015
70117_20230118MM1_P1a,430418_430419,L016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_L016
70117_20230118MM1_P1a,430418_430419,H017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_H017
70117_20230118MM1_P1a,430418_430419,P018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_P018
70117_20230118MM1_P1a,430418_430419,A019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_A019
70117_20230118MM1_P1a,430418_430419,E020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_E020
70117_20230118MM1_P1a,430418_430419,O021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_O021
70117_20230118MM1_P1a,430418_430419,L022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_L022
70117_20230118MM1_P1a,430418_430419,H023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_H023
70117_20230118MM1_P1a,430418_430419,P024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10.0,µg/ml,10 µg/ml,,,,,430418_430419_P024
70117_20230118MM1_P1a,430418_430419,C07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_C07
70117_20230118MM1_P1a,430418_430419,K07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_K07
70117_20230118MM1_P1a,430418_430419,C08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_C08
70117_20230118MM1_P1a,430418_430419,K08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_K08
70117_20230118MM1_P1a,430418_430419,C09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_C09
70117_20230118MM1_P1a,430418_430419,K09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_K09
70117_20230118MM1_P1a,430418_430419,C010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_C010
70117_20230118MM1_P1a,430418_430419,K010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_K010
70117_20230118MM1_P1a,430418_430419,C011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_C011
70117_20230118MM1_P1a,430418_430419,K011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_K011
70117_20230118MM1_P1a,430418_430419,C012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_C012
70117_20230118MM1_P1a,430418_430419,K012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_K012
70117_20230118MM1_P1a,430418_430419,F013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_F013
70117_20230118MM1_P1a,430418_430419,J014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_J014
70117_20230118MM1_P1a,430418_430419,L015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_L015
70117_20230118MM1_P1a,430418_430419,G016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_G016
70117_20230118MM1_P1a,430418_430419,N017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_N017
70117_20230118MM1_P1a,430418_430419,F018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_F018
70117_20230118MM1_P1a,430418_430419,F019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_F019
70117_20230118MM1_P1a,430418_430419,J020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_J020
70117_20230118MM1_P1a,430418_430419,L021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_L021
70117_20230118MM1_P1a,430418_430419,G022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_G022
70117_20230118MM1_P1a,430418_430419,N023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_N023
70117_20230118MM1_P1a,430418_430419,F024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10.0,µM,10 µM,,,,,430418_430419_F024
70117_20230118MM1_P1a,430418_430419,A07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_A07
70117_20230118MM1_P1a,430418_430419,I07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_I07
70117_20230118MM1_P1a,430418_430419,A08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_A08
70117_20230118MM1_P1a,430418_430419,I08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_I08
70117_20230118MM1_P1a,430418_430419,A09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_A09
70117_20230118MM1_P1a,430418_430419,I09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_I09
70117_20230118MM1_P1a,430418_430419,A010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_A010
70117_20230118MM1_P1a,430418_430419,I010,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_I010
70117_20230118MM1_P1a,430418_430419,A011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_A011
70117_20230118MM1_P1a,430418_430419,I011,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_I011
70117_20230118MM1_P1a,430418_430419,A012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_A012
70117_20230118MM1_P1a,430418_430419,I012,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_I012
70117_20230118MM1_P1a,430418_430419,B013,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_B013
70117_20230118MM1_P1a,430418_430419,F014,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_F014
70117_20230118MM1_P1a,430418_430419,P015,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_P015
70117_20230118MM1_P1a,430418_430419,K016,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_K016
70117_20230118MM1_P1a,430418_430419,P017,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_P017
70117_20230118MM1_P1a,430418_430419,H018,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_H018
70117_20230118MM1_P1a,430418_430419,B019,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_B019
70117_20230118MM1_P1a,430418_430419,F020,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_F020
70117_20230118MM1_P1a,430418_430419,P021,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_P021
70117_20230118MM1_P1a,430418_430419,K022,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_K022
70117_20230118MM1_P1a,430418_430419,P023,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_P023
70117_20230118MM1_P1a,430418_430419,H024,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,,430418_430419_H024
70117_20230118MM1_P1a,430418_430419,D01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_D01
70117_20230118MM1_P1a,430418_430419,L01,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_L01
70117_20230118MM1_P1a,430418_430419,D02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_D02
70117_20230118MM1_P1a,430418_430419,L02,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_L02
70117_20230118MM1_P1a,430418_430419,D03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_D03
70117_20230118MM1_P1a,430418_430419,L03,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_L03
70117_20230118MM1_P1a,430418_430419,D04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_D04
70117_20230118MM1_P1a,430418_430419,L04,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50.0,µM,50 µM,,,,,430418_430419_L04
