plate_name,plate_barcode,position,cell_type,incubation inducer,inhibitor,inhibitor_concentration_value,inhibitor_concentration_unit,inhibitor_concentration,inducer1,inducer1_concentration_value,inducer1_concentration_unit,inducer1_concentration,inducer2,inducer2_concentration_value,inducer2_concentration_unit,inducer2_concentration,plate_position
70117_20230210MM1_P1,430420,F09,PBMC,6 h,Disulfiram,0.1,µM,0.1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_F09
70117_20230210MM1_P1,430420,G09,PBMC,6 h,Disulfiram,1.0,µM,1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_G09
70117_20230210MM1_P1,430420,H09,PBMC,6 h,Disulfiram,2.5,µM,2.5 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_H09
70117_20230210MM1_P1,430420,I09,PBMC,6 h,Z-VAD-FMK,100.0,µM,100 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_I09
70117_20230210MM1_P1,430420,E016,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_E016
70117_20230210MM1_P1,430420,F016,SH-SY5Y,6 h,Disulfiram,0.1,µM,0.1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_F016
70117_20230210MM1_P1,430420,G016,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_G016
70117_20230210MM1_P1,430420,H016,SH-SY5Y,6 h,Disulfiram,2.5,µM,2.5 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_H016
70117_20230210MM1_P1,430420,I016,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_I016
70117_20230210MM1_P1,430420,E017,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_E017
70117_20230210MM1_P1,430420,F017,SH-SY5Y,6 h,Disulfiram,0.1,µM,0.1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_F017
70117_20230210MM1_P1,430420,G017,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_G017
70117_20230210MM1_P1,430420,H017,SH-SY5Y,6 h,Disulfiram,2.5,µM,2.5 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_H017
70117_20230210MM1_P1,430420,I017,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_I017
70117_20230210MM1_P1,430420,E020,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_E020
70117_20230210MM1_P1,430420,F020,SH-SY5Y,6 h,Disulfiram,0.1,µM,0.1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_F020
70117_20230210MM1_P1,430420,G020,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_G020
70117_20230210MM1_P1,430420,H020,SH-SY5Y,6 h,Disulfiram,2.5,µM,2.5 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_H020
70117_20230210MM1_P1,430420,I020,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_I020
70117_20230210MM1_P1,430420,E021,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_E021
70117_20230210MM1_P1,430420,F021,SH-SY5Y,6 h,Disulfiram,0.1,µM,0.1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_F021
70117_20230210MM1_P1,430420,G021,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_G021
70117_20230210MM1_P1,430420,H021,SH-SY5Y,6 h,Disulfiram,2.5,µM,2.5 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_H021
70117_20230210MM1_P1,430420,I021,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,LPS,10.0,µg/ml,10 µg/ml,,,,,430420_I021
70117_20230210MM1_P1,430420,E06,PBMC,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_E06
70117_20230210MM1_P1,430420,L06,PBMC,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_L06
70117_20230210MM1_P1,430420,E07,PBMC,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_E07
70117_20230210MM1_P1,430420,L07,PBMC,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_L07
70117_20230210MM1_P1,430420,E014,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_E014
70117_20230210MM1_P1,430420,L014,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_L014
70117_20230210MM1_P1,430420,E015,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_E015
70117_20230210MM1_P1,430420,L015,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Thapsigargin,10.0,µM,10 µM,,,,,430420_L015
70117_20230210MM1_P1,430420,H04,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H04
70117_20230210MM1_P1,430420,H05,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H05
70117_20230210MM1_P1,430420,H010,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H010
70117_20230210MM1_P1,430420,H011,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H011
70117_20230210MM1_P1,430420,H018,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H018
70117_20230210MM1_P1,430420,H019,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H019
70117_20230210MM1_P1,430420,H022,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H022
70117_20230210MM1_P1,430420,H023,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,nM,100 nM,,,,,430420_H023
70117_20230210MM1_P1,430420,B04,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B04
70117_20230210MM1_P1,430420,B05,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B05
70117_20230210MM1_P1,430420,B010,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B010
70117_20230210MM1_P1,430420,B011,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B011
70117_20230210MM1_P1,430420,B018,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B018
70117_20230210MM1_P1,430420,B019,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B019
70117_20230210MM1_P1,430420,B022,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B022
70117_20230210MM1_P1,430420,B023,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,1.0,µM,1 µM,430420_B023
70117_20230210MM1_P1,430420,D04,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D04
70117_20230210MM1_P1,430420,D05,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D05
70117_20230210MM1_P1,430420,D010,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D010
70117_20230210MM1_P1,430420,D011,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D011
70117_20230210MM1_P1,430420,D018,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D018
70117_20230210MM1_P1,430420,D019,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D019
70117_20230210MM1_P1,430420,D022,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D022
70117_20230210MM1_P1,430420,D023,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,10.0,µM,10 µM,430420_D023
70117_20230210MM1_P1,430420,C04,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C04
70117_20230210MM1_P1,430420,C05,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C05
70117_20230210MM1_P1,430420,C010,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C010
70117_20230210MM1_P1,430420,C011,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C011
70117_20230210MM1_P1,430420,C018,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C018
70117_20230210MM1_P1,430420,C019,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C019
70117_20230210MM1_P1,430420,C022,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C022
70117_20230210MM1_P1,430420,C023,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,Nigericin,3.0,µM,3 µM,430420_C023
70117_20230210MM1_P1,430420,J02,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J02
70117_20230210MM1_P1,430420,J03,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J03
70117_20230210MM1_P1,430420,J08,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J08
70117_20230210MM1_P1,430420,J09,PBMC,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J09
70117_20230210MM1_P1,430420,J016,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J016
70117_20230210MM1_P1,430420,J017,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J017
70117_20230210MM1_P1,430420,J020,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J020
70117_20230210MM1_P1,430420,J021,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,LPS,100.0,µg/ml,100 µg/ml,,,,,430420_J021
70117_20230210MM1_P1,430420,I04,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I04
70117_20230210MM1_P1,430420,J04,PBMC,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J04
70117_20230210MM1_P1,430420,K04,PBMC,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K04
70117_20230210MM1_P1,430420,I05,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I05
70117_20230210MM1_P1,430420,J05,PBMC,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J05
70117_20230210MM1_P1,430420,K05,PBMC,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K05
70117_20230210MM1_P1,430420,I010,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I010
70117_20230210MM1_P1,430420,J010,PBMC,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J010
70117_20230210MM1_P1,430420,K010,PBMC,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K010
70117_20230210MM1_P1,430420,I011,PBMC,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I011
70117_20230210MM1_P1,430420,J011,PBMC,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J011
70117_20230210MM1_P1,430420,K011,PBMC,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K011
70117_20230210MM1_P1,430420,I018,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I018
70117_20230210MM1_P1,430420,J018,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J018
70117_20230210MM1_P1,430420,K018,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K018
70117_20230210MM1_P1,430420,I019,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I019
70117_20230210MM1_P1,430420,J019,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J019
70117_20230210MM1_P1,430420,K019,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K019
70117_20230210MM1_P1,430420,I022,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I022
70117_20230210MM1_P1,430420,J022,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J022
70117_20230210MM1_P1,430420,K022,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K022
70117_20230210MM1_P1,430420,I023,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,H2O2,100.0,µM,100 µM,,,,,430420_I023
70117_20230210MM1_P1,430420,J023,SH-SY5Y,6 h,Disulfiram,1.0,µM,1 µM,H2O2,100.0,µM,100 µM,,,,,430420_J023
70117_20230210MM1_P1,430420,K023,SH-SY5Y,6 h,Z-VAD-FMK,100.0,µM,100 µM,H2O2,100.0,µM,100 µM,,,,,430420_K023
70117_20230210MM1_P1,430420,G05,PBMC,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G05
70117_20230210MM1_P1,430420,G010,PBMC,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G010
70117_20230210MM1_P1,430420,G011,PBMC,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G011
70117_20230210MM1_P1,430420,G018,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G018
70117_20230210MM1_P1,430420,G019,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G019
70117_20230210MM1_P1,430420,G022,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G022
70117_20230210MM1_P1,430420,G023,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G023
70117_20230210MM1_P1,430420,G04,PBMC,6 h,DMSO,0.025,%,0.03%,Disulfiram,2.5,µM,2.5 µM,,,,,430420_G04
70117_20230210MM1_P1,430420,H06,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_H06
70117_20230210MM1_P1,430420,O06,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_O06
70117_20230210MM1_P1,430420,H07,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_H07
70117_20230210MM1_P1,430420,O07,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_O07
70117_20230210MM1_P1,430420,H014,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_H014
70117_20230210MM1_P1,430420,O014,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_O014
70117_20230210MM1_P1,430420,H015,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_H015
70117_20230210MM1_P1,430420,O015,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,20.0,nM,20 nM,,,,,430420_O015
70117_20230210MM1_P1,430420,F06,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_F06
70117_20230210MM1_P1,430420,M06,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_M06
70117_20230210MM1_P1,430420,F07,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_F07
70117_20230210MM1_P1,430420,M07,PBMC,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_M07
70117_20230210MM1_P1,430420,F014,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_F014
70117_20230210MM1_P1,430420,M014,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_M014
70117_20230210MM1_P1,430420,F015,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_F015
70117_20230210MM1_P1,430420,M015,SH-SY5Y,6 h,DMSO,0.025,%,0.03%,Topotecan,5.0,nM,5 nM,,,,,430420_M015
70117_20230210MM1_P1,430420,A01,,6 h,,,,,,,,,,,,,430420_A01
70117_20230210MM1_P1,430420,B01,,6 h,,,,,,,,,,,,,430420_B01
70117_20230210MM1_P1,430420,C01,,6 h,,,,,,,,,,,,,430420_C01
70117_20230210MM1_P1,430420,D01,,6 h,,,,,,,,,,,,,430420_D01
70117_20230210MM1_P1,430420,E01,,6 h,,,,,,,,,,,,,430420_E01
70117_20230210MM1_P1,430420,F01,,6 h,,,,,,,,,,,,,430420_F01
70117_20230210MM1_P1,430420,G01,,6 h,,,,,,,,,,,,,430420_G01
70117_20230210MM1_P1,430420,H01,,6 h,,,,,,,,,,,,,430420_H01
70117_20230210MM1_P1,430420,I01,,6 h,,,,,,,,,,,,,430420_I01
70117_20230210MM1_P1,430420,J01,,6 h,,,,,,,,,,,,,430420_J01
70117_20230210MM1_P1,430420,K01,,6 h,,,,,,,,,,,,,430420_K01
70117_20230210MM1_P1,430420,L01,,6 h,,,,,,,,,,,,,430420_L01
70117_20230210MM1_P1,430420,M01,,6 h,,,,,,,,,,,,,430420_M01
70117_20230210MM1_P1,430420,N01,,6 h,,,,,,,,,,,,,430420_N01
70117_20230210MM1_P1,430420,O01,,6 h,,,,,,,,,,,,,430420_O01
70117_20230210MM1_P1,430420,P01,,6 h,,,,,,,,,,,,,430420_P01
70117_20230210MM1_P1,430420,A02,,6 h,,,,,,,,,,,,,430420_A02
70117_20230210MM1_P1,430420,P02,,6 h,,,,,,,,,,,,,430420_P02
70117_20230210MM1_P1,430420,A03,,6 h,,,,,,,,,,,,,430420_A03
70117_20230210MM1_P1,430420,P03,,6 h,,,,,,,,,,,,,430420_P03
70117_20230210MM1_P1,430420,A04,,6 h,,,,,,,,,,,,,430420_A04
70117_20230210MM1_P1,430420,O04,PBMC,6 h,Media ctr,,,,media ctr,,,,,,,,430420_O04
70117_20230210MM1_P1,430420,P04,,6 h,,,,,,,,,,,,,430420_P04
70117_20230210MM1_P1,430420,A05,,6 h,,,,,,,,,,,,,430420_A05
70117_20230210MM1_P1,430420,O05,PBMC,6 h,Media ctr,,,,media ctr,,,,,,,,430420_O05
70117_20230210MM1_P1,430420,P05,,6 h,,,,,,,,,,,,,430420_P05
70117_20230210MM1_P1,430420,A06,,6 h,,,,,,,,,,,,,430420_A06
70117_20230210MM1_P1,430420,P06,,6 h,,,,,,,,,,,,,430420_P06
70117_20230210MM1_P1,430420,A07,,6 h,,,,,,,,,,,,,430420_A07
70117_20230210MM1_P1,430420,P07,,6 h,,,,,,,,,,,,,430420_P07
70117_20230210MM1_P1,430420,A08,,6 h,,,,,,,,,,,,,430420_A08
70117_20230210MM1_P1,430420,P08,,6 h,,,,,,,,,,,,,430420_P08
70117_20230210MM1_P1,430420,A09,,6 h,,,,,,,,,,,,,430420_A09
70117_20230210MM1_P1,430420,P09,,6 h,,,,,,,,,,,,,430420_P09
70117_20230210MM1_P1,430420,A010,,6 h,,,,,,,,,,,,,430420_A010
70117_20230210MM1_P1,430420,O010,PBMC,6 h,Media ctr,,,,media ctr,,,,,,,,430420_O010
70117_20230210MM1_P1,430420,P010,,6 h,,,,,,,,,,,,,430420_P010
70117_20230210MM1_P1,430420,A011,,6 h,,,,,,,,,,,,,430420_A011
70117_20230210MM1_P1,430420,O011,PBMC,6 h,Media,,,,media ctr,,,,,,,,430420_O011
70117_20230210MM1_P1,430420,P011,,6 h,,,,,,,,,,,,,430420_P011
70117_20230210MM1_P1,430420,A012,,6 h,,,,,,,,,,,,,430420_A012
70117_20230210MM1_P1,430420,B012,PBMC,6 h,Media ctr,,,,media ctr,,,,,,,,430420_B012
70117_20230210MM1_P1,430420,I012,PBMC,6 h,Media ctr,,,,media ctr,,,,,,,,430420_I012
70117_20230210MM1_P1,430420,P012,,6 h,,,,,,,,,,,,,430420_P012
70117_20230210MM1_P1,430420,A013,,6 h,,,,,,,,,,,,,430420_A013
70117_20230210MM1_P1,430420,B013,SH-SY5Y,6 h,Media ctr,,,,media ctr,,,,,,,,430420_B013
70117_20230210MM1_P1,430420,I013,SH-SY5Y,6 h,Media ctr,,,,media ctr,,,,,,,,430420_I013
70117_20230210MM1_P1,430420,P013,,6 h,,,,,,,,,,,,,430420_P013
70117_20230210MM1_P1,430420,A014,,6 h,,,,,,,,,,,,,430420_A014
70117_20230210MM1_P1,430420,P014,,6 h,,,,,,,,,,,,,430420_P014
70117_20230210MM1_P1,430420,A015,,6 h,,,,,,,,,,,,,430420_A015
70117_20230210MM1_P1,430420,P015,,6 h,,,,,,,,,,,,,430420_P015
70117_20230210MM1_P1,430420,A016,,6 h,,,,,,,,,,,,,430420_A016
70117_20230210MM1_P1,430420,P016,,6 h,,,,,,,,,,,,,430420_P016
70117_20230210MM1_P1,430420,A017,,6 h,,,,,,,,,,,,,430420_A017
70117_20230210MM1_P1,430420,P017,,6 h,,,,,,,,,,,,,430420_P017
70117_20230210MM1_P1,430420,A018,,6 h,,,,,,,,,,,,,430420_A018
70117_20230210MM1_P1,430420,P018,,6 h,,,,,,,,,,,,,430420_P018
70117_20230210MM1_P1,430420,A019,,6 h,,,,,,,,,,,,,430420_A019
70117_20230210MM1_P1,430420,P019,,6 h,,,,,,,,,,,,,430420_P019
70117_20230210MM1_P1,430420,A020,,6 h,,,,,,,,,,,,,430420_A020
70117_20230210MM1_P1,430420,P020,,6 h,,,,,,,,,,,,,430420_P020
70117_20230210MM1_P1,430420,A021,,6 h,,,,,,,,,,,,,430420_A021
70117_20230210MM1_P1,430420,P021,,6 h,,,,,,,,,,,,,430420_P021
70117_20230210MM1_P1,430420,A022,,6 h,,,,,,,,,,,,,430420_A022
70117_20230210MM1_P1,430420,O022,SH-SY5Y,6 h,Media ctr,,,,media ctr,,,,,,,,430420_O022
70117_20230210MM1_P1,430420,P022,,6 h,,,,,,,,,,,,,430420_P022
70117_20230210MM1_P1,430420,A023,,6 h,,,,,,,,,,,,,430420_A023
70117_20230210MM1_P1,430420,O023,SH-SY5Y,6 h,Media ctr,,,,media ctr,,,,,,,,430420_O023
70117_20230210MM1_P1,430420,P023,,6 h,,,,,,,,,,,,,430420_P023
70117_20230210MM1_P1,430420,A024,,6 h,,,,,,,,,,,,,430420_A024
70117_20230210MM1_P1,430420,B024,,6 h,,,,,,,,,,,,,430420_B024
70117_20230210MM1_P1,430420,C024,,6 h,,,,,,,,,,,,,430420_C024
70117_20230210MM1_P1,430420,D024,,6 h,,,,,,,,,,,,,430420_D024
70117_20230210MM1_P1,430420,E024,,6 h,,,,,,,,,,,,,430420_E024
70117_20230210MM1_P1,430420,F024,,6 h,,,,,,,,,,,,,430420_F024
70117_20230210MM1_P1,430420,G024,,6 h,,,,,,,,,,,,,430420_G024
70117_20230210MM1_P1,430420,H024,,6 h,,,,,,,,,,,,,430420_H024
70117_20230210MM1_P1,430420,I024,,6 h,,,,,,,,,,,,,430420_I024
70117_20230210MM1_P1,430420,J024,,6 h,,,,,,,,,,,,,430420_J024
70117_20230210MM1_P1,430420,K024,,6 h,,,,,,,,,,,,,430420_K024
70117_20230210MM1_P1,430420,L024,,6 h,,,,,,,,,,,,,430420_L024
70117_20230210MM1_P1,430420,M024,,6 h,,,,,,,,,,,,,430420_M024
70117_20230210MM1_P1,430420,N024,,6 h,,,,,,,,,,,,,430420_N024
70117_20230210MM1_P1,430420,O024,,6 h,,,,,,,,,,,,,430420_O024
70117_20230210MM1_P1,430420,P024,,6 h,,,,,,,,,,,,,430420_P024
70117_20230118MM1_P1a,430418_430419,G07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_G07
70117_20230118MM1_P1a,430418_430419,O07,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O07
70117_20230118MM1_P1a,430418_430419,G08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_G08
70117_20230118MM1_P1a,430418_430419,O08,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_O08
70117_20230118MM1_P1a,430418_430419,G09,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,DMSO,0.1,%,0.10%,,,,,430418_430419_G09
