oneb_Metadata_Treatment_Dose_Inhibitor_Dose,DMSO_0.1_DMSO_0.025,DMSO_0.1_DMSO_1.0,DMSO_0.1_Z-VAD-FMK_100.0,DMSO_0.1_Z-VAD-FMK_30.0,Disulfiram_0.1_DMSO_0.025,Disulfiram_1.0_DMSO_0.025,Disulfiram_2.5_DMSO_0.025,Flagellin_0.1_DMSO_0.025,Flagellin_1.0_DMSO_0.025,Flagellin_1.0_Disulfiram_1.0,H2O2_100.0_DMSO_0.025,H2O2_100.0_Disulfiram_1.0,H2O2_100.0_Z-VAD-FMK_100.0,LPS_0.01_DMSO_0.025,LPS_0.1_DMSO_0.025,LPS_1.0_DMSO_0.025,LPS_10.0_DMSO_0.025,LPS_10.0_Disulfiram_0.1,LPS_10.0_Disulfiram_1.0,LPS_10.0_Disulfiram_2.5,LPS_10.0_Z-VAD-FMK_100.0,LPS_100.0_DMSO_0.025,LPS_Nigericin_1.0_1.0_DMSO_0.025,LPS_Nigericin_1.0_10.0_DMSO_0.025,LPS_Nigericin_1.0_10.0_Disulfiram_1.0,LPS_Nigericin_1.0_10.0_Z-VAD-FMK_100.0,LPS_Nigericin_1.0_3.0_DMSO_0.025,LPS_Nigericin_100.0_1.0_DMSO_0.025,LPS_Nigericin_100.0_10.0_DMSO_0.025,LPS_Nigericin_100.0_3.0_DMSO_0.025,Thapsigargin_1.0_DMSO_0.025,Thapsigargin_10.0_DMSO_0.025,Topotecan_10.0_DMSO_0.025,Topotecan_20.0_DMSO_0.025,Topotecan_5.0_DMSO_0.025,media ctr_0.0_Media ctr_0.0
LPS_Nigericin_1.0_3.0_DMSO_0.025,0.3448447077903408,0.26289486349493985,0.2579471728842435,0.23188929120392482,0.2814066309669023,0.28772829443975084,0.2440312561552658,0.3657390974283004,0.2883162063599161,0.2672357048669419,0.3320656461914391,0.21814549855384197,0.14880382634371336,0.23753898741979865,0.28965462917826934,0.39101643125299745,0.40648585826734374,0.4535771859228139,0.35949471484692896,0.4307673552636158,0.3274229807594166,0.29809595504567,0.372245998613404,0.37016525885519047,0.25335954093729285,0.2831089968627274,1.0,0.365242500745821,0.3953895730577414,0.34541744677767006,0.10765829119682868,0.1999097284459143,0.3410360423294489,0.1804324431657968,0.23584679816293078,0.2146168951568854
LPS_Nigericin_100.0_1.0_DMSO_0.025,0.3966487121381557,0.3560009588387507,0.36515706393356007,0.2663179859220808,0.39119976361510195,0.23769893727761837,0.22735305866936686,0.27811716409858167,0.22292761169279252,0.2066098102362512,0.2671946163136895,0.2703210586775174,0.18206146031846426,0.3624993537902513,0.46113571150230936,0.4302302268209669,0.42483997674015356,0.3123280901856399,0.3561832607933833,0.3202037751085495,0.3460010817758876,0.37916885113765025,0.3498245834292169,0.4552768164984909,0.29521131254933475,0.3645964944933131,0.365242500745821,1.0,0.5945668951845532,0.5334548436597026,0.22836730919589976,0.45945801363037836,0.34113627721789636,0.32941117111419044,0.2876559736164477,0.213285419582817
LPS_Nigericin_100.0_10.0_DMSO_0.025,0.40686989771379606,0.388051970633188,0.40176167595946227,0.22981372992568797,0.3200352347739217,0.33977967946526805,0.3377492973252508,0.1717018106065273,0.15382038116038474,0.19271805414264012,0.3386510352792625,0.3898963842630572,0.3211789668610267,0.38282603787881847,0.32539970052135736,0.3149816035718421,0.3520019436507331,0.17890690550675928,0.35497754835055484,0.35265607018841644,0.35385826305222173,0.3103843556818793,0.39416917954081737,0.5036587210001475,0.38070778173780007,0.3430054092833259,0.3953895730577414,0.5945668951845532,1.0,0.4705519891423466,0.32648283689844304,0.503219266226251,0.3326039748536516,0.28054861237615203,0.3640073059167387,0.24102999785428927
LPS_Nigericin_100.0_3.0_DMSO_0.025,0.4420907669296317,0.3389823594621155,0.32936545951257074,0.3119773951186,0.28592690485419126,0.1726727617651389,0.15413827244238537,0.160169395452086,0.2622307383386089,-0.018922014605150726,0.20196358541847362,0.15214626932805506,0.16698744147251668,0.1484971752903134,0.3970551019132881,0.3794729578695308,0.49373802739630956,0.349505435114012,0.4650034867057955,0.3344045806776964,0.4711014018947228,0.5494779207050086,0.48124127185817045,0.3271649430163283,0.10243499566627363,0.1100496230572673,0.34541744677767006,0.5334548436597026,0.4705519891423466,1.0,0.15486114208111412,0.3507179328331062,0.347663930905236,0.30118094218067243,0.38334398725068325,0.12014861641597543
Thapsigargin_1.0_DMSO_0.025,0.46779418720480226,0.46030376939624507,0.4277657624003501,0.37038517226143625,0.48670448016896517,0.4369094092004763,0.4406480424176599,-0.09626972382859306,-0.18723135464046609,0.10549710424799828,0.48836265651827077,0.401080841102646,0.4453114264050061,0.5039762100295623,0.3001400982106698,0.06784072323899916,-0.011683746548026189,-0.10236562667274417,0.11946190979491621,0.12100399189034935,0.2376449008616493,0.004328806630318198,0.22313439000126886,0.13811525835448785,0.3333659703724081,0.41452638012887905,0.10765829119682868,0.22836730919589976,0.32648283689844304,0.15486114208111412,1.0,0.46412332059889405,0.43652143167476415,0.44400816649618924,0.3373616496013238,0.38809331448415074
Thapsigargin_10.0_DMSO_0.025,0.6310591399264833,0.5838810248184513,0.62525361646557,0.49667549984143505,0.5816209075998078,0.4596977138773003,0.4353251676037679,0.02186544219819821,-0.016798820357357896,-0.019295172889745745,0.5928977683257486,0.5624554628986126,0.3917481350287425,0.4718576508051546,0.37503940490833126,0.2592423823491613,0.22830978012559913,0.06125737891170237,0.3211365643477143,0.24800854402820788,0.416289355426016,0.17802796493298828,0.4131015384111135,0.39507539221423316,0.4091340865054127,0.36377164714096155,0.1999097284459143,0.45945801363037836,0.503219266226251,0.3507179328331062,0.46412332059889405,1.0,0.5658828538909852,0.4436949737313904,0.5254990094832346,0.34374829196458795
Topotecan_10.0_DMSO_0.025,0.6816053957695933,0.6107336537992398,0.6235887373065945,0.4436080905946815,0.574904230973423,0.5571515762166387,0.46334279927194366,0.1453021538482934,0.01868130454537034,-0.020691645946057546,0.5337917797976356,0.4620302347738442,0.43510868260399527,0.5056518538349701,0.4423427015241238,0.3085352618931344,0.27091852989650816,0.11614541678814981,0.385094942912163,0.270768691844017,0.4134818951150675,0.19237844662793227,0.43189818435369287,0.3316596833423026,0.35604416977630005,0.4432098010350234,0.3410360423294489,0.34113627721789636,0.3326039748536516,0.347663930905236,0.43652143167476415,0.5658828538909852,1.0,0.6030039897640077,0.6505999330838355,0.4777713463675381
Topotecan_20.0_DMSO_0.025,0.6348575650969207,0.5671545365909412,0.5790669837648309,0.47090909167083056,0.5448530106097045,0.5527229791605824,0.4995653350362206,0.03662493131177542,-0.01458686680825576,0.0009590888241645682,0.5201543577725372,0.400671866831404,0.5073136317390358,0.5065856185988495,0.39496139504066036,0.25549921501131434,0.18736271931502751,0.07536873523721405,0.27703409956342334,0.12339652608666939,0.4025889254061066,0.1261350554363784,0.395900561075486,0.226216567232451,0.2449871382431799,0.3377827224960355,0.1804324431657968,0.32941117111419044,0.28054861237615203,0.30118094218067243,0.44400816649618924,0.4436949737313904,0.6030039897640077,1.0,0.5437446568711901,0.5215818123619388
Topotecan_5.0_DMSO_0.025,0.6937309342853154,0.5799670844761367,0.6541225429607492,0.49747239742680194,0.596615343019689,0.5436068488513927,0.4349364834411764,0.13174765314986833,-0.058268655548166244,-0.14528835839223284,0.5958334326055151,0.41974796348267296,0.4553078617513924,0.4472769562192062,0.4586267472469961,0.2493206477888901,0.31346421462603535,0.11396029737165979,0.384308566320738,0.23276938538312242,0.46636143955032283,0.23284964791466903,0.509065039135436,0.3242388125706234,0.3123143054694196,0.2910250141219404,0.23584679816293078,0.2876559736164477,0.3640073059167387,0.38334398725068325,0.3373616496013238,0.5254990094832346,0.6505999330838355,0.5437446568711901,1.0,0.43518033141784446
media ctr_0.0_Media ctr_0.0,0.45892129554466843,0.4717880944707743,0.3941346095842435,0.5675475009385816,0.5492027632330424,0.6186254411524706,0.6361089380408278,0.042320664034486345,-0.03902123552747595,0.19513724769628063,0.6432004742802027,0.48580374235852075,0.49693693408988465,0.5692912262462647,0.30956770738243045,0.15590594953509387,-0.0028783810047599617,0.006538500675954928,0.10108704191827746,0.12366728514721582,0.17282864600145592,0.006722594443960756,0.23318371223916226,0.2009394125617542,0.5357133907676621,0.5242869726786634,0.2146168951568854,0.213285419582817,0.24102999785428927,0.12014861641597543,0.38809331448415074,0.34374829196458795,0.4777713463675381,0.5215818123619388,0.43518033141784446,1.0
