feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	H2O2_50µM
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.00031291291016510847	9.623017349551807e-06	0.02038203020334093	-0.02038203020334083
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	0.0025882628908433514	-6.007728535137425e-05	0.01715481006089293	-0.017154810060892846
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.0046172968092086375	0.00023257467010237882	-0.02898751833290964	0.0289875183329095
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.00583924460218066	7.456931232750194e-05	-0.0339354902558143	0.03393549025581413
Cytoplasm_Correlation_K_CorrER_CorrMito	0.007827372115491782	9.859916823617192e-05	-0.05926911293217085	0.059269112932170555
Cytoplasm_Correlation_K_CorrER_CorrPM	0.031345917131977874	0.0008453486770959286	-0.06337177707785265	0.06337177707785233
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.059459220643026334	0.0010118887642269552	0.05787167752937994	-0.05787167752937964
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.0030299375749930357	8.84314785211101e-05	0.05138124446546655	-0.05138124446546629
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.010170350760046798	-0.00021995291298106863	0.03887719754885937	-0.038877197548859176
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.011206183111024837	-9.09875833825062e-05	-0.08674114901658571	0.08674114901658528
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.012969337128885594	0.00024126134891891692	0.10816647701054313	-0.10816647701054259
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.01675272946457318	-8.076853681573855e-05	0.09881351589233439	-0.09881351589233389
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.004705447396221363	0.00011088141633415962	0.06261993574754775	-0.06261993574754744
Cytoplasm_Correlation_K_CorrMito_CorrER	0.0058428357920853324	-0.0001379024816208956	0.03136697087761268	-0.031366970877612525
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.0016399867137507629	1.0306716670391163e-05	0.024127317554349277	-0.024127317554349156
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.017718225203934068	0.00025094472365295344	0.12471399906806788	-0.12471399906806725
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.008612971120474877	-3.724934968365976e-05	0.05843770992393689	-0.0584377099239366
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.0009825745495239957	-0.00010426976121381018	-0.01950065532233689	0.01950065532233679
Cytoplasm_Correlation_K_CorrPM_CorrER	0.023353464797318146	-0.0004446589167285135	-0.007230036736601964	0.0072300367366019275
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.014281477353412675	-0.00029324522268504236	-0.06126410949085084	0.06126410949085053
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.01615229663399176	-0.0003539781092579002	-0.08666213417378804	0.08666213417378761
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.01604341591342151	-0.0003290388382365121	0.019096784069642048	-0.01909678406964195
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.0023587298754647046	8.478264330742777e-05	-0.04482055056049626	0.04482055056049604
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.07970008354145242	-0.0010761801225826822	-0.06565961698308502	0.06565961698308469
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.008546907273421445	-1.2686964043070941e-05	-0.0502434884411361	0.05024348844113585
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.01399812560946101	-4.558717768725046e-05	-0.10053310254333764	0.10053310254333714
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.03465199055959611	0.0006098514158360609	-0.11652436965306359	0.11652436965306302
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.002461160513770988	0.0001623961404868916	0.009648281153476483	-0.009648281153476435
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.00014544718341280571	3.182100626897806e-05	0.005219167107098651	-0.005219167107098625
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	7.113148493187449e-05	8.6095031148923e-06	0.007305275544579298	-0.007305275544579261
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.00494323683724518	0.00032148006147344365	0.019408350073123665	-0.01940835007312357
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.002274272843228342	0.0001419267556638164	0.0066149960353597045	-0.0066149960353596715
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.03748285005999075	-0.0007353582224884031	-0.0320595972202087	0.03205959722020854
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	3.363372346365523e-05	-1.0717885914789583e-05	0.0037796333113193827	-0.003779633311319364
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.00014688646156335583	-3.657135884885423e-05	0.0040744094441342565	-0.0040744094441342365
Cytoplasm_Correlation_Manders_CorrER_CorrPM	0.003572976936860317	0.00023877648283324767	0.014442369881885422	-0.01444236988188535
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.0010859889085240715	0.00012711632868469094	-0.013582833782077235	0.01358283378207717
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.03376268002244931	-0.0006983438630187853	-0.027752525753192883	0.02775252575319274
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.0032843060525464818	0.0001886891764212009	0.012113024586810853	-0.012113024586810793
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.00011802172917019238	1.3701954256095567e-06	-0.008613034952998071	0.008613034952998028
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	0.00340350518748167	0.0002697032950452274	0.0157134875174376	-0.015713487517437525
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.004947676213976293	0.0002132488173680562	0.003807173424706941	-0.003807173424706922
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.03531050506383371	-0.0007168860827185433	-0.028224134333480366	0.028224134333480224
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.0030141627900670542	0.0001805804242617135	0.013605378509708586	-0.01360537850970852
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	0.00014541949769464324	3.538226779503382e-05	0.0012547573057409896	-0.0012547573057409835
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	0.0036374662329314855	0.00026166138132894135	0.014850546580091741	-0.014850546580091665
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.0047891005905073	0.00021143548335054787	0.004213303596263937	-0.0042133035962639166
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.03678138714353962	-0.000742336091163721	-0.02187866207986565	0.021878662079865538
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.0036869251879106946	0.0001947091476221632	0.026422088859120743	-0.026422088859120615
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.00034557536898993657	1.546393555120425e-05	0.01740575596449723	-0.01740575596449714
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.0003480035663177006	1.2729461658253016e-05	0.018558730781018863	-0.01855873078101877
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.006969977733677135	0.00027094362618379687	0.008794303245798935	-0.008794303245798891
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.039089637500951846	-0.0007561805883999384	-0.024004962816690623	0.0240049628166905
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0004776583251627775	2.090195025043788e-05	0.020427973604051276	-0.020427973604051176
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.0004186801364024495	-4.203955973333913e-05	0.01320293715534894	-0.013202937155348874
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.0007249664677644319	-7.273216675367822e-05	0.014834283543735713	-0.014834283543735642
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	0.003547784337154636	0.00021590247081707355	0.012230498340137973	-0.012230498340137912
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.01584329573636889	-0.0004260715048195745	-0.07478092419123467	0.07478092419123429
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.024754980729473686	-0.0005877962454900232	-0.053315231634751464	0.0533152316347512
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.02933300473312961	-0.0006362492692075652	-0.058690002767774876	0.058690002767774585
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.031610587314877314	-0.0006619313213440251	-0.06099330435692753	0.06099330435692722
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.016532234793350198	-0.000451540782896233	-0.06522517996281481	0.06522517996281449
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.000991369955900545	0.00010748080339869964	-0.002905327236970805	0.0029053272369707907
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.00015489287627223902	4.053054991860947e-05	0.004704017611891231	-0.004704017611891207
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.001242075205181159	-0.00011886273923684105	-0.011220020008948638	0.01122002000894858
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0001928597799930598	4.973746289206681e-05	0.0035079436487111147	-0.0035079436487110973
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0008136898413686477	6.653430635624262e-05	-0.014054911599213415	0.014054911599213344
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.007499224087049061	-0.00031955632023037263	0.009996802945280629	-0.00999680294528058
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.001255501154569738	0.00010995700319264362	0.011985110476797366	-0.011985110476797307
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.006890380225221926	-0.0003120043616253763	0.01292174464870649	-0.012921744648706426
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0008677527242807459	6.199142984265771e-05	0.0213030491729228	-0.021303049172922695
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.0007291843289232158	-8.325614199458944e-05	-0.011599784149831004	0.011599784149830945
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.008528884836669581	0.00032605299917007785	-0.009206193943904362	0.009206193943904315
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.007404842629677777	0.00030003664173065337	0.005113673872152961	-0.005113673872152935
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.003622824916104994	0.0002194602584707389	-0.00130014735058478	0.0013001473505847734
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.001492436724515489	0.00013391158598845095	-0.01314361044022672	0.013143610440226655
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.013118120323508675	0.0004164622705272478	0.0009882214316368557	-0.0009882214316368507
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.02486000448730641	-0.0005808827735748884	-0.02829622796927775	0.028296227969277606
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.018717214565088125	0.00044478038111954535	0.027034299843756666	-0.02703429984375653
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.01951036108986126	0.0004525289540421168	0.034793749582841545	-0.03479374958284137
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.00256149274631412	0.00018055682880453088	-0.005778934053176005	0.005778934053175976
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.07834013324334599	0.001450429419809224	0.07549877629102604	-0.07549877629102567
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.023482309272915725	-0.0005658590658542145	-0.020889163853542937	0.020889163853542832
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.023699719749384895	0.000516695648316361	0.023960087982392568	-0.023960087982392447
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.09856857124859819	0.0014071204597788278	0.03680302752995469	-0.03680302752995451
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.0025165988740134537	0.00018923603320168293	-0.009453000069608714	0.009453000069608666
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0523203813934634	0.000723973817940669	0.04179439693601159	-0.04179439693601139
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.02604682574471706	-0.0005986404107607363	-0.022959175306806925	0.02295917530680681
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.022752731561766493	0.0005099969855956163	0.0301075445895716	-0.03010754458957145
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.029386116101217552	0.0005476341272259602	0.017839110683451738	-0.017839110683451648
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.003066321684316975	0.00021690131817395406	-0.004215791650246725	0.0042157916502467046
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.049915398891151264	0.00073145750473116	0.04869008484546779	-0.048690084845467545
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.027040365671572086	-0.0006175872700099709	-0.018523296030481876	0.018523296030481782
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.006559819786510435	0.000283112460015437	0.018497569054672536	-0.018497569054672442
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0009025372249278352	0.00010819711495849523	0.006387187606436981	-0.006387187606436949
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0012717822829400038	0.00013372186198685448	0.00887174983981569	-0.008871749839815644
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.011507104323887574	0.0003657269415240107	-0.005865976032701061	0.005865976032701032
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.025066456903147905	-0.0005858123839694173	-0.015405543035740106	0.015405543035740028
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.014710559553893776	0.00042030363727365205	0.04368677119513823	-0.043686771195138016
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.017625440290314875	0.000419469315556412	0.04888909476416224	-0.04888909476416199
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.02066394025180418	0.00046208010491583846	0.05913362310131837	-0.05913362310131807
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.003689675425496919	0.0002109099702569793	-0.014267145391336916	0.014267145391336845
Cytoplasm_Granularity_10_CorrDNA	0.0003677762868189438	-3.021875853394116e-05	-0.01801974324428503	0.01801974324428494
Cytoplasm_Granularity_10_CorrER	0.008613819444862614	-0.00035350979911317104	-0.00530184121244624	0.005301841212446213
Cytoplasm_Granularity_10_CorrGasdermin	0.005988050512474419	-0.0002953444980202159	0.005403658824630196	-0.005403658824630169
Cytoplasm_Granularity_10_CorrMito	0.0056101629320827184	-0.00028857013165437	-0.0002583266040955309	0.0002583266040955296
Cytoplasm_Granularity_10_CorrPM	0.014654283801596946	-0.000503738096982669	0.006724203481329939	-0.006724203481329905
Cytoplasm_Granularity_10_CorrRNA	0.008112550697714327	-0.0003244312862677222	0.02494011467598143	-0.024940114675981305
Cytoplasm_Granularity_11_CorrDNA	0.00032603554281507297	-5.423873666539992e-05	-0.011754675277878872	0.011754675277878813
Cytoplasm_Granularity_11_CorrER	0.0064698646508580815	-0.00029747260911954225	-0.00258878745780279	0.0025887874578027774
Cytoplasm_Granularity_11_CorrGasdermin	0.00427243888857598	-0.00024999608557932905	-0.001305952572011806	0.0013059525720117995
Cytoplasm_Granularity_11_CorrMito	0.006032521184548889	-0.00029786773004457015	-0.00044115977964689673	0.0004411597796468945
Cytoplasm_Granularity_11_CorrPM	0.015970141789974024	-0.0005113315130192644	0.003233137323578496	-0.00323313732357848
Cytoplasm_Granularity_11_CorrRNA	0.009716758987684648	-0.0003750451557721728	0.009477478176964836	-0.00947747817696479
Cytoplasm_Granularity_12_CorrDNA	0.00010925573630460317	-3.178665799625443e-05	-0.00589891172189419	0.0058989117218941605
Cytoplasm_Granularity_12_CorrER	0.008972936550326382	-0.00035311845317817443	0.004203436704295257	-0.004203436704295236
Cytoplasm_Granularity_12_CorrGasdermin	0.0022923740891074296	-0.00017933039810603846	0.005163160516326162	-0.005163160516326136
Cytoplasm_Granularity_12_CorrMito	0.004046309238960655	-0.00024624515993510224	-0.009707712384497764	0.009707712384497715
Cytoplasm_Granularity_12_CorrPM	0.01425529096560818	-0.00046404115333602053	0.003097585164098985	-0.00309758516409897
Cytoplasm_Granularity_12_CorrRNA	0.008924832129563964	-0.0003532156128495767	0.009205384410002461	-0.009205384410002416
Cytoplasm_Granularity_13_CorrDNA	9.762083072129002e-05	-3.515757873735059e-05	-0.0007956442931120215	0.0007956442931120175
Cytoplasm_Granularity_13_CorrER	0.0047820156851692275	-0.00026433075166895767	-0.010310590299928117	0.010310590299928065
Cytoplasm_Granularity_13_CorrGasdermin	0.0031064418804193084	-0.00019860414765937158	0.01660744732318549	-0.01660744732318541
Cytoplasm_Granularity_13_CorrMito	0.003200415317932803	-0.0002135855296215795	0.005723058184598293	-0.005723058184598264
Cytoplasm_Granularity_13_CorrPM	0.01264685966992285	-0.00045884235247071407	0.0092228431362302	-0.009222843136230154
Cytoplasm_Granularity_13_CorrRNA	0.006562778792700175	-0.0003094768288504943	0.010066534301237856	-0.010066534301237806
Cytoplasm_Granularity_14_CorrDNA	0.0005475512491042167	-8.029064660605354e-05	0.002237825799940075	-0.0022378257999400636
Cytoplasm_Granularity_14_CorrER	0.00563109036113596	-0.00027885469053867077	0.012744599231197334	-0.01274459923119727
Cytoplasm_Granularity_14_CorrGasdermin	0.0035244044263471608	-0.00022164028348903655	-0.017652342396391695	0.01765234239639161
Cytoplasm_Granularity_14_CorrMito	0.005771280533370171	-0.00028214783211360974	-0.02631386245400969	0.02631386245400956
Cytoplasm_Granularity_14_CorrPM	0.00813999154617917	-0.00034835543798963816	-0.0384928668076826	0.03849286680768241
Cytoplasm_Granularity_14_CorrRNA	0.00465223336099152	-0.0002561379892205999	-0.008215100810289236	0.008215100810289196
Cytoplasm_Granularity_15_CorrDNA	0.001597693192081695	-0.0001413962265621379	-0.0038272622903738653	0.0038272622903738457
Cytoplasm_Granularity_15_CorrER	0.0029904433044354306	-0.00019678660121246242	-0.02555133602520259	0.025551336025202466
Cytoplasm_Granularity_15_CorrGasdermin	0.007275765894503072	-0.00030698881631030945	-0.04514633968406309	0.04514633968406287
Cytoplasm_Granularity_15_CorrMito	0.007664665896119138	-0.0003389223867473597	-0.01843388024269587	0.018433880242695776
