feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	LPS_1µg_per_ml
Cytoplasm_Correlation_Correlation_CorrER_CorrPM	0.006069599145435811	-8.375774317800067e-05	0.08098769080582574	-0.08098769080582473
Cytoplasm_Correlation_Correlation_CorrER_CorrRNA	0.002315433346947615	-0.00015730702107640026	0.04723376064698391	-0.047233760646983314
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrMito	0.0006141294937603847	-9.409158191993088e-05	-0.005583463429775861	0.005583463429775791
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrPM	0.007194631321056133	-0.00018606452492415482	0.08712955021840707	-0.08712955021840596
Cytoplasm_Correlation_Correlation_CorrGasdermin_CorrRNA	0.004643257580674742	-0.00010373720351059442	0.06318816695033241	-0.06318816695033161
Cytoplasm_Correlation_Correlation_CorrMito_CorrPM	0.008099468570067492	-0.00020696765241111977	0.0925290828772008	-0.0925290828771996
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.004807497411153383	-0.00012083195093735154	0.061803769604533765	-0.061803769604532974
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.004944859551779701	-7.179587457552925e-05	0.07454214938616247	-0.07454214938616152
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.0001842464513807096	-9.773643286259806e-06	-0.009519945571522687	0.009519945571522566
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.003935548973858838	5.5770030862678356e-05	-0.030923712949245133	0.030923712949244734
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.005373766715650485	4.0192266770368624e-05	-0.06905962065489779	0.06905962065489692
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.0009811270564853425	-8.165534629753761e-06	-0.05788932622184052	0.057889326221839794
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	0.0001506732513956166	1.8094034451710856e-05	-0.005643180817101889	0.005643180817101817
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.00031102200211330366	6.452482153166376e-05	0.00992279610803524	-0.009922796108035113
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.005137342441957071	0.00010879811927690324	-0.0313464931150585	0.03134649311505811
Cytoplasm_Correlation_K_CorrER_CorrMito	0.006442363688254571	0.0001197191184203448	-0.06029257694019448	0.06029257694019371
Cytoplasm_Correlation_K_CorrER_CorrPM	0.0006362289343101457	0.00032332594428008523	-0.08155066455965487	0.08155066455965383
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.004655650233348685	0.000572109478537685	-0.002903199891301037	0.002903199891301
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.007956751317162114	-0.00023191655867252483	0.08138678011301795	-0.08138678011301692
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.0035540661604497314	-0.00017629246587261768	0.032764607521040955	-0.03276460752104053
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.04344599639893276	-0.0006859528798377903	-0.08652953921024886	0.08652953921024778
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.004384991518168513	-0.00045230649840078394	0.0854092042405575	-0.08540920424055642
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.008713997634393511	-0.00021795214116334606	0.07462940084287484	-0.07462940084287388
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.007967501088554374	-0.0001266230816132942	0.08826363486103886	-0.08826363486103772
Cytoplasm_Correlation_K_CorrMito_CorrER	0.0014445515064274161	-5.8999072909322204e-05	0.025510685431461587	-0.025510685431461264
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.010291792847812786	0.0001825320320401431	0.027821429593520866	-0.027821429593520516
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.0037270564237943393	-0.0002363223834704235	0.09980308754364672	-0.09980308754364547
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.003950407009862489	-3.7946522959702905e-05	0.04408914157052656	-0.044089141570526
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.0007613507267564268	-1.3562547350573648e-05	0.028473785118061853	-0.028473785118061496
Cytoplasm_Correlation_K_CorrPM_CorrER	1.0306970982476571e-05	-1.1950763561087678e-05	0.0007386600349778825	-0.0007386600349778733
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.00479027272031618	0.00013029845584460774	-0.04868155332763893	0.04868155332763831
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.0059872051556902894	7.17212109793021e-05	-0.07720492799854156	0.07720492799854056
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.0007659450128206791	6.238263058188997e-05	0.014374670948562512	-0.014374670948562328
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.00015336315577596515	-5.2017326653755084e-05	0.007735176180277668	-0.0077351761802775705
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.009049521692863105	-0.00043520048929408643	-0.012334755015597356	0.0123347550155972
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.006782099398902175	7.878628908506924e-05	-0.04085348985797199	0.04085348985797148
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.010613064508443237	6.259219148813817e-05	-0.08953930126514376	0.08953930126514263
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.007081984049957302	-0.000159069368837805	-0.08000161467421123	0.08000161467421021
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.000810061166108933	0.00010348544162313134	0.010894591767253678	-0.010894591767253539
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.0009957735803325374	0.00011196449700046762	0.007615338564828742	-0.007615338564828645
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.002538479277012451	0.00020553290302931755	0.013700070622198687	-0.013700070622198513
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.0002199387043477774	2.329931342358819e-05	0.01773625614340262	-0.01773625614340239
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.0003402715360367736	5.1035373928871064e-05	0.009896854194539721	-0.009896854194539598
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.0030757363179052533	1.677169679011826e-06	-0.05661173245586615	0.05661173245586543
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.0023748640537613053	0.00019129947696582092	0.003556200803176442	-0.003556200803176396
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.00463156505246487	0.00029740698334957023	0.006072433939881069	-0.006072433939880992
Cytoplasm_Correlation_Manders_CorrER_CorrPM	0.0002526295145508506	1.0631662731522173e-05	0.01843959236672681	-0.018439592366726577
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.000372480495083094	0.00011968637750236064	-0.00826618899851234	0.008266188998512235
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.0034642015241335145	-1.1234071503182686e-05	-0.05956141798468645	0.0595614179846857
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.002330766939973472	0.00020383732983189946	-0.0005133456497768745	0.000513345649776868
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.00442335088178325	0.0002550752995191338	-0.00762932576874957	0.007629325768749474
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	0.0002564734021266446	2.7934907038204278e-05	0.02045965056280029	-0.020459650562800028
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.0005941837256816518	9.706975939663661e-05	-0.0022318662762824426	0.002231866276282414
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.003526866657044714	-1.0863476362569402e-05	-0.060339977870466174	0.060339977870465404
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.0022555719425023657	0.00020162880583501927	-0.00015489499433824587	0.0001548949943382439
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	3.628377662678872e-05	1.927189807445073e-05	-0.0025150322807263653	0.002515032280726333
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	0.00023444049001331013	2.0732755178485257e-05	0.018314636946180584	-0.01831463694618035
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.0005586021867984847	9.485753543345775e-05	-0.0015959905127018708	0.0015959905127018506
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.002606317227597743	6.963077321130632e-05	-0.05246037878018621	0.052460378780185536
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.007365618337588975	0.00036840194399156664	0.015011987554068039	-0.01501198755406785
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.006797507597153918	0.0003471749494688225	0.02034751532600087	-0.02034751532600061
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.00911227704635964	0.0004334805533891813	0.023373308288308983	-0.02337330828830869
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.0048391574224565526	0.0002902031261366367	0.002122650029852658	-0.002122650029852631
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0025471999943027512	1.7993151986311607e-05	-0.05189649240643117	0.05189649240643052
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0037358269718534842	0.0002576329207075242	0.012873889903910692	-0.012873889903910527
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.003433808061010568	0.0002247861520116428	0.014514304969209465	-0.014514304969209281
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.006003264468568803	0.00033330971947565804	0.019590977973353654	-0.019590977973353404
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	0.00017520884210020515	1.059031529665426e-05	0.013237040436460651	-0.013237040436460481
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.00011428389340095713	-4.471916074865255e-05	0.006848582451742583	-0.006848582451742496
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.002765845237412301	-0.0002559598266199634	0.010751623126656267	-0.010751623126656128
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.0038765785473175995	-0.00030297374814828914	0.00959242033184992	-0.009592420331849798
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.0009008297731308845	-0.0001411512945220723	0.009249125920031246	-0.009249125920031128
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.0006221134151405128	-0.00012105176984556833	0.0040216071656559785	-0.004021607165655927
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.001798746507886917	0.00016149981849784297	0.018171397269238984	-0.01817139726923875
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.0018582709377337192	0.00014478276386198214	0.025153542747396715	-0.025153542747396396
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0030350002638049878	0.00012099348812673985	0.04575101623107926	-0.045751016231078676
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0026252095945858978	0.00018278403914531803	0.03362912067086757	-0.03362912067086714
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0002151312865874555	-2.3178706545264614e-05	-0.012025842077224284	0.012025842077224133
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.004863700823018791	-6.509691693578456e-05	0.07468341707792785	-0.07468341707792689
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.0013069853722299518	7.363859972598192e-05	0.02693820924121018	-0.026938209241209838
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.006093362872147123	-9.255414526993192e-05	0.08580504390069908	-0.08580504390069799
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0019134290602278448	5.637840556132766e-05	0.03669734030135192	-0.03669734030135145
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.002149330880562683	0.00012368348914218566	0.0327353503866502	-0.032735350386649785
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.0016799963759505099	-7.488160037599653e-05	0.03884438863086846	-0.03884438863086797
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.0024234661483280018	-0.00014864056665379316	0.03875325899716885	-0.03875325899716836
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.003026783847638548	-0.00018937983633223184	0.044312465204543364	-0.044312465204542795
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.0023893038071697292	-5.479426903714101e-05	0.05160548596590421	-0.05160548596590355
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.0035490087065440656	-0.00015602878140798474	0.05462565442558724	-0.05462565442558655
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0022337840162058864	-4.748761703892149e-05	-0.04496622429896445	0.04496622429896388
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.0022835240632177456	0.00013554475960487661	0.027362854197394787	-0.027362854197394437
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.003181008803292862	0.00016740975112275393	0.03301955073032944	-0.03301955073032902
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.003085559014013195	-3.1871990773268956e-05	0.05694023168713751	-0.0569402316871368
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.0008101752115687866	-0.0001328835034437708	0.021960282369848722	-0.021960282369848445
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.002796074743133925	-7.774310104478616e-05	-0.048088548388429894	0.04808854838842928
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0018878738497634107	0.00016274107807459252	0.014191580736885877	-0.014191580736885697
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.0011369910608770573	3.324851145034377e-05	-0.028883812936765688	0.02888381293676532
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.005361733550765746	-9.338563151566463e-05	0.07866121956514688	-0.07866121956514588
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0015164955927050583	4.117844050804112e-05	0.030769679188457418	-0.030769679188457032
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.002809829985074175	-8.815185123912054e-05	-0.04731022776362864	0.047310227763628046
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.0019895349409205787	0.0001685535809234039	0.01530599648268248	-0.015305996482682285
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0003111628621889073	-3.409093973232746e-05	-0.010602375893541915	0.01060237589354178
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.005845891642863199	-0.0001111424730117002	0.08266641492080457	-0.08266641492080352
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.0013807904721114816	4.2263047548671054e-05	0.030482657837952606	-0.03048265783795222
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0010643266634735582	5.198202228264198e-05	-0.03198417574271998	0.03198417574271957
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.007247272153885764	0.00029974741998752897	0.044906089584296455	-0.04490608958429589
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.007755266261330829	0.00023629327088463977	0.06581963233376213	-0.0658196323337613
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.009061682561958606	0.00027849928402743707	0.0736976886175477	-0.07369768861754677
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.00648033138923787	0.00025249332336695844	0.04830307606034166	-0.04830307606034105
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0014641846673374426	-3.789631107949831e-05	-0.0362949778298513	0.03629497782985084
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0026202164923949667	0.0001946874185211738	0.02118456428356372	-0.02118456428356345
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.004491673959960751	0.00016523543232420653	0.04470520024788523	-0.044705200247884665
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.005804772749062215	0.0002088733275385704	0.05201985745283058	-0.05201985745282992
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.004725858567370733	-5.9444791820960515e-06	0.07081544362060559	-0.07081544362060468
Cytoplasm_Granularity_10_CorrDNA	0.0003049807283654893	-7.03670854876803e-05	-0.00747896202772168	0.007478962027721585
Cytoplasm_Granularity_10_CorrER	0.00507178169721445	-0.00028049970836054933	-0.039044054530051914	0.03904405453005142
Cytoplasm_Granularity_10_CorrGasdermin	0.004142114596887514	-0.0002700810162522053	-0.030566485481411845	0.03056648548141146
Cytoplasm_Granularity_10_CorrMito	0.005853214804128037	-0.0003142179175891064	-0.03915779541333865	0.03915779541333815
Cytoplasm_Granularity_10_CorrPM	0.004585395057261299	-0.0003193473651707675	-0.03653572095662506	0.03653572095662459
Cytoplasm_Granularity_10_CorrRNA	0.004811559494526718	-0.0003333618331542529	-0.01703214236918207	0.017032142369181852
Cytoplasm_Granularity_11_CorrDNA	9.364022592606158e-05	-3.0334760205199756e-05	0.007894673858195412	-0.007894673858195313
Cytoplasm_Granularity_11_CorrER	0.0038325304990752818	-0.00023533802449411654	-0.03534196273995328	0.035341962739952826
Cytoplasm_Granularity_11_CorrGasdermin	0.0036840504741800784	-0.00023254566822677628	-0.03612094302802789	0.03612094302802743
Cytoplasm_Granularity_11_CorrMito	0.004521054222069942	-0.0003080839269520876	-0.02093854183243739	0.020938541832437128
Cytoplasm_Granularity_11_CorrPM	0.0033703381009245748	-0.00024232677869934352	-0.038361638214261605	0.03836163821426112
Cytoplasm_Granularity_11_CorrRNA	0.005073185444157247	-0.00030422285605145145	-0.035680632382452754	0.0356806323824523
Cytoplasm_Granularity_12_CorrDNA	0.00034635649606085117	-4.658353412306749e-05	0.016427184935505452	-0.01642718493550524
Cytoplasm_Granularity_12_CorrER	0.004153999000993558	-0.00029333438481071863	-0.018772021384708886	0.018772021384708647
Cytoplasm_Granularity_12_CorrGasdermin	0.0031295840991704127	-0.00017755094122840802	-0.04160662398820556	0.041606623988205034
Cytoplasm_Granularity_12_CorrMito	0.0038717919439110737	-0.00020510865625908363	-0.0450952600832782	0.045095260083277626
Cytoplasm_Granularity_12_CorrPM	0.0032119813734158287	-0.00027260908028844575	-0.013353976854005422	0.013353976854005254
Cytoplasm_Granularity_12_CorrRNA	0.0034128046991451777	-0.0002614915893096855	-0.02054450431483875	0.02054450431483849
Cytoplasm_Granularity_13_CorrDNA	0.001112360379378452	-6.028222599674032e-05	0.03036537920876141	-0.03036537920876102
Cytoplasm_Granularity_13_CorrER	0.004519453449039146	-0.00031832775355272074	-0.013245253313209603	0.013245253313209436
Cytoplasm_Granularity_13_CorrGasdermin	0.0022331805481491385	-0.00022697243560340841	-0.006011676614474555	0.00601167661447448
Cytoplasm_Granularity_13_CorrMito	0.002314456869516035	-0.00014944027913346868	-0.03782513658746974	0.03782513658746926
Cytoplasm_Granularity_13_CorrPM	0.0007090043427808723	-0.00011930696277129497	-0.012708148272400823	0.012708148272400663
Cytoplasm_Granularity_13_CorrRNA	0.0024491443775266353	-0.00017668322008062236	-0.034047240185586	0.03404724018558556
Cytoplasm_Granularity_14_CorrDNA	0.0014319748197475501	-1.809476777854054e-05	0.03485369408999555	-0.03485369408999511
Cytoplasm_Granularity_14_CorrER	0.0048341938141708285	-0.00034036408837039337	0.0017975711169818886	-0.0017975711169818656
Cytoplasm_Granularity_14_CorrGasdermin	0.003396709479255633	-0.00019760873933765528	-0.03941057540233877	0.03941057540233826
Cytoplasm_Granularity_14_CorrMito	0.004206442238720243	-0.0002580340016245266	-0.03270329243705293	0.03270329243705252
Cytoplasm_Granularity_14_CorrPM	0.006849829003180541	-0.00022913622046852566	-0.07561883016785387	0.07561883016785291
Cytoplasm_Granularity_14_CorrRNA	0.004810651744609928	-0.0002891360285087858	-0.03183420581717699	0.03183420581717658
Cytoplasm_Granularity_15_CorrDNA	0.0005848226131182077	-2.471938974171415e-05	0.022505762501478947	-0.022505762501478663
Cytoplasm_Granularity_15_CorrER	0.004741324698996574	-0.00022323757025479135	-0.051551669580412726	0.05155166958041207
