feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Disulfiram_0.1µM
Cytoplasm_Number_Object_Number	0.0713812159291709	0.0009894883751078315	-0.04770249944614133	0.047702499446142146
Cytoplasm_AreaShape_Area	0.0029289552983823297	-0.0007042167353897007	-0.03516164861320318	0.03516164861320379
Cytoplasm_AreaShape_BoundingBoxArea	0.0037437402070505943	-0.0007047310389612802	-0.031145479556449453	0.031145479556449987
Cytoplasm_AreaShape_BoundingBoxMaximum_X	0.0009396409111006587	0.00010973895951323267	-0.0023496668920075644	0.002349666892007605
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	0.0009192370933710503	0.00010161966896412795	-0.017824987030442274	0.01782498703044258
Cytoplasm_AreaShape_BoundingBoxMinimum_X	0.0011225200230275956	0.00011881986145110662	-0.0006244312139999294	0.0006244312139999401
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	0.000995311618498529	0.0001095539870815194	-0.015759256002859625	0.015759256002859896
Cytoplasm_AreaShape_Center_X	0.0010285546109805033	0.00011425785478124652	-0.0014563522605406695	0.0014563522605406944
Cytoplasm_AreaShape_Center_Y	0.0009663093571871118	0.00010625879203333998	-0.0168770967770058	0.01687709677700609
Cytoplasm_AreaShape_Compactness	0.05751106670888939	-0.0011829670226587946	0.0658179930999462	-0.06581799309994733
Cytoplasm_AreaShape_ConvexArea	0.003246969938983879	-0.0008490501125473755	-0.029509916155584376	0.02950991615558488
Cytoplasm_AreaShape_Eccentricity	0.0005910288419577192	-8.85205998892358e-05	0.0038155902194450626	-0.003815590219445128
Cytoplasm_AreaShape_EquivalentDiameter	0.0016413997893779397	-3.688612243113008e-05	-0.043449991019404575	0.04344999101940532
Cytoplasm_AreaShape_EulerNumber	0.0754166847895067	0.017302926376551692	-0.1871351141844812	0.18713511418448445
Cytoplasm_AreaShape_Extent	0.010403951307066284	0.00038156587603793517	-0.03971834125298222	0.0397183412529829
Cytoplasm_AreaShape_FormFactor	0.01077244290997137	0.000371252773066239	-0.05416756714150807	0.054167567141509006
Cytoplasm_AreaShape_MajorAxisLength	0.0034775197005153524	-0.00020161170473845494	-0.03271302688824789	0.03271302688824845
Cytoplasm_AreaShape_MaxFeretDiameter	0.0037709629995351657	-0.00019789505771310547	-0.03585855414807873	0.035858554148079355
Cytoplasm_AreaShape_MaximumRadius	0.0015081171796750281	-1.8362133828437222e-05	-0.041491008579999746	0.04149100858000046
Cytoplasm_AreaShape_MeanRadius	0.001627444919618748	-7.541975665057645e-06	-0.0438355363324438	0.04383553633244456
Cytoplasm_AreaShape_MedianRadius	0.0017866097400653924	4.978095983292639e-06	-0.046818871627451616	0.04681887162745243
Cytoplasm_AreaShape_MinFeretDiameter	0.0015600427648748694	-7.829032933192467e-05	-0.035728166689012325	0.03572816668901294
Cytoplasm_AreaShape_MinorAxisLength	0.000958535646976677	-4.226633579840557e-06	-0.03534283532024899	0.0353428353202496
Cytoplasm_AreaShape_Orientation	2.300380325026552e-05	1.0089749915777179e-05	-0.004546174423891519	0.004546174423891597
Cytoplasm_AreaShape_Perimeter	0.004559204279236284	-0.0004440573412432477	-0.017970686351391887	0.017970686351392196
Cytoplasm_AreaShape_Solidity	0.013289788489138199	0.00043596978964960604	-0.051900676377005364	0.05190067637700626
Cytoplasm_AreaShape_Zernike_0_0	0.008903448821723559	0.0003519515498985594	-0.02857392161951943	0.028573921619519924
Cytoplasm_AreaShape_Zernike_1_1	0.001830587300547637	0.00015554334644597178	-0.00942123210181775	0.009421232101817913
Cytoplasm_AreaShape_Zernike_2_0	0.0015505302180557345	0.00011697672007804243	-0.03070305047481571	0.030703050474816244
Cytoplasm_AreaShape_Zernike_2_2	0.0025650130452025133	0.00018443800699254712	-0.01361859639789845	0.013618596397898685
Cytoplasm_AreaShape_Zernike_3_1	0.0019483341166252055	0.0001569997090876657	-0.004034568212634686	0.004034568212634756
Cytoplasm_AreaShape_Zernike_3_3	0.001272012947649226	0.00012780747385216572	-0.011878816461110383	0.011878816461110588
Cytoplasm_AreaShape_Zernike_4_0	0.002981152042541013	0.0001909023424019947	0.0016804458161985988	-0.0016804458161986276
Cytoplasm_AreaShape_Zernike_4_2	0.0018344007240483906	0.00015480403548851507	-0.013552122988619637	0.01355212298861987
Cytoplasm_AreaShape_Zernike_4_4	0.0010471119164656706	0.00011767565455342906	-0.005844549344256825	0.005844549344256927
Cytoplasm_AreaShape_Zernike_5_1	0.007517826513068759	0.00031439395250680883	-0.018560782842394815	0.01856078284239513
Cytoplasm_AreaShape_Zernike_5_3	0.0009902049055396933	0.00011317718564284325	-0.010787168207962647	0.010787168207962832
Cytoplasm_AreaShape_Zernike_5_5	0.0009020951991243198	0.0001073295228008469	-0.0024061673552567544	0.0024061673552567956
Cytoplasm_AreaShape_Zernike_6_0	0.0029934543938889835	0.00019798321279500408	-0.01587301947690849	0.01587301947690876
Cytoplasm_AreaShape_Zernike_6_2	0.004712108845748908	0.00024592321741458416	-0.006580642334311854	0.006580642334311968
Cytoplasm_AreaShape_Zernike_6_4	0.00046899548541434743	7.83566083492712e-05	-0.0048787029160821255	0.00487870291608221
Cytoplasm_AreaShape_Zernike_6_6	0.0005033309981224976	8.060880858779694e-05	-0.001400922921300246	0.00140092292130027
Cytoplasm_AreaShape_Zernike_7_1	0.003772345673565214	0.0002230217323011644	-0.010792083727583949	0.010792083727584136
Cytoplasm_AreaShape_Zernike_7_3	0.00150910075838262	0.0001408406233162413	-0.01193704444033953	0.011937044440339734
Cytoplasm_AreaShape_Zernike_7_5	0.0005910125927530707	8.297056231724148e-05	0.0031538222727485275	-0.003153822272748582
Cytoplasm_AreaShape_Zernike_7_7	0.00046887623893343555	7.492473798744842e-05	0.001305000803557658	-0.0013050008035576804
Cytoplasm_AreaShape_Zernike_8_0	0.0014484207611351607	0.0001339398686438078	0.0003649437822556904	-0.0003649437822556967
Cytoplasm_AreaShape_Zernike_8_2	0.002470895251803995	0.0001788877406685636	-0.007678952153344628	0.007678952153344761
Cytoplasm_AreaShape_Zernike_8_4	0.0011163299489846956	0.00011726103775720665	-0.0002771720503765365	0.0002771720503765412
Cytoplasm_AreaShape_Zernike_8_6	0.00022348986684317396	4.844723979929295e-05	-0.009634924578902963	0.00963492457890313
Cytoplasm_AreaShape_Zernike_8_8	0.0003396874508981851	6.680670292026362e-05	-0.004435470397575931	0.004435470397576006
Cytoplasm_AreaShape_Zernike_9_1	0.0013687962880944982	0.00013370741233712056	-0.006025446466648536	0.006025446466648641
