feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Disulfiram_2.5µM
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.01013439751546541	0.00031358384214850304	0.0406129443021665	-0.040612944302166165
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	0.0012014379153146848	0.00011239499356101903	0.0049192311773015186	-0.004919231177301479
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	0.00020826877125268428	-1.9227659927583724e-05	0.017018198181557854	-0.017018198181557715
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.002887960681453916	0.00014767715175784682	0.022568930765409438	-0.022568930765409254
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.002116514528866853	0.00020242928536110588	-0.03088685892801294	0.03088685892801269
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.017447045072342737	0.00043636636946985476	0.05130694530708102	-0.051306945307080604
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.007121488347745508	0.00029852835942017055	0.028277907188962136	-0.028277907188961907
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.006429597228863937	0.00029017213278729445	0.03293483614208694	-0.03293483614208667
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.006368784518173243	0.0002502796936366734	0.029299819079660082	-0.029299819079659842
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0012747670493788998	0.00012613382697875642	-0.03358930105689109	0.03358930105689082
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.010705523273139117	0.00034078151330985243	0.03961997382684022	-0.03961997382683989
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.004427165734295024	0.00021684134744335347	0.02212870263334954	-0.02212870263334936
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.00459410220059564	0.0002273596423904672	0.030663081798472033	-0.03066308179847178
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	0.00027107248701863096	-2.214677029197704e-05	0.017650563866675045	-0.017650563866674903
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.0005683701947278852	-2.4172641764890713e-05	-0.02307974801687028	0.023079748016870093
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.016544790894865602	-0.0003355556015278676	-0.08604833876012713	0.08604833876012642
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.01626011481239842	-0.0003317273000220686	-0.08510999879374932	0.08510999879374863
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.003963557128767503	-0.00011174485733376295	-0.05219457568602266	0.052194575686022246
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.0030154756836526797	-0.00012338432094752144	-0.040966678373798825	0.04096667837379849
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.00451872548981147	0.00020089788849706443	0.030927556187196545	-0.03092755618719629
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.0032345679416447837	0.0001510893236728486	0.034139075588936335	-0.03413907558893606
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.012136637102130421	0.0003368302219640732	0.055616280401532825	-0.055616280401532374
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0018630901169063296	-1.7653020122502387e-05	0.045369768995099105	-0.04536976899509874
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0006695199766535431	8.899188338064246e-05	0.005726570336840313	-0.005726570336840266
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.0021353183515838703	0.00018786149241248058	0.008325660479960612	-0.008325660479960542
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.006021297388908664	0.0002235130115742118	0.03315657406112268	-0.03315657406112241
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.000630242853072005	0.00010965511098618913	0.0020613342098473155	-0.0020613342098472986
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.004941439257238667	0.00016584439387840361	0.040643853891427106	-0.04064385389142677
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.013594377553038606	0.00038664583412767136	0.0423340935337803	-0.042334093533779954
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.000985586967665486	-0.00013226598774180494	0.005088568028293486	-0.005088568028293446
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.00776877319580771	-0.0002857683856553188	-0.032674173604278114	0.032674173604277844
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.008386836866468461	-0.00033093804593260773	-0.027989371358900214	0.02798937135889998
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.00013788050238860983	-3.946608962355152e-05	-0.0048192051123671	0.00481920511236706
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.002546464499107004	-0.00020801539293168218	0.0011150195592005776	-0.0011150195592005685
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.001171795721523039	3.664795960297084e-05	-0.03691761893604785	0.03691761893604755
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.003048291602306352	0.0001394850581013323	0.029336585174995634	-0.02933658517499539
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.002478968367492951	0.0001031552517338219	0.032716333250902854	-0.032716333250902584
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.0034720315594024553	0.00017855576486389962	0.029982605471443054	-0.02998260547144281
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.00445184006440158	-0.0003274145706002896	0.0482288967743119	-0.04822889677431151
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0017345777216118963	2.1543057291242338e-05	-0.04415144060268726	0.0441514406026869
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.00926791693290896	0.0002693199426370621	0.04627230832404708	-0.0462723083240467
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.004658990365170701	0.00010503588183590309	0.05211719753271325	-0.052117197532712836
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.0008931958170574905	9.444121928342647e-05	0.015275842529768914	-0.015275842529768787
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.00766568359162767	0.0001871351294751744	0.04947359050044174	-0.04947359050044133
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0014415487646419756	3.7148085523266085e-05	-0.041045383489623395	0.04104538348962306
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.009559256107502634	0.0002829422002972171	0.04619805265354908	-0.0461980526535487
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0017954583620409803	0.0001044136477489765	0.018796206576238476	-0.01879620657623832
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.00042390526922209126	7.752709585133645e-05	0.006390592565006195	-0.006390592565006143
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.006580206718202142	0.0001822870242196686	0.046884175651840554	-0.046884175651840165
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.002062726355119948	0.00019688550151134235	-0.027491996419432486	0.02749199641943226
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.01995181030177673	0.00046647848310574897	0.05709850785401825	-0.05709850785401778
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.007125862748905143	0.0002989379492742439	0.030666534183271935	-0.030666534183271685
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.005553187498004153	0.0002781180724102734	0.02777667206145633	-0.0277766720614561
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.010343736237892753	0.00034803939193092036	0.032673474028162876	-0.03267347402816261
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0008887434688875651	8.98462978806551e-05	-0.029384559272078933	0.02938455927207869
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.008713208871293454	0.000248636657259445	0.05428021338180426	-0.054280213381803825
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.009309993196796151	0.0002622386738935561	0.04986451687209073	-0.04986451687209032
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.008450806917476017	0.00023454243820794857	0.05573352545412982	-0.055733525454129365
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.004063019513746324	0.00022549708250683002	0.022328679934910035	-0.02232867993490985
Cytoplasm_Granularity_10_CorrDNA	0.0008091151914920713	-0.00012167176078188472	0.003165361851109278	-0.003165361851109252
Cytoplasm_Granularity_10_CorrER	0.0010474523993823093	-4.484038170875775e-05	-0.02870833316879373	0.0287083331687935
Cytoplasm_Granularity_10_CorrGasdermin	0.00046652306668759635	-7.44441257576971e-05	-0.009085222608932535	0.00908522260893246
Cytoplasm_Granularity_10_CorrMito	0.0006396923228021434	-3.4814066687088634e-05	-0.02269041757049548	0.022690417570495298
Cytoplasm_Granularity_10_CorrPM	0.0005389651867293566	0.00010598036920389003	-0.019258228182463654	0.019258228182463498
Cytoplasm_Granularity_10_CorrRNA	6.911291199163117e-05	2.763376053450266e-05	-0.008408572494599746	0.008408572494599677
Cytoplasm_Granularity_11_CorrDNA	0.0002793384223177542	-7.110264477804125e-05	0.0010835749601034094	-0.0010835749601034008
Cytoplasm_Granularity_11_CorrER	0.0016097514423837334	-8.048421467987061e-05	-0.03128639930229948	0.03128639930229922
Cytoplasm_Granularity_11_CorrGasdermin	0.0013395047663301574	-0.00012375891583502963	-0.01665449228740928	0.016654492287409145
Cytoplasm_Granularity_11_CorrMito	0.0013120149607166454	-0.00015737160428731497	0.0015141353854107214	-0.001514135385410709
Cytoplasm_Granularity_11_CorrPM	0.0006890416253264586	5.0416584539504406e-05	-0.03138616596193592	0.031386165961935664
Cytoplasm_Granularity_11_CorrRNA	0.0006784127061343348	-5.941775110020755e-05	-0.019697214543643198	0.019697214543643034
Cytoplasm_Granularity_12_CorrDNA	0.000306333597450581	-6.022998255495184e-05	0.014961450959113241	-0.014961450959113122
Cytoplasm_Granularity_12_CorrER	0.0013328845516107357	-6.321409574277816e-05	-0.030858710842096126	0.030858710842095873
Cytoplasm_Granularity_12_CorrGasdermin	0.0012131388386723563	-0.00012555562121643944	-0.013418691577182111	0.013418691577182004
Cytoplasm_Granularity_12_CorrMito	0.002181779347888657	-0.00014548319616873817	-0.027001388884923462	0.02700138888492324
Cytoplasm_Granularity_12_CorrPM	0.00026409464944976424	5.5531226581677385e-05	-0.016021763705820223	0.01602176370582009
Cytoplasm_Granularity_12_CorrRNA	0.0015405266065591228	-6.923597841035032e-05	-0.03333199599999086	0.03333199599999058
Cytoplasm_Granularity_13_CorrDNA	0.0010808758370722815	-9.43059996095979e-05	0.02982593181286656	-0.029825931812866316
Cytoplasm_Granularity_13_CorrER	0.002012973938204543	-0.00012937792993656072	-0.027212919745219326	0.027212919745219104
Cytoplasm_Granularity_13_CorrGasdermin	0.0013765858025299726	-8.363333896588154e-05	-0.028242558124553077	0.028242558124552848
Cytoplasm_Granularity_13_CorrMito	0.0013512307656813327	-0.00010326393570892536	-0.023379802699574626	0.023379802699574435
Cytoplasm_Granularity_13_CorrPM	0.0006663537597342284	7.95130843506975e-05	-0.029972674478405757	0.02997267447840551
Cytoplasm_Granularity_13_CorrRNA	0.0025923565952731265	-0.0001341848020380268	-0.03591194873738924	0.03591194873738895
Cytoplasm_Granularity_14_CorrDNA	0.0019371705490744962	-6.360637221024198e-05	0.04304042979283994	-0.043040429792839584
Cytoplasm_Granularity_14_CorrER	0.002227808067492787	-0.00019860333476954894	-0.0035822817094294957	0.003582281709429467
Cytoplasm_Granularity_14_CorrGasdermin	0.0031981433870165166	-7.667864858505516e-05	-0.05142214458219786	0.05142214458219744
Cytoplasm_Granularity_14_CorrMito	0.0030834406027950845	-7.37920061633727e-05	-0.04985710910048324	0.04985710910048284
Cytoplasm_Granularity_14_CorrPM	0.0020538083499016535	8.708932805506318e-05	-0.05264485216722009	0.05264485216721966
Cytoplasm_Granularity_14_CorrRNA	0.004241463887759145	-0.00011327688416477733	-0.05524055007105909	0.05524055007105864
Cytoplasm_Granularity_15_CorrDNA	0.0006392604493610232	-2.0550087072570184e-05	0.0247674211545979	-0.024767421154597697
Cytoplasm_Granularity_15_CorrER	0.005217052858858873	-0.00011637581437741248	-0.06443004262711269	0.06443004262711216
