feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Thapsi_10µM
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.03151831271827321	0.0005841127599844328	-0.07321971120959993	0.07321971120959934
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.2309920383558397	0.0017118926954014023	0.11863443094070988	-0.11863443094070893
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.015628767908267727	0.00032346201844567587	0.03404825965459716	-0.034048259654596874
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	1.8667555528595337e-05	-8.765917298649428e-06	-0.001520935962889137	0.0015209359628891247
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.0002764211663269789	-4.993346332093077e-05	0.013915614910905552	-0.013915614910905438
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.00019876686267694677	4.376788389721757e-05	0.007710670683733526	-0.007710670683733463
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.004089227644248572	0.0001605230534846597	0.002482130721948108	-0.0024821307219480876
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.06550818564669592	-0.0006799219547211411	-0.13140203337457154	0.13140203337457046
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.0002972688311143612	-3.062904141104155e-05	-0.008618137902399865	0.008618137902399795
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.0006891100414589957	-8.370049209413934e-05	0.004954792448586706	-0.0049547924485866665
Cytoplasm_Correlation_Manders_CorrER_CorrPM	1.9862989507402062e-05	7.189065655765029e-06	0.003817957814912787	-0.0038179578149127556
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.0007030150936850887	7.2039853431403846e-06	-0.03472965912021238	0.03472965912021209
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.0480107579647614	-0.0005706368968323833	-0.11238806684298455	0.11238806684298362
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.04088488708028637	0.0005326968872751782	0.06295394587522404	-0.06295394587522354
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.0008511710837183495	-3.137495425660269e-05	-0.02051996825209243	0.02051996825209226
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	6.6834837458285e-05	2.084306653260673e-05	0.006197213790105299	-0.006197213790105249
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.030004992434896294	0.00042802336012113124	0.02965162483466225	-0.02965162483466201
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.04754802147259052	-0.0005647877934627162	-0.11458372811634682	0.11458372811634589
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.040677252767659544	0.0005306229369877352	0.06297395240971276	-0.06297395240971225
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	0.0005645811047277904	4.726436231459554e-05	-0.020688692895365027	0.02068869289536486
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	8.84057889284362e-05	2.6431462999886143e-05	0.005253661225748021	-0.005253661225747978
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.031087155891596274	0.0004342914889911088	0.03077810793524658	-0.03077810793524633
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.04753756378923213	-0.0005779402273372584	-0.11503226511891809	0.11503226511891715
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.03763475992002974	0.000513105591611161	0.06753947353075199	-0.06753947353075143
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.00016693827681513174	-3.0331604968546454e-05	-0.004989179077723784	0.004989179077723743
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.00045043541347045135	-7.124207701648268e-05	0.004063988699910057	-0.004063988699910024
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.027396656618359327	0.00044366633649217717	0.02777932756393721	-0.027779327563936983
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.06017101135764047	-0.0006632010429610496	-0.12010482761643343	0.12010482761643244
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.010889050088767616	0.0002483635422839041	0.046308904827439865	-0.04630890482743949
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.00035894340323916474	-5.0927630137177974e-05	-0.0012966862324886347	0.001296686232488624
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.0009417898892629673	-0.00010207158858354423	0.013113467410470078	-0.013113467410469972
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	4.137929726211187e-05	8.684384389510951e-06	0.005379090653233858	-0.005379090653233814
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.0013956370347230074	7.227999246749685e-05	-0.04997964183280641	0.04997964183280601
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.026668593079863467	-0.0004415459180628295	-0.07346481824115787	0.07346481824115728
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.02712026284236213	-0.00044201563192310616	-0.0749937816249768	0.07499378162497619
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.02701692458084437	-0.00043272398701226026	-0.0782745804564045	0.07827458045640386
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.0020343707282916013	-2.8069311675321838e-05	-0.04964491723761105	0.04964491723761064
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.028801517479820404	0.0005215835346770297	0.041238839496612396	-0.04123883949661206
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.020861719762695685	0.0004106594838561647	0.046582668391923446	-0.04658266839192307
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.008334468609863421	0.0002875097786670635	0.0082758981875817	-0.008275898187581633
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.004622508251268975	0.00022561583499535034	0.0033715920406596853	-0.0033715920406596576
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0009634472303046149	8.916672070128483e-05	-0.029524297222452187	0.029524297222451947
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.0033455219574036743	-0.00016807784796198208	-0.019516363545105952	0.019516363545105792
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.022315119239800674	0.0004153148846322165	0.04763895115389839	-0.047638951153898004
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.004012345601717926	-0.00021126881646144866	-0.008201869278984678	0.008201869278984612
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.018726102317496496	0.000311577183298506	0.05794951214207149	-0.05794951214207101
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.011541666621454949	0.00033294265818211674	0.00945416018806879	-0.009454160188068713
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.01282328745267236	0.00033589759758615123	0.019453991387331254	-0.019453991387331098
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.002071582065838573	0.00011446566006479514	0.017075853603185184	-0.017075853603185046
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.0008760705988135609	7.018014475424178e-05	0.015482399059029123	-0.015482399059028998
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	8.428615765032621e-05	2.6867520416459444e-05	-0.01020876008533049	0.010208760085330407
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.02038049798951802	0.0004299036875168303	0.026858553837659976	-0.026858553837659754
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.049728762469556154	-0.0005741721459022397	-0.10924770929405161	0.10924770929405073
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.03249808074167437	0.00048240874148768774	0.035180275715487166	-0.03518027571548688
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.030303380081873832	0.00045353091181679715	0.0480019652438191	-0.04800196524381871
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.013120704135536454	0.0004156113743792172	-0.003286930817943381	0.0032869308179433545
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.05780014566163938	0.0017583075137614047	0.05072726728441247	-0.05072726728441206
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.03949737927300778	-0.0005115086207453238	-0.09202800968196134	0.09202800968196059
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.09095991607929566	0.0008455038353797592	0.07997229883207603	-0.07997229883207538
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.0066555322539686435	0.00019051416244417953	-0.09139990944602894	0.09139990944602819
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.00762358443106792	0.0004118419641291247	-0.04630545704191398	0.046305457041913606
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.14130676299395695	0.0013673999761092295	0.08920312746524212	-0.0892031274652414
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.039210997122085756	-0.000505291079989184	-0.09488437206587555	0.09488437206587477
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.08772485385532469	0.0008240881538107513	0.08470233073245699	-0.0847023307324563
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0028608513569099436	0.00011916219404443808	-0.0460191353549088	0.046019135354908425
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.0072908471292687516	0.00040770003420745397	-0.03717066628559537	0.037170666285595066
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.13399191509587316	0.0013312922284054042	0.09434479684669134	-0.09434479684669057
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.040906961087547544	-0.0005163069192902308	-0.1011331253035056	0.10113312530350477
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.051265784143630255	0.0006663695063995503	0.054632835414908265	-0.05463283541490782
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.003368783460930058	0.0002270733363789847	-0.03752489917428769	0.037524899174287384
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0026364565894428926	0.00021584881264026355	-0.028385298669302166	0.028385298669301937
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.005195860036024569	0.00024024348244279913	-0.020133254363324915	0.020133254363324752
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.03898769341473063	-0.0005107724206689488	-0.0911201286020778	0.09112012860207705
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.05244596388674372	0.000734222747642917	0.06423695304810408	-0.06423695304810356
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.06052539810964863	0.000825773031896276	0.06063494259967672	-0.06063494259967622
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.059676916061210616	0.0008613243319490641	0.07904321411120782	-0.07904321411120717
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.006220008643613828	-0.000163731249636763	-0.05145697451349378	0.051456974513493355
Cytoplasm_Granularity_10_CorrDNA	0.003284066855841705	-0.00015284450944901348	-0.024597796395614747	0.024597796395614546
Cytoplasm_Granularity_10_CorrER	0.0579709480794911	-0.0007702623547007372	-0.08133690050825929	0.08133690050825863
Cytoplasm_Granularity_10_CorrGasdermin	0.05222533013304487	-0.0007720596962701736	-0.08536401622831127	0.08536401622831058
Cytoplasm_Granularity_10_CorrMito	0.04829511694757904	-0.0007274392155162857	-0.08504194377647999	0.08504194377647929
Cytoplasm_Granularity_10_CorrPM	0.07479241195735897	-0.001129182960691322	-0.09875486695597976	0.09875486695597897
Cytoplasm_Granularity_10_CorrRNA	0.05574711613948524	-0.0008451378244055646	-0.05885034589005418	0.0588503458900537
Cytoplasm_Granularity_11_CorrDNA	0.004487643387772633	-0.00023946127174553363	0.013799590944866828	-0.013799590944866717
Cytoplasm_Granularity_11_CorrER	0.05510009954403283	-0.0007891232408273203	-0.05700363561193077	0.057003635611930295
Cytoplasm_Granularity_11_CorrGasdermin	0.04694531250480127	-0.0007374423109285981	-0.07095384170179216	0.07095384170179157
Cytoplasm_Granularity_11_CorrMito	0.05352859925682796	-0.0007849970583818782	-0.07789929504586875	0.07789929504586812
Cytoplasm_Granularity_11_CorrPM	0.07976780430401731	-0.0011322851076844265	-0.10753003160458219	0.1075300316045813
Cytoplasm_Granularity_11_CorrRNA	0.07333344954116561	-0.0009599084392420364	-0.08980542070918596	0.08980542070918524
Cytoplasm_Granularity_12_CorrDNA	0.007350497276127688	-0.00030510119387875507	0.0157658450515997	-0.01576584505159957
Cytoplasm_Granularity_12_CorrER	0.054832505402422904	-0.0008117977388201628	-0.04121001980770137	0.04121001980770104
Cytoplasm_Granularity_12_CorrGasdermin	0.04411241368770835	-0.0007070298448465131	-0.0704431593912348	0.07044315939123422
Cytoplasm_Granularity_12_CorrMito	0.046266599236471695	-0.0007402281876471537	-0.06682007336309051	0.06682007336308997
Cytoplasm_Granularity_12_CorrPM	0.07243413273005006	-0.001049239178811788	-0.09923167460232266	0.09923167460232184
Cytoplasm_Granularity_12_CorrRNA	0.052556296734016406	-0.0008058860045633041	-0.05294378581256834	0.0529437858125679
Cytoplasm_Granularity_13_CorrDNA	0.004200310099600535	-0.0002298737910230372	0.03032138476473318	-0.030321384764732937
Cytoplasm_Granularity_13_CorrER	0.03344033770381827	-0.0005840369450324119	-0.0634910720270253	0.06349107202702477
Cytoplasm_Granularity_13_CorrGasdermin	0.036328600888043905	-0.0006133916207311364	-0.07656922309039388	0.07656922309039327
Cytoplasm_Granularity_13_CorrMito	0.035351710374359024	-0.0005673057591200512	-0.09778317731147385	0.09778317731147304
Cytoplasm_Granularity_13_CorrPM	0.07566093539488272	-0.0011313007988221155	-0.10026155008244925	0.10026155008244843
Cytoplasm_Granularity_13_CorrRNA	0.04281777283112498	-0.0006970305910295007	-0.06616907950191224	0.0661690795019117
Cytoplasm_Granularity_14_CorrDNA	0.002179204896470277	-0.00016282990370264394	0.016760251904578333	-0.016760251904578197
Cytoplasm_Granularity_14_CorrER	0.02881564621396393	-0.000546598870291674	-0.05760875794659974	0.05760875794659927
Cytoplasm_Granularity_14_CorrGasdermin	0.0341185167515663	-0.000522342758576796	-0.10030657814904698	0.10030657814904616
Cytoplasm_Granularity_14_CorrMito	0.028279260580461596	-0.00043689728047052035	-0.10199779163085262	0.1019977916308518
Cytoplasm_Granularity_14_CorrPM	0.0761021983177298	-0.0010137828247643553	-0.10327415105720791	0.10327415105720708
Cytoplasm_Granularity_14_CorrRNA	0.04159398821655802	-0.0006605918521288026	-0.07502546091414636	0.07502546091414575
Cytoplasm_Granularity_15_CorrDNA	0.0031952058503381675	-0.00017477938381019084	-0.006883787442954474	0.006883787442954418
Cytoplasm_Granularity_15_CorrER	0.02320056591282116	-0.00044792254493899336	-0.06553039456618868	0.06553039456618816
Cytoplasm_Granularity_15_CorrGasdermin	0.032475019448307996	-0.0004963505179632494	-0.10804473422753805	0.10804473422753716
