feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	LPS_10µg_per_ml
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.0001500155672765624	3.9794305345359923e-05	0.0037859095109683714	-0.003785909510968333
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.012674220710865991	-0.0005477969662771649	0.014781697428311744	-0.014781697428311594
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.0007545716603654107	0.00019229853630811216	-0.02142616258356698	0.021426162583566763
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.002951767583146747	0.00022534932332287058	0.009237420529142368	-0.009237420529142275
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.000707290958758211	3.486025179485042e-05	0.02472502471791293	-0.024725024717912675
Cytoplasm_Correlation_K_CorrMito_CorrER	0.0003873662780925491	7.482249786044164e-05	0.00020403088547399627	-0.0002040308854739942
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.001829659209781953	0.0001311147287738528	-0.0022660796158616085	0.0022660796158615855
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.002140253239199974	0.00032896191698316953	-0.023017660078168536	0.0230176600781683
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.0021621640808207054	0.0001684446107508185	0.0036972722725698874	-0.0036972722725698496
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.001153773631447641	-0.00015890786901161943	0.027442588877998345	-0.027442588877998064
Cytoplasm_Correlation_K_CorrPM_CorrER	0.00011571123081399737	-1.438454914391493e-05	0.00824993825022264	-0.008249938250222556
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.00030010555012283113	-3.64565445858647e-05	0.01276163444172727	-0.01276163444172714
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.00047549008625336064	-9.279794505328907e-05	0.016373918382636018	-0.01637391838263585
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.0015613661328744977	9.579738302419802e-05	0.017103844710832445	-0.01710384471083227
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.0018518387319402807	-0.00024516075818583146	0.009864952719137617	-0.009864952719137517
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.009243000845451821	-0.0005278177949215567	0.019832444030153464	-0.019832444030153263
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.0006215681324219791	-6.765055953110717e-05	-0.0012138806269854983	0.001213880626985486
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.001351495148030013	-0.0001595412102232805	-0.0032223192493743696	0.0032223192493743367
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.010660690177399013	-0.0003856596118860284	-0.06892669097832754	0.06892669097832684
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	0.0006899282669282636	6.950725483147967e-05	0.01779758156522765	-0.01779758156522747
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	0.0011014600950651765	0.0001460357798829999	-0.0007088662372681342	0.0007088662372681271
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	0.0014135834531352476	0.00017701532546103254	0.007381705153447066	-0.007381705153446992
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.0001339333483639793	7.617423751829476e-07	0.014169364995893337	-0.014169364995893193
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.00014490252763854627	3.5833702160380675e-05	0.005539588063594652	-0.0055395880635945955
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.005625094822799048	6.770085979024613e-05	-0.0804673440150181	0.08046734401501729
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.0016524710810463805	0.00018841603946401868	-0.00424020048910045	0.004240200489100406
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.0020476598454024497	0.00022895400903573463	0.0012655804060739964	-0.0012655804060739836
Cytoplasm_Correlation_Manders_CorrER_CorrPM	0.000263809903184975	-3.4860898911328296e-05	0.019457452001503662	-0.019457452001503464
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.00014677995450940173	8.146068766535774e-05	-0.00729679858871341	0.007296798588713336
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.005800393920886937	7.495412368512391e-05	-0.08166044754497498	0.08166044754497415
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	0.002431075324113352	0.0002078420125906413	0.016406543601562892	-0.016406543601562726
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.0017292344229343781	0.0002001898270819877	-0.00628622455977413	0.006286224559774066
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	0.00022302260633833004	-4.5750110216135136e-05	0.019613958661075556	-0.019613958661075355
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.0006539955337616643	0.00010208291762996923	0.00607111319962338	-0.006071113199623318
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.005793686800881326	6.329086548636184e-05	-0.08176966317664328	0.08176966317664244
Cytoplasm_Correlation_Manders_CorrMito_CorrER	0.002170440338975288	0.00018940898071138622	0.01771719813372746	-0.01771719813372728
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	0.00027226053668438777	6.506040024823064e-05	-0.00664149480509193	0.006641494805091863
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	0.00023994854155418022	-4.491412764379189e-05	0.018999606380551738	-0.018999606380551547
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.000547066930911444	8.774244988903321e-05	0.007715161493693194	-0.007715161493693116
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.005367018920426347	0.00017161987684169495	-0.07937012622631996	0.07937012622631916
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.006426961386143071	0.00036363040686627346	0.024047153225105776	-0.024047153225105533
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.004489654951958744	0.00033048753979038537	0.00718405088940117	-0.007184050889401096
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.0052812573875213875	0.00038105008947193644	0.011064267995514892	-0.01106426799551478
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.003720211086516212	0.00028088027107200686	0.0070619751692817	-0.0070619751692816285
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.005139584524578411	9.249490224767383e-05	-0.07741692545076649	0.0774169254507657
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0031567933592203667	0.000241252045927837	0.02324458815683436	-0.023244588156834122
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.0022552517670537675	0.00021531984246203812	0.004632329315220863	-0.004632329315220815
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.0029765759592189633	0.00026449908180092044	0.011963996338255792	-0.011963996338255671
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	0.00021114648283904192	-2.5176707161178875e-05	0.0156309394502733	-0.01563093945027314
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.0016813832217166258	-0.00023029557381831412	-0.0020746622712681413	0.0020746622712681205
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.008722212571611987	-0.00043685248554400355	-0.037158297388568434	0.03715829738856806
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.010376157923365326	-0.00048092386914202014	-0.038602472552312854	0.03860247255231246
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.005791709972473136	-0.0004179260247995367	-0.0043979256944417355	0.004397925694441691
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.004033132757180313	-0.00033685237308788286	-0.010990118513519857	0.010990118513519746
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	0.0016302396295405641	0.0001374173640639162	0.022113472534690086	-0.02211347253468986
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	0.0014274336396955523	9.472889781336519e-05	0.028367902951530834	-0.02836790295153055
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.003817968475062883	0.00016369599285017035	0.04686334814512086	-0.04686334814512039
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.002255297656716282	1.1103260450078556e-05	0.05177387945618542	-0.05177387945618489
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0002298631509630722	9.423189157207692e-06	-0.012234957407163568	0.012234957407163443
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.0005395027092846005	5.4064063028786776e-05	0.019866262962203216	-0.01986626296220301
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.0015975902519066443	0.00014530300100025682	0.01616678268136077	-0.016166782681360608
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.0005486536259589059	8.102151817958401e-05	0.01707695792256607	-0.017076957922565895
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0013161846515533648	8.427728763815053e-05	0.024342108001137	-0.024342108001136755
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.0026771260847394673	0.00019552680919336104	0.025500226140676464	-0.025500226140676204
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.001067792215198149	-0.00014735101539121312	0.024747098882539745	-0.02474709888253949
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.000745114126859403	-0.00014139071162541772	0.001455502337939354	-0.0014555023379393393
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.0021423546171254193	-0.0002608234359577698	0.010728838742058978	-0.010728838742058868
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.001258412448911006	-0.00013232243229531937	0.034000645492820496	-0.034000645492820156
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.0024093547462959997	-0.00024326458099826117	0.03189059600686133	-0.03189059600686101
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.004347928075381424	3.6675580816995916e-05	-0.06831224556389312	0.06831224556389243
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.0017838217937792278	5.8527531785942644e-05	0.03288950815308798	-0.032889508153087645
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.0022208308499939156	2.7838581070710032e-05	0.04143332116668445	-0.04143332116668403
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.00434772124590177	-0.00018456323795012673	0.06819318518226879	-0.0681931851822681
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.004238160976330785	-0.00040159180708918517	0.03896074862917449	-0.03896074862917409
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.005124732967925927	3.450161278236893e-05	-0.0738886449310983	0.07388864493109755
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.002743615616054851	0.00012144584108657323	0.03733994010555864	-0.03733994010555826
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.00024385020310091488	-4.8718175734395375e-05	0.01298546873972797	-0.012985468739727836
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.003976132009529176	-0.00019058931439245138	0.06698479682759143	-0.06698479682759075
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0027540954962518294	6.598540360535663e-05	0.03922181962147222	-0.039221819621471816
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.004926998842290642	4.053113519239591e-06	-0.07162364228982812	0.0716236422898274
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.0025357285007239216	0.00010164387809741148	0.038458100473080424	-0.03845810047308003
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	6.845470779337504e-06	-1.0986718339401935e-05	0.0005763794838999153	-0.0005763794838999094
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.0034622604635293763	-0.0001982037897489415	0.0617870022173221	-0.06178700221732147
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.0021161035089357627	3.9350618184699984e-05	0.03743903173830589	-0.03743903173830551
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.003401225917903261	0.00014500990011276363	-0.06018558305789423	0.06018558305789363
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.006415456690634924	0.00021490048707692108	0.0582689617226982	-0.05826896172269762
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.004038802563887778	0.00016598526516607768	0.04793988945514176	-0.04793988945514127
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.004089425385502943	0.0001880842609054471	0.04964343167333328	-0.04964343167333277
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.004818976942958297	0.0001417508621965837	0.05419404940223338	-0.054194049402232825
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.003531055132357519	5.288793961618668e-05	-0.061800245123396144	0.06180024512339552
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.0021018371399832425	0.00011208755733983834	0.035444203129837946	-0.035444203129837586
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.0038153325538134997	0.00016985615626963517	0.03761177197538807	-0.03761177197538769
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.004018327531376764	0.00016194825274118066	0.04435616743735782	-0.04435616743735737
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.004782671955710138	-0.00015036483811479677	0.07344779839182952	-0.07344779839182877
Cytoplasm_Granularity_10_CorrDNA	0.0009974605017560867	-0.0001751223325805217	0.004801993504424311	-0.004801993504424262
Cytoplasm_Granularity_10_CorrER	0.0036483183540112485	-0.0002460418911823192	-0.03435824978269085	0.034358249782690496
Cytoplasm_Granularity_10_CorrGasdermin	0.002728270123269705	-0.00020893099094583878	-0.03225414711455135	0.03225414711455102
Cytoplasm_Granularity_10_CorrMito	0.0035266076014458525	-0.00022038725165518506	-0.039634035655493616	0.03963403565549321
Cytoplasm_Granularity_10_CorrPM	0.0008360943876812854	-0.00013261491207111365	-0.01690975493284253	0.016909754932842358
Cytoplasm_Granularity_10_CorrRNA	0.0016660580909039213	-0.00014920273890564614	-0.028420357565269554	0.028420357565269266
Cytoplasm_Granularity_11_CorrDNA	4.873468689625682e-05	-2.4040959254757102e-05	-0.004473606891941605	0.00447360689194156
Cytoplasm_Granularity_11_CorrER	0.0029284353025186283	-0.00026475969087654433	-0.01844643565952464	0.018446435659524453
Cytoplasm_Granularity_11_CorrGasdermin	0.0020712345911153562	-0.0001888599300771659	-0.025710507088545054	0.025710507088544794
Cytoplasm_Granularity_11_CorrMito	0.0027392060034433507	-0.00028171547469167045	-0.008153136923957112	0.008153136923957029
Cytoplasm_Granularity_11_CorrPM	0.0012589066141097671	-8.508913746853032e-05	-0.03413349959902345	0.0341334995990231
Cytoplasm_Granularity_11_CorrRNA	0.003715980664223073	-0.0002762577180565051	-0.031365819869324844	0.031365819869324525
Cytoplasm_Granularity_12_CorrDNA	0.0003562316092223794	-9.95865465927237e-05	0.0001873586488362492	-0.0001873586488362473
Cytoplasm_Granularity_12_CorrER	0.001297897698637862	-0.00017833877188903912	-0.011691079125267265	0.011691079125267146
Cytoplasm_Granularity_12_CorrGasdermin	0.0016572000526542396	-0.0001901097317134504	-0.0171974380396346	0.017197438039634423
Cytoplasm_Granularity_12_CorrMito	0.0031070946894534712	-0.00026138075522589855	-0.024249113285824637	0.02424911328582439
Cytoplasm_Granularity_12_CorrPM	0.0009853804076994654	-0.00015611713202332787	-0.011598561902987727	0.011598561902987609
Cytoplasm_Granularity_12_CorrRNA	0.0014099390279670443	-0.00016485699217321865	-0.01892667788011303	0.01892667788011284
Cytoplasm_Granularity_13_CorrDNA	0.00032246936230273526	-7.615258377895539e-05	0.013688537266170503	-0.013688537266170362
Cytoplasm_Granularity_13_CorrER	0.0025469228402461574	-0.00021718560167930764	-0.026547539934402987	0.02654753993440272
Cytoplasm_Granularity_13_CorrGasdermin	0.0021444855268836216	-0.00020458157269522833	-0.023750992925294458	0.02375099292529422
Cytoplasm_Granularity_13_CorrMito	0.002873090977612014	-0.0001989732669725222	-0.036549729429398804	0.03654972942939843
Cytoplasm_Granularity_13_CorrPM	0.0008009180096518742	-0.00017410655252985926	0.0011408410120784236	-0.0011408410120784121
Cytoplasm_Granularity_13_CorrRNA	0.003068448688227976	-0.00028362769820107676	-0.0175191622465108	0.017519162246510622
Cytoplasm_Granularity_14_CorrDNA	0.001318649340347866	-7.282233272981642e-05	0.03425158132243092	-0.03425158132243057
Cytoplasm_Granularity_14_CorrER	0.0031484092607182435	-0.0003165703197457102	0.001308501817389391	-0.0013085018173893779
Cytoplasm_Granularity_14_CorrGasdermin	0.000998807899059151	-9.681031822655913e-05	-0.02341688997035355	0.02341688997035331
Cytoplasm_Granularity_14_CorrMito	0.0016155595739172357	-0.00014702969201382265	-0.02481694744905133	0.02481694744905108
Cytoplasm_Granularity_14_CorrPM	0.0016993311172460723	5.194320493875791e-05	-0.04756938672009518	0.0475693867200947
Cytoplasm_Granularity_14_CorrRNA	0.0021319585960547505	-0.00017311675881020414	-0.02974631430627197	0.029746314306271664
