feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Flagellin_0.1µg_per_ml
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_2of4	0.00010105317880049203	-6.792261351169923e-05	0.002863234459081843	-0.002863234459081858
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_3of4	3.573800275014083e-05	-4.093560090973642e-05	0.0010469361865861424	-0.0010469361865861478
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_4of4	6.430589846695423e-05	5.462191512154925e-05	-0.0020196177409545313	0.0020196177409545417
Cytoplasm_RadialDistribution_FracAtD_CorrER_1of4	0.001941474226601847	-0.0002967097658083066	-0.0007077615027442693	0.000707761502744273
Cytoplasm_RadialDistribution_FracAtD_CorrER_2of4	0.00214667800371382	-0.0003104203883194494	-0.001930188830412632	0.0019301888304126423
Cytoplasm_RadialDistribution_FracAtD_CorrER_3of4	0.0019027662839651294	-0.00029206822182943013	-0.0018535219269622334	0.0018535219269622432
Cytoplasm_RadialDistribution_FracAtD_CorrER_4of4	0.002142691400236152	0.0003101593813043573	0.00183601607773226	-0.0018360160777322698
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_1of4	0.001706242128594826	-0.00028231633919511276	0.0010207510349472238	-0.0010207510349472292
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_2of4	0.0017852303918113321	-0.00028738960570879826	0.0005362733084260591	-0.0005362733084260619
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_3of4	0.0013744137633040499	-0.00025021159221172494	-0.0004574003251078427	0.0004574003251078451
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_4of4	0.0016508711381696406	0.0002753918720024582	-1.1603966242782018e-05	1.1603966242782079e-05
Cytoplasm_RadialDistribution_FracAtD_CorrMito_1of4	0.0018479023048670884	-0.00029241463383049136	-0.00010187023663629915	0.00010187023663629969
Cytoplasm_RadialDistribution_FracAtD_CorrMito_2of4	0.0019329109629521168	-0.0002978458732391103	-0.0006803666894584846	0.0006803666894584882
Cytoplasm_RadialDistribution_FracAtD_CorrMito_3of4	0.0014886781647085456	-0.0002591005835213608	-0.0016031680703080461	0.0016031680703080546
Cytoplasm_RadialDistribution_FracAtD_CorrMito_4of4	0.0017904810337479038	0.00028544391018882413	0.001199215871610243	-0.0011992158716102493
Cytoplasm_RadialDistribution_FracAtD_CorrPM_1of4	0.0020455460301700423	-0.0003068517499527524	0.00032210878267437197	-0.00032210878267437365
Cytoplasm_RadialDistribution_FracAtD_CorrPM_2of4	0.001981670063398777	-0.0003008911063177538	-0.0008889731990994641	0.0008889731990994688
Cytoplasm_RadialDistribution_FracAtD_CorrPM_3of4	0.0013728679846781722	-0.00024380194670216304	-0.00464382814827322	0.004643828148273244
Cytoplasm_RadialDistribution_FracAtD_CorrPM_4of4	0.0017294024443191836	0.00027769140892894116	0.0030884368956437536	-0.00308843689564377
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_1of4	0.002184995118329258	-0.00031451711805106447	-0.0014036517850318335	0.0014036517850318409
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_2of4	0.0023111518345880766	-0.0003218310390621398	-0.0026295408905493375	0.002629540890549351
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_3of4	0.0018748750799715275	-0.0002881028128835272	-0.0032523754982458656	0.003252375498245883
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_4of4	0.002194499843977682	0.00031275673207635963	0.00297718710079972	-0.002977187100799736
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_1of4	2.34669051389913e-05	-1.6894056933989446e-05	0.004527035394118801	-0.004527035394118826
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_2of4	2.4952191207128216e-05	-2.282100782719562e-05	0.004241966992753505	-0.004241966992753528
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_3of4	4.125663242593447e-06	9.353319608458993e-06	0.0012640906955263143	-0.0012640906955263208
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_4of4	1.4864807474812558e-05	2.477968439944319e-05	0.0006317955626018294	-0.0006317955626018326
Cytoplasm_RadialDistribution_MeanFrac_CorrER_1of4	0.0029407581470073385	-0.0003520001951856179	-0.0074764395483686175	0.0074764395483686566
Cytoplasm_RadialDistribution_MeanFrac_CorrER_2of4	0.0034483421706941186	-0.00037876684500008634	-0.008019760691824064	0.008019760691824107
Cytoplasm_RadialDistribution_MeanFrac_CorrER_3of4	0.003545021761192535	-0.0003971281834550665	-0.003759023528724317	0.003759023528724337
Cytoplasm_RadialDistribution_MeanFrac_CorrER_4of4	0.004335824215640605	0.0004281211747320244	0.00852262685444575	-0.008522626854445796
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_1of4	0.0025669618871492217	-0.00033895413369314833	-0.005004004703457937	0.005004004703457963
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_2of4	0.0028493245791059163	-0.00035690889280085567	-0.004026884423407599	0.004026884423407619
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_3of4	0.002681958446052568	-0.00034856836214993407	-0.0019444119935042741	0.001944411993504284
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_4of4	0.0035517470245114424	0.0003944333421070002	0.0056559279193062455	-0.005655927919306275
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_1of4	0.0028967364717538135	-0.0003576605722694509	-0.006909553525781828	0.006909553525781866
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_2of4	0.003222924163583829	-0.00037767371908006814	-0.006416163235136895	0.006416163235136928
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_3of4	0.0030481634384195155	-0.0003709071193616866	-0.0041787327071074855	0.004178732707107508
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_4of4	0.004012577198194367	0.00041719399587117654	0.007869170053107161	-0.007869170053107201
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_1of4	0.00443320646021661	-0.00043765289280626356	-0.009237797310647606	0.009237797310647654
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_2of4	0.00503789230444085	-0.00046281107304630705	-0.010562908229872915	0.01056290822987297
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_3of4	0.005252254393762534	-0.0004669353045199702	-0.015596111614208145	0.015596111614208229
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_4of4	0.006305277523113939	0.0005120287900640457	0.015501792325792019	-0.0155017923257921
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_1of4	0.0035806726084280927	-0.0003888855467893415	-0.008684822685581866	0.00868482268558191
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_2of4	0.004028634865636982	-0.00041043833763966607	-0.009536566461483613	0.009536566461483664
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_3of4	0.0038671422247487097	-0.00041018304764073554	-0.006843917364903763	0.006843917364903799
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_4of4	0.004908197984421214	0.0004527090802954794	0.010855951526519029	-0.010855951526519084
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_1of4	0.0006886102918730597	-0.00014407027788331458	-0.010674407398276917	0.010674407398276973
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_2of4	0.0013499558991602045	-0.00019170073133535406	-0.016977909911630024	0.016977909911630115
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_3of4	0.00265286918915697	-0.00026833771539885566	-0.02350294631569272	0.02350294631569284
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_4of4	0.0036362479211059506	-0.0003467619907516655	-0.021167574849745584	0.021167574849745695
Cytoplasm_RadialDistribution_RadialCV_CorrER_1of4	0.00018597020359589767	7.47600846678257e-05	-0.009759926173375882	0.009759926173375932
Cytoplasm_RadialDistribution_RadialCV_CorrER_2of4	9.812895072935923e-05	5.881814073298611e-05	-0.006397893055407741	0.006397893055407775
Cytoplasm_RadialDistribution_RadialCV_CorrER_3of4	7.968727114326946e-05	1.1721591670727871e-05	-0.009079523129658805	0.009079523129658852
Cytoplasm_RadialDistribution_RadialCV_CorrER_4of4	0.0002941277638128792	4.109598472054021e-05	-0.01682694749141083	0.016826947491410917
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_1of4	0.00025701145115764046	-3.0712111836191126e-05	0.016051108849803316	-0.0160511088498034
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_2of4	7.930513348297641e-05	-4.6237492627011386e-05	0.006983723305059022	-0.006983723305059059
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_3of4	0.00016646199356729063	-8.531472253308348e-05	0.005456693471377554	-0.005456693471377582
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_4of4	0.00012777503730099227	-4.193348761765221e-05	0.01039964060947581	-0.010399640609475864
Cytoplasm_RadialDistribution_RadialCV_CorrMito_1of4	0.0004299424009873709	-8.800713609018347e-05	0.018325333909237573	-0.01832533390923767
Cytoplasm_RadialDistribution_RadialCV_CorrMito_2of4	0.00025331893171565145	-0.00010190048018584537	0.008318668259942092	-0.008318668259942137
Cytoplasm_RadialDistribution_RadialCV_CorrMito_3of4	0.0005592707850616829	-0.0001595926887456124	0.008546347399517934	-0.008546347399517977
Cytoplasm_RadialDistribution_RadialCV_CorrMito_4of4	0.0005544796119825168	-0.0001330108488726007	0.01617200908661151	-0.016172009086611597
Cytoplasm_RadialDistribution_RadialCV_CorrPM_1of4	0.0012695901439753188	-0.0001922718359825012	-0.017062097640453973	0.017062097640454063
Cytoplasm_RadialDistribution_RadialCV_CorrPM_2of4	0.0028635329531057074	-0.0003050404726956979	-0.02182736019071419	0.021827360190714306
Cytoplasm_RadialDistribution_RadialCV_CorrPM_3of4	0.005739762496069001	-0.00044226316405645975	-0.029524628812127265	0.029524628812127418
Cytoplasm_RadialDistribution_RadialCV_CorrPM_4of4	0.0030143281397637667	-0.0003239108544121083	-0.020700388385866374	0.02070038838586648
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_1of4	3.687249242534385e-05	-3.218796031606817e-05	-0.0028661478216647357	0.002866147821664751
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_2of4	0.00021094940698385134	-7.647005161219654e-05	-0.007307473177887968	0.0073074731778880065
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_3of4	0.0005964879001593149	-0.00013235087294357037	-0.011559415695155978	0.011559415695156039
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_4of4	0.00031921446536542497	-8.225784740044178e-05	-0.01089028503359333	0.010890285033593386
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_00_256	0.012977209799749034	0.0006594740457518259	0.04211752653267363	-0.04211752653267385
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_01_256	0.012552608743668703	0.0006445523187407938	0.042390381560763614	-0.04239038156076384
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_02_256	0.012734665695742109	0.0006553948338181798	0.04119158884181537	-0.041191588841815584
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_03_256	0.012494501372531941	0.0006472461282283033	0.041126356934835705	-0.04112635693483593
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_00_256	0.022033576877766636	0.0008867015303409833	0.04735949990324374	-0.04735949990324399
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_01_256	0.01947664785775216	0.0008429468264500513	0.0463008012259966	-0.04630080122599684
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_02_256	0.02174347733308446	0.0008970420989655176	0.041917380212856285	-0.0419173802128565
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_03_256	0.019104812010516614	0.0008309479016259605	0.04576904732332715	-0.04576904732332739
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_00_256	0.00442807119343791	0.0004288759337457045	-0.03953743094449928	0.03953743094449949
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_01_256	0.004260524031645674	0.00041923094312417347	-0.03852443213213099	0.03852443213213119
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_02_256	0.0047368752106538015	0.0004413166378038932	-0.0415019435103172	0.04150194351031742
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_03_256	0.0040947765410563886	0.00041074780923449803	-0.03842490943148578	0.03842490943148598
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_00_256	0.005314128807100249	0.0004518054736371701	-0.04697067061431974	0.04697067061431998
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_01_256	0.005189079109132022	0.00044340183779375576	-0.04689742027394665	0.046897420273946895
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_02_256	0.005499835844997802	0.0004553846315664905	-0.049014825528182565	0.04901482552818282
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_03_256	0.00509351957466142	0.00044130065574338287	-0.04578045101267392	0.04578045101267416
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_00_256	0.000941012082668391	0.00013717247394113424	0.021007856607484877	-0.021007856607484984
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_01_256	0.0009915799028156203	0.0001385620450243177	0.021977024466664215	-0.021977024466664333
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_02_256	0.0009315685680155728	0.00014787543004368323	0.01920114072028504	-0.01920114072028514
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_03_256	0.0009426929984289734	0.0001331445135726074	0.021752258640620394	-0.021752258640620508
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_00_256	0.00979648700993252	0.0005962759793902194	0.03245142324465091	-0.032451423244651084
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_01_256	0.009220989841511318	0.0005758102582049193	0.032831998763091806	-0.03283199876309198
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_02_256	0.009496304443964654	0.0006038667727264409	0.026913550664661195	-0.026913550664661334
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_03_256	0.008849269069147625	0.0005587423755284275	0.03368508128624581	-0.03368508128624599
Cytoplasm_Texture_Contrast_CorrDNA_3_00_256	0.007289215775420521	-0.0005313040095703654	-0.011265645938634012	0.011265645938634071
Cytoplasm_Texture_Contrast_CorrDNA_3_01_256	0.006600980694484226	-0.0005099479604727037	-0.011986684688814139	0.011986684688814201
Cytoplasm_Texture_Contrast_CorrDNA_3_02_256	0.007131003278127546	-0.0005568588509368579	-0.009356993787048434	0.009356993787048483
Cytoplasm_Texture_Contrast_CorrDNA_3_03_256	0.005946513231646744	-0.0005039163830555874	-0.006323405848761473	0.006323405848761506
Cytoplasm_Texture_Contrast_CorrER_3_00_256	0.0024983795683470866	-0.000282742155187844	-0.0008036517473578285	0.0008036517473578327
Cytoplasm_Texture_Contrast_CorrER_3_01_256	0.002475648441067735	-0.0002766851954193481	-0.0037472578280623855	0.003747257828062405
Cytoplasm_Texture_Contrast_CorrER_3_02_256	0.0023590799264083806	-0.00024524488749668924	-0.0014623922818607963	0.001462392281860804
Cytoplasm_Texture_Contrast_CorrER_3_03_256	0.0019379143221301964	-0.00023333464330373488	-0.0008004182142933051	0.0008004182142933092
Cytoplasm_Texture_Contrast_CorrGasdermin_3_00_256	0.0009661989954313777	-0.00014766076206852523	0.0034565166210090634	-0.003456516621009082
Cytoplasm_Texture_Contrast_CorrGasdermin_3_01_256	0.0010950805007212683	-0.00016312219629806512	0.001665089638835476	-0.0016650896388354848
Cytoplasm_Texture_Contrast_CorrGasdermin_3_02_256	0.0007448895430948177	-0.00013729430346160577	-5.484389610504267e-05	5.484389610504296e-05
Cytoplasm_Texture_Contrast_CorrGasdermin_3_03_256	0.0008761799934157155	-0.00013864799121260276	-0.0004078738977805696	0.0004078738977805718
Cytoplasm_Texture_Contrast_CorrMito_3_00_256	0.0024218392511495823	-0.000319159982145461	0.015336475263344244	-0.015336475263344326
Cytoplasm_Texture_Contrast_CorrMito_3_01_256	0.0027474019714139875	-0.0003176218253076934	0.010381134822040894	-0.010381134822040948
Cytoplasm_Texture_Contrast_CorrMito_3_02_256	0.002902796310418454	-0.0003339939971584838	0.010928616728674926	-0.010928616728674984
Cytoplasm_Texture_Contrast_CorrMito_3_03_256	0.0029377009895857897	-0.00037445991637696265	0.011933028553543116	-0.011933028553543178
Cytoplasm_Texture_Contrast_CorrPM_3_00_256	0.005831663882427174	-0.0007091462905076289	-0.044620769186137416	0.04462076918613765
Cytoplasm_Texture_Contrast_CorrPM_3_01_256	0.007519523732522848	-0.0007687918650573051	-0.04386110402210065	0.04386110402210088
Cytoplasm_Texture_Contrast_CorrPM_3_02_256	0.008652536035351543	-0.000879688608056542	-0.053983582909293115	0.05398358290929339
Cytoplasm_Texture_Contrast_CorrPM_3_03_256	0.006599498904830359	-0.0008023868367899947	-0.03914719649097828	0.03914719649097849
Cytoplasm_Texture_Contrast_CorrRNA_3_00_256	0.0008384979472372267	-0.0002176276975786172	0.006921294670693313	-0.00692129467069335
Cytoplasm_Texture_Contrast_CorrRNA_3_01_256	0.0014974829240703702	-0.00016778824882300301	0.0025996056448313637	-0.0025996056448313776
Cytoplasm_Texture_Contrast_CorrRNA_3_02_256	0.001104689735964337	-0.0001206301278725356	0.0028988258064413727	-0.002898825806441388
Cytoplasm_Texture_Contrast_CorrRNA_3_03_256	0.0006734197732634062	-0.0001332872542801208	0.005340562587515954	-0.005340562587515983
Cytoplasm_Texture_Correlation_CorrDNA_3_00_256	0.0001483652551202974	-7.014719135256836e-05	-0.006040361949371556	0.006040361949371588
Cytoplasm_Texture_Correlation_CorrDNA_3_01_256	0.00018498883287398904	-6.544725072047708e-05	-0.00845069095471174	0.008450690954711786
Cytoplasm_Texture_Correlation_CorrDNA_3_02_256	0.0002852733039231392	-4.274378080489582e-05	-0.015496894858686567	0.015496894858686648
Cytoplasm_Texture_Correlation_CorrDNA_3_03_256	0.0001447972866268632	-6.244903120954969e-05	-0.006524165688990193	0.006524165688990228
Cytoplasm_Texture_Correlation_CorrER_3_00_256	0.0021029660747250434	0.00023568161979177932	0.0300713074652975	-0.030071307465297653
Cytoplasm_Texture_Correlation_CorrER_3_01_256	0.0030282555381060394	0.0003094897135994395	0.03069109122174865	-0.03069109122174881
Cytoplasm_Texture_Correlation_CorrER_3_02_256	0.001788262430159393	0.00025822912341108995	0.01919844659155943	-0.01919844659155953
Cytoplasm_Texture_Correlation_CorrER_3_03_256	0.0031026019566248175	0.0003428474803195247	0.024776291617131366	-0.024776291617131498
Cytoplasm_Texture_Correlation_CorrGasdermin_3_00_256	0.0016090190279911543	0.0001990557694632256	0.025675759826071856	-0.02567575982607199
Cytoplasm_Texture_Correlation_CorrGasdermin_3_01_256	0.0020632674403181506	0.00027624059782297897	0.019472521497797053	-0.019472521497797157
Cytoplasm_Texture_Correlation_CorrGasdermin_3_02_256	0.001621820654979067	0.00021422679728504523	0.02313656952385948	-0.0231365695238596
Cytoplasm_Texture_Correlation_CorrGasdermin_3_03_256	0.0021167044181356065	0.0002830784548884912	0.017337613334488005	-0.017337613334488095
Cytoplasm_Texture_Correlation_CorrMito_3_00_256	0.0013586488551761144	1.3810673899847116e-05	0.037839327873180964	-0.037839327873181165
Cytoplasm_Texture_Correlation_CorrMito_3_01_256	0.001227682062829305	9.495662269070301e-05	0.031418320111724365	-0.031418320111724525
Cytoplasm_Texture_Correlation_CorrMito_3_02_256	0.0010959616009551532	3.0423782173170535e-05	0.0333312719458125	-0.033331271945812674
Cytoplasm_Texture_Correlation_CorrMito_3_03_256	0.0012118378122594198	0.00011804713981285596	0.028761410095949055	-0.028761410095949205
Cytoplasm_Texture_Correlation_CorrPM_3_00_256	0.00021379840211843693	8.664899281054639e-06	0.015533555273946079	-0.01553355527394616
Cytoplasm_Texture_Correlation_CorrPM_3_01_256	0.00016056806526487666	4.9528471231512156e-05	0.010171754792169798	-0.01017175479216985
Cytoplasm_Texture_Correlation_CorrPM_3_02_256	0.00010247701397703146	3.358020241427796e-05	0.00880460112152423	-0.008804601121524275
Cytoplasm_Texture_Correlation_CorrPM_3_03_256	0.00014656225994713612	4.286047149327865e-05	0.01024286084176458	-0.010242860841764635
Cytoplasm_Texture_Correlation_CorrRNA_3_00_256	0.0002344270084959632	6.765721184835133e-05	0.011263930417912866	-0.011263930417912925
Cytoplasm_Texture_Correlation_CorrRNA_3_01_256	0.0007425038574225828	0.0001708549711804389	0.010513915592573734	-0.010513915592573789
Cytoplasm_Texture_Correlation_CorrRNA_3_02_256	0.0001223084648085404	7.363143025161873e-05	0.0023812618830834644	-0.0023812618830834765
Cytoplasm_Texture_Correlation_CorrRNA_3_03_256	0.0008383244170675486	0.00019035305294639953	0.008170315600951203	-0.008170315600951245
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_00_256	0.014658745314023225	-0.0007324156354806085	-0.038371278530286934	0.038371278530287135
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_01_256	0.013581056005495862	-0.0007021260682162392	-0.037872028933029926	0.03787202893303013
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_02_256	0.013944413467410932	-0.0007339256931436431	-0.032620327804014214	0.03262032780401438
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_03_256	0.01342791666028853	-0.0007060602179918016	-0.03430099427676732	0.03430099427676749
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_00_256	0.032047792990343105	-0.001229846371429658	-0.03108135820587906	0.031081358205879227
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_01_256	0.030979479275668576	-0.001208814867066348	-0.03218737540107436	0.032187375401074525
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_02_256	0.0327410335957109	-0.0012758531709648096	-0.024127217423626612	0.024127217423626737
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_03_256	0.03147600908532944	-0.001215733583505275	-0.029733273197347622	0.029733273197347778
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_00_256	0.01048678327315522	-0.0007618408709874951	0.033831704872429834	-0.033831704872430014
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_01_256	0.01064655347890886	-0.0007711616385779372	0.032871328100967996	-0.03287132810096817
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_02_256	0.011777274202670052	-0.0008097796483386826	0.0369328625697238	-0.036932862569723994
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_03_256	0.011405863210084632	-0.0007850752162885608	0.03487728645393271	-0.0348772864539329
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_00_256	0.011026239953102146	-0.0007841936023799303	0.03937453680420684	-0.03937453680420705
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_01_256	0.011427869342167107	-0.0008025280007672028	0.038881777012948475	-0.03888177701294868
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_02_256	0.012172574824646731	-0.0008260296160819995	0.04293416671773112	-0.04293416671773134
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_03_256	0.012295615500812929	-0.0008181335369196009	0.040181899686460534	-0.04018189968646074
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_00_256	0.022977101341737916	-0.0008669551172824528	-0.07851331180399701	0.07851331180399743
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_01_256	0.0214381190688675	-0.0008898195049752372	-0.06859013944591255	0.06859013944591291
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_02_256	0.023175620277698594	-0.0009293761071535914	-0.07152406590359749	0.07152406590359786
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_03_256	0.021566143841095675	-0.0008920608507831146	-0.064511286979564	0.06451128697956433
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_00_256	0.025828858579817093	-0.0010756223308090746	-0.03429832025475945	0.03429832025475963
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_01_256	0.02551758035642615	-0.001081913181022113	-0.031892721101986314	0.03189272110198648
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_02_256	0.02648258738177811	-0.0011199784728273287	-0.02530110860644271	0.025301108606442843
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_03_256	0.026045069456491987	-0.001086172366381566	-0.030256168555018968	0.030256168555019124
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_00_256	0.010331870371561469	0.0005992635898066734	0.033341642001772025	-0.0333416420017722
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_01_256	0.010736039031273958	0.0006044552563313684	0.03546766265760406	-0.035467662657604246
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_02_256	0.009856746027092855	0.000593069520404288	0.03038081733062241	-0.03038081733062257
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_03_256	0.010635829115987261	0.0006031702244377952	0.03470064916732299	-0.03470064916732317
Cytoplasm_Texture_DifferenceVariance_CorrER_3_00_256	0.031201491213265098	0.0011214081847741645	0.030346569038509144	-0.030346569038509304
Cytoplasm_Texture_DifferenceVariance_CorrER_3_01_256	0.03028730918789302	0.0011082054643324563	0.03091176999685502	-0.03091176999685518
Cytoplasm_Texture_DifferenceVariance_CorrER_3_02_256	0.0311888925806042	0.0011321422495700886	0.025681480313525275	-0.02568148031352541
Cytoplasm_Texture_DifferenceVariance_CorrER_3_03_256	0.030452004533920496	0.0011057618811082446	0.029952692680957002	-0.02995269268095716
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_00_256	0.0084416605986396	0.0006019082223917857	-0.046308326646528425	0.04630832664652867
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_01_256	0.008482543708060786	0.0006024899044436291	-0.046732013649798954	0.0467320136497992
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_02_256	0.008955999053668617	0.0006170914153156184	-0.04893247494844391	0.04893247494844417
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_03_256	0.00835602900347554	0.0005967419910695661	-0.04639038298605473	0.046390382986054975
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_00_256	0.009249014664346022	0.0006308138764681358	-0.051053474722748515	0.05105347472274878
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_01_256	0.009271322370991486	0.0006286093064344826	-0.05216241519380463	0.0521624151938049
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_02_256	0.009644708170564509	0.0006401513646229234	-0.053874425809760665	0.05387442580976094
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_03_256	0.009300798225927442	0.000630245499500671	-0.051262043949075964	0.05126204394907623
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_00_256	0.02390129718301426	0.0008036053227168783	0.08157693482301985	-0.08157693482302028
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_01_256	0.021512006159839503	0.0007830410745587685	0.07511956452091467	-0.07511956452091506
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_02_256	0.023421532591642924	0.0008222410875632002	0.0764081826472988	-0.0764081826472992
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_03_256	0.021036661607424012	0.0007696743469018249	0.07470537062720362	-0.074705370627204
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_00_256	0.02506178256082159	0.0009519850303861023	0.046315586590264746	-0.04631558659026499
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_01_256	0.024218856381254095	0.0009413721568779037	0.04433677256053932	-0.04433677256053955
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_02_256	0.024684172522461134	0.0009656418597578816	0.039814456228092356	-0.039814456228092564
Cytoplasm_Texture_DifferenceVariance_CorrRNA_3_03_256	0.02380450406761403	0.0009329614637500908	0.04409381646192823	-0.04409381646192846
Cytoplasm_Texture_Entropy_CorrDNA_3_00_256	0.010821742455595085	-0.0006269286430032832	-0.032011998112069714	0.03201199811206989
Cytoplasm_Texture_Entropy_CorrDNA_3_01_256	0.010476452200297137	-0.0006159199334468631	-0.03184316851907754	0.03184316851907771
