feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Flagellin_0.1µg_per_ml
Cytoplasm_Correlation_Correlation_CorrMito_CorrRNA	0.00018277805442623585	-5.581058899263415e-05	-0.00703208281131148	0.007032082811311517
Cytoplasm_Correlation_Correlation_CorrPM_CorrRNA	0.000613311826005325	-0.00017341502822204412	0.006229074990156876	-0.006229074990156908
Cytoplasm_Correlation_K_CorrDNA_CorrER	0.00010052742147781402	-4.907315930494122e-05	0.0022199414918212153	-0.0022199414918212266
Cytoplasm_Correlation_K_CorrDNA_CorrGasdermin	0.0004556749855819664	1.2790767944578948e-05	0.010090579275430575	-0.010090579275430627
Cytoplasm_Correlation_K_CorrDNA_CorrMito	0.0009109073094708542	-8.950382738315059e-07	0.02553830311512658	-0.025538303115126712
Cytoplasm_Correlation_K_CorrDNA_CorrPM	0.0015109491756609694	0.00024186310611060564	-0.02904271817731547	0.029042718177315623
Cytoplasm_Correlation_K_CorrDNA_CorrRNA	3.6234885163688446e-05	-1.1637027167832388e-05	-0.0025315726878421723	0.0025315726878421857
Cytoplasm_Correlation_K_CorrER_CorrDNA	0.0006217288289394052	0.00015708357247151006	0.004851936212798243	-0.004851936212798268
Cytoplasm_Correlation_K_CorrER_CorrGasdermin	0.00043822284734418293	3.072187341443398e-05	0.009561712050005626	-0.009561712050005677
Cytoplasm_Correlation_K_CorrER_CorrMito	0.0007819010886576105	2.931094136898283e-05	0.02002209107698002	-0.020022091076980126
Cytoplasm_Correlation_K_CorrER_CorrPM	0.015614177935093898	0.0008544493304795119	-0.06285165317740615	0.06285165317740649
Cytoplasm_Correlation_K_CorrER_CorrRNA	0.007704245212846184	0.0005651379349352065	-0.07080617700144924	0.0708061770014496
Cytoplasm_Correlation_K_CorrGasdermin_CorrDNA	0.0001971890801013565	4.0063864724657594e-05	-0.014170810358266051	0.014170810358266126
Cytoplasm_Correlation_K_CorrGasdermin_CorrER	0.0022566555696746926	-0.00018631601844914993	-0.018345615308672982	0.018345615308673076
Cytoplasm_Correlation_K_CorrGasdermin_CorrMito	0.0066401820660360045	-0.00031138142670221285	0.06180396349313537	-0.061803963493135695
Cytoplasm_Correlation_K_CorrGasdermin_CorrPM	0.007698830008918578	0.00026246085967918424	-0.09056538110216417	0.09056538110216465
Cytoplasm_Correlation_K_CorrGasdermin_CorrRNA	0.003980490773197953	-0.00013860139460606337	-0.04486992854196532	0.04486992854196556
Cytoplasm_Correlation_K_CorrMito_CorrDNA	0.00038680192848827843	7.564958656355191e-05	-0.018826381839092098	0.018826381839092195
Cytoplasm_Correlation_K_CorrMito_CorrER	0.0012359104272593457	-0.00011769584128696037	-0.01351730208756638	0.01351730208756645
Cytoplasm_Correlation_K_CorrMito_CorrGasdermin	0.0007016009496101372	4.603130777106761e-05	-0.015168906717745366	0.015168906717745444
Cytoplasm_Correlation_K_CorrMito_CorrPM	0.008403465112032604	0.0002635715178089054	-0.09445350048769197	0.09445350048769247
Cytoplasm_Correlation_K_CorrMito_CorrRNA	0.0016540618114593286	-6.454122677872398e-05	-0.023197601325925195	0.02319760132592532
Cytoplasm_Correlation_K_CorrPM_CorrDNA	0.0008048837728010794	-7.535081283033458e-05	0.028080461613941954	-0.0280804616139421
Cytoplasm_Correlation_K_CorrPM_CorrER	0.0024802425131772443	-0.0002493212537499657	0.012770121511892153	-0.012770121511892218
Cytoplasm_Correlation_K_CorrPM_CorrGasdermin	0.002833512652610226	-0.00017313957773749377	0.03711339947714918	-0.037113399477149374
Cytoplasm_Correlation_K_CorrPM_CorrMito	0.004495687035342422	-0.000264308842258095	0.057417110437614965	-0.057417110437615264
Cytoplasm_Correlation_K_CorrPM_CorrRNA	0.00360505956254098	-0.00027516904820002104	0.010877973381960287	-0.010877973381960344
Cytoplasm_Correlation_K_CorrRNA_CorrDNA	0.0006176663355053069	9.230052206716694e-05	0.01833340205667927	-0.018333402056679365
Cytoplasm_Correlation_K_CorrRNA_CorrER	0.00706718634455894	-0.0004519770077478331	0.05649284950877061	-0.0564928495087709
Cytoplasm_Correlation_K_CorrRNA_CorrGasdermin	0.0010596898700682145	1.7238129089719571e-06	0.018270174630315463	-0.018270174630315557
Cytoplasm_Correlation_K_CorrRNA_CorrMito	0.002438879691895268	-3.0044781962191558e-05	0.04172143278604036	-0.041721432786040576
Cytoplasm_Correlation_K_CorrRNA_CorrPM	0.013747807341814133	0.0007925624269432953	-0.03594520226567893	0.03594520226567912
Cytoplasm_Correlation_Manders_CorrDNA_CorrER	5.540603779252695e-05	4.3606751271513026e-05	-0.000360570009099476	0.0003605700090994779
Cytoplasm_Correlation_Manders_CorrDNA_CorrGasdermin	9.48573407478781e-05	4.125951943655393e-05	-0.005801997346177852	0.005801997346177882
Cytoplasm_Correlation_Manders_CorrDNA_CorrMito	9.353206327511465e-05	4.413378422980247e-05	-0.006221300176499734	0.006221300176499767
Cytoplasm_Correlation_Manders_CorrDNA_CorrPM	0.000250566789021911	0.00010176449953390713	0.0023885698541471954	-0.002388569854147208
Cytoplasm_Correlation_Manders_CorrDNA_CorrRNA	0.0005373907153815027	0.00011686704755689132	0.0035617724960706632	-0.003561772496070682
Cytoplasm_Correlation_Manders_CorrER_CorrDNA	0.0017099899097917648	-0.00018949520616798907	-0.02572329267407803	0.025723292674078167
Cytoplasm_Correlation_Manders_CorrER_CorrGasdermin	0.0003609952631999924	9.529762030768046e-05	-0.0094441607288468	0.009444160728846851
Cytoplasm_Correlation_Manders_CorrER_CorrMito	0.0005051909044135883	0.00013095478572984503	-0.008792356412647091	0.008792356412647138
Cytoplasm_Correlation_Manders_CorrER_CorrPM	0.00029811758539488586	9.813066568011593e-05	0.004882057387371866	-0.004882057387371891
Cytoplasm_Correlation_Manders_CorrER_CorrRNA	0.0023797073520400724	0.0003638861719250785	0.013175316571599816	-0.013175316571599885
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrDNA	0.002034177768975076	-0.00023607015272569885	-0.022758709243033082	0.0227587092430332
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrER	4.642498828699715e-05	2.6722942873076855e-06	0.005912001788231034	-0.0059120017882310655
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrMito	0.0006318764249575448	0.00013414112030615358	-0.009020652325301878	0.009020652325301925
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrPM	0.000127584436329653	7.158950087461581e-05	0.003028254931682895	-0.003028254931682911
Cytoplasm_Correlation_Manders_CorrGasdermin_CorrRNA	0.0011563381536585648	0.0001484027878797576	0.01376828466591173	-0.013768284665911804
Cytoplasm_Correlation_Manders_CorrMito_CorrDNA	0.0023384965621544573	-0.00026168777292396857	-0.0229081996894337	0.02290819968943382
Cytoplasm_Correlation_Manders_CorrMito_CorrER	4.452770685581253e-05	-2.0162299562876272e-05	0.005599264522406604	-0.005599264522406633
Cytoplasm_Correlation_Manders_CorrMito_CorrGasdermin	7.745186747398769e-05	1.7187047664001408e-05	-0.006688110444893973	0.006688110444894008
Cytoplasm_Correlation_Manders_CorrMito_CorrPM	9.406207635553887e-05	5.943378466113902e-05	0.0007675813207442357	-0.0007675813207442398
Cytoplasm_Correlation_Manders_CorrMito_CorrRNA	0.0009642435003983651	0.00013292044303893878	0.013234015772108011	-0.013234015772108079
Cytoplasm_Correlation_Manders_CorrPM_CorrDNA	0.002265941309800734	-0.00024236636892669393	-0.02648660045079882	0.026486600450798963
Cytoplasm_Correlation_Manders_CorrPM_CorrER	0.0002043578102430832	6.263286414384178e-05	0.0076019950387358655	-0.0076019950387359045
Cytoplasm_Correlation_Manders_CorrPM_CorrGasdermin	0.0005622330515184792	0.00014279432580535228	-0.0070041694051984574	0.007004169405198494
Cytoplasm_Correlation_Manders_CorrPM_CorrMito	0.0008400107062900286	0.0001856209985662976	-0.005443619323224514	0.005443619323224543
Cytoplasm_Correlation_Manders_CorrPM_CorrRNA	0.0031388371962820516	0.0003000286858684909	0.014323026459132165	-0.01432302645913224
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.002462908363240368	-0.0002521078558457375	-0.026910337334281303	0.026910337334281442
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.0004667270311440319	-0.00012042020497941479	-0.005240123674109687	0.005240123674109714
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.00014434660076634298	2.521100302897701e-05	-0.009912388026283307	0.009912388026283359
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.0001380049908981107	4.4986420979378947e-05	-0.009191760816735634	0.009191760816735683
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	0.0001338940386564902	6.0648236386734466e-05	0.0012061650017481352	-0.0012061650017481415
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.0006743703125876577	-2.6581415369262987e-05	-0.02559895212996463	0.025598952129964766
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.0038253521862041673	-7.256439727565628e-05	-0.059261961255705625	0.05926196125570593
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.003153323395095997	-9.983324371847348e-05	-0.052018555365978145	0.052018555365978415
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.0011419962249226145	-0.00010567665254446487	-0.02760737201745024	0.027607372017450386
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.0007519507309179385	-2.449013233771518e-05	-0.027126396384479133	0.027126396384479275
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	2.9432707346122022e-05	3.2361345667584566e-05	-0.0021631888743414624	0.0021631888743414737
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	2.04658589830764e-06	-8.566684287660548e-06	0.0006834829212494561	-0.0006834829212494597
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	0.0015785622342435746	-0.0002506996606597968	-0.003464888831149737	0.0034648888311497547
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0010431111114170832	6.928317371946368e-05	0.027692822072915048	-0.027692822072915197
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	7.672440467065833e-06	1.1564862235397305e-05	0.0013501942485515575	-0.0013501942485515644
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.003971691200347349	-0.0002626448429146453	-0.04135316028663839	0.04135316028663861
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	0.00012593504432234504	1.7445762878348996e-05	-0.00959698612407353	0.00959698612407358
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.004284731999261049	-0.00021165433853644264	-0.05169745767542479	0.05169745767542506
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	9.09951814470622e-05	-2.3172505947979226e-05	-0.006778154821437746	0.006778154821437781
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.0018796719655675975	-0.0002455062471802395	-0.011090064430489727	0.011090064430489785
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.00044225975431355646	0.0001364097734295649	-0.0010430217078275098	0.0010430217078275152
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.0013182839605901941	0.00018789574875946767	-0.02470118075197824	0.024701180751978368
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.0004909114724770403	0.00012306080316616536	-0.015672648481995975	0.01567264848199606
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.0007507535028417056	0.0001887666881031008	0.0002885157199619144	-0.0002885157199619159
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.0011542683898952966	0.00022169966203622996	0.002170954849744859	-0.00217095484974487
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0018940669894087492	-0.00017777124386440023	-0.02979748387668027	0.029797483876680426
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	0.00014602331336466268	2.5810142152461696e-05	0.008913322526768365	-0.008913322526768411
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.00011152412642079224	-2.333745250061422e-06	0.009174200510598307	-0.009174200510598356
Cytoplasm_Correlation_RWC_CorrER_CorrPM	0.00045772190211901265	-0.00013306926263408945	0.01089392610629364	-0.010893926106293698
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.0008942502816307041	-8.71739940237062e-06	0.03289489794503189	-0.032894897945032066
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.0024172772411490406	-0.0002235651899028396	-0.030358426969085417	0.030358426969085577
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0003726673650462642	-3.881222610563253e-05	0.01711377117740687	-0.01711377117740696
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.0015587723110048746	-3.552241207678036e-05	0.03460204452625008	-0.034602044526250264
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.0002063641722277465	-4.412880021658072e-05	0.01453015183218347	-0.014530151832183546
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0010112260502801451	8.9131681325778e-05	0.02053607678575515	-0.020536076785755256
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0026273922175945597	-0.0002576560628647884	-0.027574755293758864	0.02757475529375901
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.00039822243218257114	-9.278476939790575e-05	0.013789921782951728	-0.013789921782951802
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.00014272813735005663	-3.7539310284051525e-05	0.008403143326613235	-0.00840314332661328
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	7.365290072247621e-05	-5.475718661494146e-05	0.005227239170999795	-0.005227239170999822
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.0003369253221937596	2.1428285570128795e-05	0.014638043385662092	-0.01463804338566217
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0017114623127443274	-0.0001921125024265142	-0.025012870054730053	0.025012870054730182
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.00021354550230245906	-4.043090527037349e-05	0.013242657896663283	-0.013242657896663353
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	0.0002343023445758874	8.618240948365676e-05	0.004685336605039901	-0.004685336605039925
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.0003174554028937404	0.00011649260419823719	0.0008848017706958792	-0.0008848017706958839
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.0018067461497658366	0.00018227843199803667	0.023927808156162418	-0.023927808156162543
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.002599458973346458	-0.0002436286270697177	-0.02963088331339319	0.029630883313393346
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.000932806599672098	-0.000188474663309248	0.0011520747625387627	-0.0011520747625387686
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	1.6541337161224412e-05	-2.231641732412344e-05	-0.00044879976461972	0.0004487997646197223
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	8.059195403964381e-05	-4.861715800257635e-05	-0.0019085980983828857	0.0019085980983828954
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.0004529090667049207	-0.0001239762254781225	0.014059780481549683	-0.014059780481549756
Cytoplasm_Granularity_10_CorrDNA	0.0006769922414803231	-0.00015767520909736247	-0.007550695872113674	0.007550695872113715
Cytoplasm_Granularity_10_CorrER	0.004383892368465592	-0.00039830766692686614	-0.02784084214106166	0.027840842141061806
Cytoplasm_Granularity_10_CorrGasdermin	0.004530802463314276	-0.0003827089708084117	-0.036670381771483546	0.03667038177148374
Cytoplasm_Granularity_10_CorrMito	0.004664922643583758	-0.00040394290537896414	-0.03348641409092928	0.03348641409092946
Cytoplasm_Granularity_10_CorrPM	0.005897614828207276	-0.000511440884154875	-0.037896422522398616	0.03789642252239882
Cytoplasm_Granularity_10_CorrRNA	0.003959340273158141	-0.00040826845539582623	-0.02343758609739216	0.02343758609739228
Cytoplasm_Granularity_11_CorrDNA	0.0005494970624136952	-0.00011928823083164068	-0.012735515867229503	0.01273551586722957
Cytoplasm_Granularity_11_CorrER	0.005554909827589993	-0.0004126456178989764	-0.03780213696578668	0.037802136965786874
Cytoplasm_Granularity_11_CorrGasdermin	0.002991154509404237	-0.00026082862498810305	-0.038011013558402806	0.03801101355840301
Cytoplasm_Granularity_11_CorrMito	0.0034070969436508225	-0.00034682344945239236	-0.026824940084669832	0.026824940084669967
Cytoplasm_Granularity_11_CorrPM	0.004574087258569226	-0.00040588535356316993	-0.03952747479793127	0.03952747479793148
Cytoplasm_Granularity_11_CorrRNA	0.0061634529955598705	-0.00046801119573779446	-0.03904302720779753	0.03904302720779774
Cytoplasm_Granularity_12_CorrDNA	0.0004102741154425882	-0.0001359179672833805	0.0037129694831350476	-0.0037129694831350667
Cytoplasm_Granularity_12_CorrER	0.004207882648827321	-0.00031824257558990543	-0.04197740463837609	0.041977404638376306
Cytoplasm_Granularity_12_CorrGasdermin	0.003072333254373616	-0.00022042485989009206	-0.044765857736320316	0.04476585773632055
Cytoplasm_Granularity_12_CorrMito	0.0034798510898170765	-0.000265313887238295	-0.04460654657128746	0.04460654657128769
Cytoplasm_Granularity_12_CorrPM	0.003384438158542502	-0.00035349348870480067	-0.026152535262188865	0.026152535262189
Cytoplasm_Granularity_12_CorrRNA	0.003806598555752605	-0.00037527160938624746	-0.02584655400406049	0.025846554004060624
Cytoplasm_Granularity_13_CorrDNA	0.0007185931610779184	-0.00015573019279288656	0.01524769312739475	-0.01524769312739483
Cytoplasm_Granularity_13_CorrER	0.0033611839201183047	-0.0002609402203433407	-0.041616986627533666	0.04161698662753389
Cytoplasm_Granularity_13_CorrGasdermin	0.001994940099627085	-0.00021793617037273538	-0.029598157157012223	0.02959815715701238
Cytoplasm_Granularity_13_CorrMito	0.002123566599744553	-0.00022633818940192212	-0.030918459403964628	0.03091845940396479
Cytoplasm_Granularity_13_CorrPM	0.0018497926621502403	-0.00028367934396518723	-0.01770303981527751	0.0177030398152776
Cytoplasm_Granularity_13_CorrRNA	0.0035002029183488492	-0.00021498234904072198	-0.05054281075632151	0.05054281075632178
Cytoplasm_Granularity_14_CorrDNA	0.0013711836018938106	-0.00012903952984754196	0.03176097013886702	-0.03176097013886719
Cytoplasm_Granularity_14_CorrER	0.002052816907512023	-0.00024995557973699073	-0.02472675829584369	0.02472675829584382
Cytoplasm_Granularity_14_CorrGasdermin	0.0016229198496888753	-0.00015745706425485077	-0.031230210537111572	0.03123021053711173
Cytoplasm_Granularity_14_CorrMito	0.002110345841590311	-0.0001473932506416775	-0.03874872758784251	0.03874872758784271
Cytoplasm_Granularity_14_CorrPM	0.0050594863043119664	-0.0002490263389497536	-0.06580022125999181	0.06580022125999216
