feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Flagellin_1µg_per_ml
Cytoplasm_Location_MaxIntensity_Y_CorrMito	0.0009586762987290331	-0.00022799159314479707	-0.007403052238101063	0.007403052238101043
Cytoplasm_Location_MaxIntensity_Y_CorrPM	0.0009456738833855116	-0.000226250123662311	-0.007512605901625084	0.007512605901625061
Cytoplasm_Location_MaxIntensity_Y_CorrRNA	0.0009512844835688483	-0.0002269851091770461	-0.007514540092596561	0.007514540092596539
Cytoplasm_Location_MaxIntensity_Z_CorrDNA	1.0	0.0	0.0	0.0
Cytoplasm_Location_MaxIntensity_Z_CorrER	1.0	0.0	0.0	0.0
Cytoplasm_Location_MaxIntensity_Z_CorrGasdermin	1.0	0.0	0.0	0.0
Cytoplasm_Location_MaxIntensity_Z_CorrMito	1.0	0.0	0.0	0.0
Cytoplasm_Location_MaxIntensity_Z_CorrPM	1.0	0.0	0.0	0.0
Cytoplasm_Location_MaxIntensity_Z_CorrRNA	1.0	0.0	0.0	0.0
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_1of4	4.303061656463214e-05	9.015361809297975e-06	-0.006346862422308083	0.006346862422308064
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_2of4	4.1969113534823244e-05	3.2527321385072932e-06	-0.006443878031604797	0.006443878031604779
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_3of4	5.072989041510212e-05	2.0507401704330683e-05	-0.00639890611362273	0.006398906113622711
Cytoplasm_RadialDistribution_FracAtD_CorrDNA_4of4	4.929529399855248e-05	-1.3676166660726326e-05	0.0066660017312982316	-0.006666001731298212
Cytoplasm_RadialDistribution_FracAtD_CorrER_1of4	0.0002508065068453913	-0.00011523975119301423	-0.005018559556932571	0.005018559556932558
Cytoplasm_RadialDistribution_FracAtD_CorrER_2of4	0.00026005203312162717	-0.00011694378498974474	-0.005465392150284372	0.0054653921502843565
Cytoplasm_RadialDistribution_FracAtD_CorrER_3of4	0.00026959128856141046	-0.00011739463983414975	-0.006518425151987256	0.0065184251519872375
Cytoplasm_RadialDistribution_FracAtD_CorrER_4of4	0.0002855155879224469	0.00012166671867795425	0.006275307200416984	-0.006275307200416966
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_1of4	7.990764392540317e-05	-6.559634127971087e-05	-0.0027701887065306515	0.002770188706530643
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_2of4	9.343134672989972e-05	-7.019452132577641e-05	-0.003427431476520554	0.0034274314765205434
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_3of4	6.58452528414788e-05	-5.8376231427675e-05	-0.003119837473294091	0.003119837473294082
Cytoplasm_RadialDistribution_FracAtD_CorrGasdermin_4of4	8.120858262827824e-05	6.527893791883745e-05	0.0033040613943388624	-0.003304061394338853
Cytoplasm_RadialDistribution_FracAtD_CorrMito_1of4	0.00010061657480087138	-7.210518972118347e-05	-0.003801283242634565	0.0038012832426345543
Cytoplasm_RadialDistribution_FracAtD_CorrMito_2of4	0.00011816652749063739	-7.771044463053294e-05	-0.0043948066582553715	0.004394806658255359
Cytoplasm_RadialDistribution_FracAtD_CorrMito_3of4	9.035637214183101e-05	-6.713128670538841e-05	-0.0041491364357278855	0.004149136435727873
Cytoplasm_RadialDistribution_FracAtD_CorrMito_4of4	0.00010747888688145135	7.375968424087357e-05	0.004353975540217388	-0.004353975540217376
Cytoplasm_RadialDistribution_FracAtD_CorrPM_1of4	0.00015599596131654625	-8.251370405039702e-05	-0.00689443329126373	0.00689443329126371
Cytoplasm_RadialDistribution_FracAtD_CorrPM_2of4	0.0001484136440345063	-7.838690219508285e-05	-0.007266499201187668	0.0072664992011876465
Cytoplasm_RadialDistribution_FracAtD_CorrPM_3of4	0.00013491313542557393	-5.746565514206674e-05	-0.009497498916753387	0.00949749891675336
Cytoplasm_RadialDistribution_FracAtD_CorrPM_4of4	0.00014756604594068357	6.891419567894593e-05	0.008853950798660887	-0.00885395079866086
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_1of4	0.00025409254857167163	-0.00011306764796104644	-0.006482269641556808	0.006482269641556789
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_2of4	0.0002624519080990373	-0.00011454548243047195	-0.0068166790603155746	0.0068166790603155555
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_3of4	0.0002333366176026086	-0.00010537293412522987	-0.007366126771636113	0.007366126771636093
Cytoplasm_RadialDistribution_FracAtD_CorrRNA_4of4	0.0002624512996898254	0.0001131349530722688	0.007366820025920517	-0.007366820025920496
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_1of4	1.884992027012533e-05	9.92168008667821e-06	-0.003979420392608459	0.003979420392608447
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_2of4	1.5744557014918392e-05	-2.688962133627181e-06	-0.0039514399683149	0.0039514399683148885
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_3of4	2.9847572188046456e-05	1.3473356000085298e-05	-0.005029257523440055	0.005029257523440041
Cytoplasm_RadialDistribution_MeanFrac_CorrDNA_4of4	7.30231392499503e-05	2.897828053375072e-05	0.007931132045557208	-0.007931132045557185
Cytoplasm_RadialDistribution_MeanFrac_CorrER_1of4	0.0011330478236422081	-0.0002486627261712904	-0.0069988472261612	0.006998847226161181
Cytoplasm_RadialDistribution_MeanFrac_CorrER_2of4	0.0011790150449757508	-0.0002532829291737264	-0.0069115467239163255	0.0069115467239163056
Cytoplasm_RadialDistribution_MeanFrac_CorrER_3of4	0.0010985499701484658	-0.00024923270083037345	-0.0046842670145584185	0.004684267014558405
Cytoplasm_RadialDistribution_MeanFrac_CorrER_4of4	0.001508708578793705	0.0002849843097693382	0.009183187468258818	-0.00918318746825879
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_1of4	0.0004538813582098955	-0.0001608704851957932	-0.003039514439756554	0.0030395144397565455
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_2of4	0.0005226730413456782	-0.00017261605058166408	-0.0028386647652661476	0.00283866476526614
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_3of4	0.0004394150903410665	-0.00015741651786506844	0.0008983310666063767	-0.0008983310666063741
Cytoplasm_RadialDistribution_MeanFrac_CorrGasdermin_4of4	0.0007628619451485186	0.00020603767813553436	0.004512097349164326	-0.004512097349164313
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_1of4	0.000539103938399399	-0.00017484030185179093	-0.0045650206038262715	0.0045650206038262585
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_2of4	0.0006291356574287255	-0.00018960391015937055	-0.004393001749995937	0.004393001749995924
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_3of4	0.0005525354026948426	-0.00017880030265025673	-0.0007537989410010128	0.0007537989410010108
Cytoplasm_RadialDistribution_MeanFrac_CorrMito_4of4	0.0009054779329746854	0.00022376108246619384	0.006489198748593992	-0.006489198748593973
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_1of4	0.0011927183800526375	-0.0002513684911904774	-0.011159518885399577	0.011159518885399544
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_2of4	0.0013440931256664124	-0.0002664800770303096	-0.012356296080648144	0.012356296080648109
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_3of4	0.0013611192217952706	-0.00026204749385803233	-0.016140207844532736	0.01614020784453269
Cytoplasm_RadialDistribution_MeanFrac_CorrPM_4of4	0.0017858009428369792	0.0002932408634172877	0.018412027732206085	-0.018412027732206033
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_1of4	0.0011453676299251203	-0.00024929086952703636	-0.008794869684637155	0.008794869684637129
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_2of4	0.0012037558347811617	-0.0002556184511986167	-0.008964413308352494	0.00896441330835247
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_3of4	0.0010712688143119653	-0.0002450340046350162	-0.006867072205131601	0.006867072205131581
Cytoplasm_RadialDistribution_MeanFrac_CorrRNA_4of4	0.0015340162679966518	0.00028428482725201867	0.011502396465838713	-0.011502396465838682
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_1of4	0.00021534255974353655	-8.945697733987334e-05	-0.00901057989445271	0.009010579894452682
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_2of4	0.0004626849969417979	-0.00012599469725038684	-0.014113877690666021	0.014113877690665983
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_3of4	0.0007238148263203348	-0.00016910229618596087	-0.015538685233523496	0.01553868523352345
Cytoplasm_RadialDistribution_RadialCV_CorrDNA_4of4	0.0002648261743486424	-8.487606413537157e-05	-0.012456361218673821	0.012456361218673787
Cytoplasm_RadialDistribution_RadialCV_CorrER_1of4	3.454781318668054e-05	2.289640683047951e-05	-0.004665706748939517	0.004665706748939504
Cytoplasm_RadialDistribution_RadialCV_CorrER_2of4	5.856609341381436e-06	1.2645312094955841e-05	-0.0015908274710225117	0.001590827471022507
Cytoplasm_RadialDistribution_RadialCV_CorrER_3of4	4.959679796323613e-05	-2.9345377300548664e-05	-0.006168099812577552	0.006168099812577535
Cytoplasm_RadialDistribution_RadialCV_CorrER_4of4	0.00037179048238045187	-1.712177277724722e-06	-0.018651647564451066	0.01865164756445101
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_1of4	0.0008299441107626482	0.00015055339748089503	0.021972459749282604	-0.021972459749282542
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_2of4	0.00048675161975997305	0.00010973632819609692	0.017785541418575475	-0.017785541418575426
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_3of4	0.000387171250449736	6.067996481888837e-05	0.018502602632974294	-0.018502602632974242
Cytoplasm_RadialDistribution_RadialCV_CorrGasdermin_4of4	0.0007275640783339643	0.00017050594909213138	0.014877377906021075	-0.014877377906021031
Cytoplasm_RadialDistribution_RadialCV_CorrMito_1of4	0.0007897602078720256	0.00013912622968260634	0.02245250053692019	-0.022452500536920127
Cytoplasm_RadialDistribution_RadialCV_CorrMito_2of4	0.0004629488440652807	0.00010732881683290195	0.017454545303328718	-0.017454545303328673
Cytoplasm_RadialDistribution_RadialCV_CorrMito_3of4	0.0003494139667344909	4.888832959003039e-05	0.018128993706599532	-0.01812899370659948
Cytoplasm_RadialDistribution_RadialCV_CorrMito_4of4	0.0007797330531847946	0.00016630527425469664	0.017676850805110337	-0.01767685080511029
Cytoplasm_RadialDistribution_RadialCV_CorrPM_1of4	0.00043914548261991815	-0.00010788127461713622	-0.016444193668608872	0.016444193668608824
Cytoplasm_RadialDistribution_RadialCV_CorrPM_2of4	0.0008616921282236234	-0.00016560593708596534	-0.020841285410390084	0.020841285410390025
Cytoplasm_RadialDistribution_RadialCV_CorrPM_3of4	0.0017250255622167643	-0.00023832142722509785	-0.02916615320121726	0.029166153201217175
Cytoplasm_RadialDistribution_RadialCV_CorrPM_4of4	0.0008316968949823034	-0.00011886642296786273	-0.024913316481849537	0.024913316481849468
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_1of4	2.7062134410948957e-05	1.4027148545194989e-05	-0.004614369693977206	0.004614369693977193
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_2of4	4.3140432516408644e-05	-3.741064820988844e-05	-0.004658070733116523	0.004658070733116509
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_3of4	0.0002736938059784144	-0.00010431334179401687	-0.009953589867636834	0.009953589867636807
Cytoplasm_RadialDistribution_RadialCV_CorrRNA_4of4	0.000284988217340465	-3.483320097814444e-05	-0.016121428150042773	0.01612142815004273
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_00_256	0.0030125457427202518	0.0003507812098463055	0.032432967157607205	-0.03243296715760711
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_01_256	0.0029999022619431326	0.0003474351136038807	0.03287596713533599	-0.0328759671353359
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_02_256	0.0029587416622733897	0.0003486680671003514	0.031916287321134114	-0.03191628732113402
Cytoplasm_Texture_AngularSecondMoment_CorrDNA_3_03_256	0.0029600582907814976	0.0003479474740519121	0.03208352717638194	-0.03208352717638185
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_00_256	0.009616396568800312	0.0007311601810407604	0.036545906097005476	-0.03654590609700537
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_01_256	0.008966318447351518	0.0007057141309768214	0.03670202205196357	-0.036702022051963476
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_02_256	0.010067872228283203	0.0007280391178484204	0.03818677520223125	-0.03818677520223114
Cytoplasm_Texture_AngularSecondMoment_CorrER_3_03_256	0.008755678849420967	0.0006858187346593523	0.03981446319120552	-0.03981446319120541
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_00_256	0.00689477602505606	-0.00033445535459737696	-0.07862189043447095	0.07862189043447072
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_01_256	0.006518286694785491	-0.0003128855296638842	-0.07699350122538012	0.0769935012253799
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_02_256	0.0063941045886839465	-0.0003182095922259533	-0.07569021112549171	0.0756902111254915
Cytoplasm_Texture_AngularSecondMoment_CorrGasdermin_3_03_256	0.006357149990096622	-0.00032878096740236333	-0.07490988065410611	0.07490988065410589
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_00_256	0.007606876320206957	-0.00037604663360807985	-0.07934781248765431	0.07934781248765409
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_01_256	0.007454119896042388	-0.0003655363173650256	-0.07906059175217132	0.0790605917521711
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_02_256	0.007460316883094342	-0.0003721030381781225	-0.07876276403563587	0.07876276403563563
Cytoplasm_Texture_AngularSecondMoment_CorrMito_3_03_256	0.007286854853010283	-0.0003731577227620729	-0.0772219671159902	0.07722196711598998
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_00_256	0.0019739354810530685	0.0002555723717715496	0.032372400611864485	-0.03237240061186439
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_01_256	0.0019509760101832363	0.00024864177705185344	0.03314930514160324	-0.03314930514160315
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_02_256	0.0020628406898423046	0.0002490267176728916	0.034810941092584126	-0.034810941092584036
Cytoplasm_Texture_AngularSecondMoment_CorrPM_3_03_256	0.0018981767857423337	0.0002261612434413434	0.03515211384001717	-0.03515211384001707
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_00_256	0.004485315735872519	0.00047763712301033195	0.02762730613989795	-0.02762730613989787
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_01_256	0.004411893707711223	0.0004804055608288395	0.027131658321067592	-0.027131658321067512
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_02_256	0.0045184844330300455	0.00047865491904864455	0.027724316568309017	-0.027724316568308933
Cytoplasm_Texture_AngularSecondMoment_CorrRNA_3_03_256	0.004257966605858088	0.00045214320820726643	0.03164451452383142	-0.03164451452383134
Cytoplasm_Texture_Contrast_CorrDNA_3_00_256	0.0005154277099577165	-0.0001638410350520166	-0.001558815294674837	0.0015588152946748326
Cytoplasm_Texture_Contrast_CorrDNA_3_01_256	0.00045515392154926726	-0.00015702784839204774	-0.0026808958004982493	0.002680895800498242
Cytoplasm_Texture_Contrast_CorrDNA_3_02_256	0.00029084173066029617	-0.00013984451771669698	-0.0050665037066003745	0.00506650370660036
Cytoplasm_Texture_Contrast_CorrDNA_3_03_256	0.00041991014638753654	-0.00015242355904959685	-0.003640316535057757	0.003640316535057746
Cytoplasm_Texture_Contrast_CorrER_3_00_256	0.0007354257726773783	-0.00015619713968757293	0.0027514984590584295	-0.0027514984590584217
Cytoplasm_Texture_Contrast_CorrER_3_01_256	0.0005104610745865212	-0.000131997130326962	0.000720030886047398	-0.000720030886047396
Cytoplasm_Texture_Contrast_CorrER_3_02_256	0.0008529926395892673	-0.00012348883933867654	0.0036445650223183136	-0.0036445650223183037
Cytoplasm_Texture_Contrast_CorrER_3_03_256	0.0008625650329823209	-0.00012591346705700083	0.004262907369711853	-0.004262907369711841
Cytoplasm_Texture_Contrast_CorrGasdermin_3_00_256	0.000451561715938964	-1.734738217580627e-05	0.011675865959396705	-0.01167586595939667
Cytoplasm_Texture_Contrast_CorrGasdermin_3_01_256	0.000472313457324236	-2.305710771310378e-05	0.011794620032466577	-0.011794620032466544
Cytoplasm_Texture_Contrast_CorrGasdermin_3_02_256	0.00047819432536055917	-1.313670803697077e-05	0.009880040114716842	-0.009880040114716814
Cytoplasm_Texture_Contrast_CorrGasdermin_3_03_256	0.00041463473198499745	-9.75467133298607e-06	0.008765808807375085	-0.00876580880737506
Cytoplasm_Texture_Contrast_CorrMito_3_00_256	0.0006748208348117402	1.670683756627143e-05	0.0268894533640206	-0.026889453364020526
Cytoplasm_Texture_Contrast_CorrMito_3_01_256	0.00045147623935470893	-6.0577404558938946e-06	0.021168575080403117	-0.02116857508040306
Cytoplasm_Texture_Contrast_CorrMito_3_02_256	0.0006248438873722728	1.2385800598315601e-05	0.023057961165294405	-0.023057961165294343
Cytoplasm_Texture_Contrast_CorrMito_3_03_256	0.0006938579801235578	3.260158371821524e-05	0.02564078538596251	-0.02564078538596244
Cytoplasm_Texture_Contrast_CorrPM_3_00_256	8.201267065588436e-05	-0.0004270586878763356	-0.09870026283559172	0.09870026283559144
Cytoplasm_Texture_Contrast_CorrPM_3_01_256	6.76699961825733e-05	-0.0003909647472064034	-0.10300508341431219	0.10300508341431189
Cytoplasm_Texture_Contrast_CorrPM_3_02_256	0.00016546128083050338	-0.0005326691248636671	-0.09868025904737524	0.09868025904737494
Cytoplasm_Texture_Contrast_CorrPM_3_03_256	0.00010806005292263166	-0.0003901673568355168	-0.08522718905527715	0.0852271890552769
Cytoplasm_Texture_Contrast_CorrRNA_3_00_256	0.0002946965513828115	-0.0001276022004546761	0.006902225726559828	-0.006902225726559807
Cytoplasm_Texture_Contrast_CorrRNA_3_01_256	0.00037148997346159174	-8.629882030217996e-05	0.0033356240043656716	-0.0033356240043656625
Cytoplasm_Texture_Contrast_CorrRNA_3_02_256	0.0003098645458661231	-6.416383289722985e-05	0.00292636132043701	-0.0029263613204370017
Cytoplasm_Texture_Contrast_CorrRNA_3_03_256	0.00023946781620443058	-7.670412892880596e-05	0.004812990487587902	-0.004812990487587888
Cytoplasm_Texture_Correlation_CorrDNA_3_00_256	0.0001308757730352772	-1.43621617700796e-05	-0.01223665091427676	0.012236650914276724
Cytoplasm_Texture_Correlation_CorrDNA_3_01_256	0.0001863012697258526	2.6705859547095588e-05	-0.013322220037495783	0.013322220037495744
Cytoplasm_Texture_Correlation_CorrDNA_3_02_256	6.822997603805891e-05	3.217161823927614e-05	-0.0073058273327185255	0.0073058273327185055
Cytoplasm_Texture_Correlation_CorrDNA_3_03_256	3.190187045476467e-05	-1.4877479337164447e-05	-0.005614388084820066	0.005614388084820049
Cytoplasm_Texture_Correlation_CorrER_3_00_256	0.0002988433382636879	6.693964629834118e-05	0.017088591553227627	-0.017088591553227575
Cytoplasm_Texture_Correlation_CorrER_3_01_256	0.0006485412529489976	0.0001524000147465222	0.019497767429503054	-0.019497767429503
Cytoplasm_Texture_Correlation_CorrER_3_02_256	0.00025913759338835884	8.106911011798823e-05	0.014200894561905895	-0.014200894561905854
Cytoplasm_Texture_Correlation_CorrER_3_03_256	0.0005251674990626176	0.00014158514116821103	0.0169850913944789	-0.016985091394478853
Cytoplasm_Texture_Correlation_CorrGasdermin_3_00_256	0.0018015928820140914	0.00023980646797032096	0.03325100599416432	-0.03325100599416422
Cytoplasm_Texture_Correlation_CorrGasdermin_3_01_256	0.0014453315661923094	0.0002500270591967873	0.02384660035171251	-0.023846600351712443
Cytoplasm_Texture_Correlation_CorrGasdermin_3_02_256	0.0024392864888537202	0.00027202568825734577	0.03891049282046182	-0.03891049282046172
Cytoplasm_Texture_Correlation_CorrGasdermin_3_03_256	0.001393831667568013	0.00022475318745348699	0.026669486772751327	-0.026669486772751248
Cytoplasm_Texture_Correlation_CorrMito_3_00_256	0.002925266141351579	0.0002614228143191356	0.04618627013083876	-0.04618627013083863
Cytoplasm_Texture_Correlation_CorrMito_3_01_256	0.002295125564485301	0.00025910108783513833	0.03777207484769243	-0.03777207484769233
Cytoplasm_Texture_Correlation_CorrMito_3_02_256	0.003323207471101708	0.00027498095767297795	0.05005500279780009	-0.05005500279779996
Cytoplasm_Texture_Correlation_CorrMito_3_03_256	0.002267498941244339	0.0002407014940741218	0.03957075398212587	-0.039570753982125756
Cytoplasm_Texture_Correlation_CorrPM_3_00_256	0.00023087916664443764	0.00010930581831532003	-0.0051651120648735695	0.005165112064873555
Cytoplasm_Texture_Correlation_CorrPM_3_01_256	0.0004042769171147542	0.00014330339574072205	-0.007023488541834547	0.007023488541834528
Cytoplasm_Texture_Correlation_CorrPM_3_02_256	0.0002488578310938516	0.00011985097559311932	-0.002329677232284761	0.0023296772322847544
Cytoplasm_Texture_Correlation_CorrPM_3_03_256	0.0001663614582168016	8.857919503551932e-05	-0.0054350766760065	0.005435076676006486
Cytoplasm_Texture_Correlation_CorrRNA_3_00_256	0.00017657545846749834	-0.00010456292326822125	0.0007201761878182511	-0.000720176187818249
Cytoplasm_Texture_Correlation_CorrRNA_3_01_256	3.2858682187386634e-06	1.368828166025302e-07	0.001894758863369832	-0.0018947588633698269
Cytoplasm_Texture_Correlation_CorrRNA_3_02_256	0.00012601767609121683	-8.621822827982745e-05	0.00043541707145383656	-0.0004354170714538353
Cytoplasm_Texture_Correlation_CorrRNA_3_03_256	8.234006483531786e-06	-1.7408185858127777e-05	0.001693362624550152	-0.001693362624550147
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_00_256	0.0016467042383714325	-0.00027809712807174883	-0.01960856175006628	0.019608561750066224
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_01_256	0.0017650076684843086	-0.00028465296897013567	-0.021039760504432188	0.02103976050443213
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_02_256	0.0017543354019313728	-0.00028690431933270366	-0.02060551020520516	0.020605510205205103
Cytoplasm_Texture_DifferenceEntropy_CorrDNA_3_03_256	0.0016345871464322759	-0.000263531911941011	-0.023003093834763684	0.023003093834763625
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_00_256	0.013038710353992733	-0.0008810938081164043	-0.02076770381857519	0.02076770381857513
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_01_256	0.012997593884611525	-0.0008788392764447893	-0.023012560770857844	0.02301256077085778
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_02_256	0.012783534171154187	-0.0008803798191648455	-0.021677216394363832	0.021677216394363773
Cytoplasm_Texture_DifferenceEntropy_CorrER_3_03_256	0.011948279938410189	-0.0008362659863736673	-0.026145565218902087	0.026145565218902014
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_00_256	0.004536990628105975	0.00020975042651855979	0.06841619420509468	-0.06841619420509448
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_01_256	0.004123339199746612	0.00017157082584047281	0.0663277219979372	-0.066327721997937
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_02_256	0.003908981622625873	0.00017867810435766518	0.0638713668577674	-0.0638713668577672
Cytoplasm_Texture_DifferenceEntropy_CorrGasdermin_3_03_256	0.003747489930082226	0.00018913441149799202	0.06152583319654112	-0.06152583319654094
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_00_256	0.004794297498717515	0.00024129173738314744	0.06948774416639746	-0.06948774416639726
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_01_256	0.0044685225511383875	0.00021011411643530198	0.06814146502709113	-0.06814146502709094
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_02_256	0.004440330556327199	0.00022456429780013743	0.06703138130083418	-0.067031381300834
Cytoplasm_Texture_DifferenceEntropy_CorrMito_3_03_256	0.004172752386361611	0.00023013850408004928	0.06370781742492419	-0.063707817424924
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_00_256	0.01354830291060749	-0.0007617325219500481	-0.07500505934575001	0.0750050593457498
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_01_256	0.011342600005247894	-0.0007178860122012931	-0.06627880978860223	0.06627880978860205
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_02_256	0.013751025539801676	-0.0007647758769407272	-0.08000203166363085	0.08000203166363062
Cytoplasm_Texture_DifferenceEntropy_CorrPM_3_03_256	0.010236328463782862	-0.0006436155948026762	-0.06887516682783977	0.06887516682783958
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_00_256	0.007940685938251035	-0.0006569127906056875	-0.030989175620452773	0.030989175620452687
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_01_256	0.008474620002866251	-0.0006837542168501536	-0.031232633470671754	0.031232633470671664
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_02_256	0.008069763561446952	-0.0006628478448556981	-0.032172036416932746	0.032172036416932656
Cytoplasm_Texture_DifferenceEntropy_CorrRNA_3_03_256	0.007561156215571296	-0.0006320998965369723	-0.03434704524618297	0.03434704524618287
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_00_256	0.0011973660032296163	0.00021132109882712223	0.022431769487261645	-0.02243176948726158
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_01_256	0.001460189749647789	0.00023404198206195903	0.02452088077827752	-0.02452088077827745
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_02_256	0.0012706608087221793	0.00021518846463514728	0.02347349307731423	-0.023473493077314164
Cytoplasm_Texture_DifferenceVariance_CorrDNA_3_03_256	0.0015167310566465142	0.0002296986292847789	0.02645713124914044	-0.02645713124914036
Cytoplasm_Texture_DifferenceVariance_CorrER_3_00_256	0.01248080602749313	0.0008125226744496842	0.030558063708854312	-0.03055806370885423
Cytoplasm_Texture_DifferenceVariance_CorrER_3_01_256	0.012622424021056289	0.0008146232309287079	0.03202176886344746	-0.03202176886344736
Cytoplasm_Texture_DifferenceVariance_CorrER_3_02_256	0.012471540359186406	0.0008110971379144089	0.030942589149323713	-0.030942589149323622
Cytoplasm_Texture_DifferenceVariance_CorrER_3_03_256	0.012071818713013327	0.0007949400812333123	0.0328813298215047	-0.0328813298215046
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_00_256	0.006342935859172116	-0.00030767795903462235	-0.0745603565290997	0.07456035652909948
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_01_256	0.006140693027967936	-0.00028295472733890045	-0.07475403462662167	0.07475403462662145
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_02_256	0.0057670715039783715	-0.0002854947323477366	-0.07145857716910259	0.0714585771691024
Cytoplasm_Texture_DifferenceVariance_CorrGasdermin_3_03_256	0.005919119653895466	-0.0002972353639895613	-0.07196526103382883	0.07196526103382862
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_00_256	0.0064990648956999575	-0.00031378596654342924	-0.07554911761174257	0.07554911761174236
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_01_256	0.0064167466120801375	-0.00029376950069389307	-0.07636320784899918	0.07636320784899894
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_02_256	0.006175873729700743	-0.0003015638166087639	-0.07392622910578558	0.07392622910578538
Cytoplasm_Texture_DifferenceVariance_CorrMito_3_03_256	0.0061867753356322774	-0.00030736757495146856	-0.07344754609121244	0.07344754609121223
Cytoplasm_Texture_DifferenceVariance_CorrPM_3_00_256	0.016543915481220584	0.0007480601606398751	0.0875952821613275	-0.08759528216132725
