feature	r2_score	Metadata_number_of_singlecells	DMSO 0.1%_0	Flagellin_1µg_per_ml
Cytoplasm_Correlation_Manders_CorrRNA_CorrDNA	0.0013129815251838872	-0.0001551123085348495	-0.03230819718047155	0.03230819718047146
Cytoplasm_Correlation_Manders_CorrRNA_CorrER	0.00018467169506786174	-9.356717543833005e-05	0.00043255193950717994	-0.0004325519395071787
Cytoplasm_Correlation_Manders_CorrRNA_CorrGasdermin	0.0001860111992380009	-7.410348382636907e-05	-0.006788658966263086	0.0067886589662630665
Cytoplasm_Correlation_Manders_CorrRNA_CorrMito	0.00044200572882802103	-0.00012940612989743446	-0.008523606005396395	0.008523606005396369
Cytoplasm_Correlation_Manders_CorrRNA_CorrPM	0.0002310861901130279	8.721217197994404e-05	0.011023259342101884	-0.011023259342101853
Cytoplasm_Correlation_Overlap_CorrDNA_CorrER	0.0004213137317127247	7.132668095545218e-05	-0.018108776320803377	0.018108776320803325
Cytoplasm_Correlation_Overlap_CorrDNA_CorrGasdermin	0.0024216428810043267	-0.0001875695197580683	-0.04564428002585663	0.0456442800258565
Cytoplasm_Correlation_Overlap_CorrDNA_CorrMito	0.002096993155955129	-0.00018608798928244094	-0.041696709673752566	0.04169670967375245
Cytoplasm_Correlation_Overlap_CorrDNA_CorrPM	0.0003494343103779274	-0.00014111677959284055	-0.003931494968577081	0.00393149496857707
Cytoplasm_Correlation_Overlap_CorrDNA_CorrRNA	0.00021996355994091665	-1.1377221197319809e-05	-0.015239154602705172	0.015239154602705128
Cytoplasm_Correlation_Overlap_CorrER_CorrGasdermin	3.982155822290778e-05	3.358943918174623e-05	-0.003290772852691466	0.003290772852691457
Cytoplasm_Correlation_Overlap_CorrER_CorrMito	2.9917464971052077e-05	-3.8703080352788976e-05	-0.00024041894324139905	0.00024041894324139832
Cytoplasm_Correlation_Overlap_CorrER_CorrPM	7.75271046792314e-05	-3.582429253447521e-05	-0.007619739242024515	0.007619739242024495
Cytoplasm_Correlation_Overlap_CorrER_CorrRNA	0.0010872641751630274	0.00012996283748733348	0.03164106047066496	-0.03164106047066487
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrMito	0.0002808988215277086	0.00010432655711899543	0.005639500521446331	-0.005639500521446315
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrPM	0.0024087250560834716	-0.0002654185930315969	-0.039033139195728574	0.03903313919572846
Cytoplasm_Correlation_Overlap_CorrGasdermin_CorrRNA	4.9068965825349586e-05	-4.47084725678242e-05	-0.0006055186192723757	0.000605518619272374
Cytoplasm_Correlation_Overlap_CorrMito_CorrPM	0.0034618958895553664	-0.0003153566616500953	-0.04859327084403749	0.04859327084403735
Cytoplasm_Correlation_Overlap_CorrMito_CorrRNA	0.0005341584112885656	-0.0001421852783620647	0.0006124427513600411	-0.0006124427513600393
Cytoplasm_Correlation_Overlap_CorrPM_CorrRNA	0.0002236884397393002	-2.804015815611389e-05	-0.013566074509730072	0.013566074509730035
Cytoplasm_Correlation_RWC_CorrDNA_CorrER	0.0004258144425247634	0.000146544452415549	-0.0012690195140001735	0.00126901951400017
Cytoplasm_Correlation_RWC_CorrDNA_CorrGasdermin	0.00040411959425401545	7.168857245172652e-05	-0.01567796298330893	0.01567796298330889
Cytoplasm_Correlation_RWC_CorrDNA_CorrMito	0.00015017503985104153	3.305082951550877e-05	-0.010990399127168642	0.010990399127168609
Cytoplasm_Correlation_RWC_CorrDNA_CorrPM	0.00024207793215813567	0.00011833264880586688	0.0022498786234027156	-0.002249878623402709
Cytoplasm_Correlation_RWC_CorrDNA_CorrRNA	0.0005103941240469645	0.00016533031656067195	0.0007138003060406584	-0.0007138003060406565
Cytoplasm_Correlation_RWC_CorrER_CorrDNA	0.0011960255786045426	-8.812874867365711e-05	-0.0335450453400664	0.033545045340066304
Cytoplasm_Correlation_RWC_CorrER_CorrGasdermin	2.8165485873477003e-05	3.0394316647721184e-05	-0.0017770445462966314	0.0017770445462966264
Cytoplasm_Correlation_RWC_CorrER_CorrMito	0.00010054934065961696	-5.777859571156049e-05	-0.004413553282906208	0.004413553282906196
Cytoplasm_Correlation_RWC_CorrER_CorrPM	3.9494736792655694e-05	4.497890686921494e-05	-0.001126975947709809	0.0011269759477098057
Cytoplasm_Correlation_RWC_CorrER_CorrRNA	0.0004344725195396526	0.00013112465406591014	0.01711400912879425	-0.017114009128794197
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrDNA	0.001077808288335702	-9.91770372312629e-05	-0.031157377745551988	0.031157377745551898
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrER	0.0004810415852685157	0.00010206917120333424	0.015074714069552794	-0.01507471406955275
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrMito	0.002875208307908217	0.0001754940507702427	0.0449778691893401	-0.04497786918933998
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrPM	0.0003025333722612711	0.00013365984522429241	0.0036044574546939953	-0.0036044574546939844
Cytoplasm_Correlation_RWC_CorrGasdermin_CorrRNA	0.0007208714952345874	0.00010229736670615774	0.018120014585545362	-0.01812001458554531
Cytoplasm_Correlation_RWC_CorrMito_CorrDNA	0.0009398525692054793	-0.00010319866958660823	-0.028644963184237066	0.02864496318423698
Cytoplasm_Correlation_RWC_CorrMito_CorrER	0.00021098767774740956	4.319918315036208e-05	0.012145100042387974	-0.01214510004238794
Cytoplasm_Correlation_RWC_CorrMito_CorrGasdermin	0.0005520276423415238	9.31428680453052e-05	0.01570507698210074	-0.01570507698210069
Cytoplasm_Correlation_RWC_CorrMito_CorrPM	0.0001796258915999216	7.85868085166337e-05	-0.00830710160801643	0.008307101608016405
Cytoplasm_Correlation_RWC_CorrMito_CorrRNA	0.00023722243286139477	2.102796655507883e-05	0.012764475577585057	-0.012764475577585019
Cytoplasm_Correlation_RWC_CorrPM_CorrDNA	0.0008854928614817625	-0.00010595673184609565	-0.02751087204078201	0.027510872040781925
Cytoplasm_Correlation_RWC_CorrPM_CorrER	0.00016032338023086457	5.245961893554074e-05	0.010189094065295137	-0.010189094065295107
Cytoplasm_Correlation_RWC_CorrPM_CorrGasdermin	4.793902982758169e-05	2.4800679737333423e-05	-0.0054280887852863405	0.005428088785286326
Cytoplasm_Correlation_RWC_CorrPM_CorrMito	0.00017807809542924602	-2.0449827604661285e-05	-0.01314219858108252	0.013142198581082485
Cytoplasm_Correlation_RWC_CorrPM_CorrRNA	0.0008828643029109573	0.00017880928851459152	0.015051011470762005	-0.01505101147076196
Cytoplasm_Correlation_RWC_CorrRNA_CorrDNA	0.0012682423514306373	-0.00012952082198673236	-0.032615765826881075	0.03261576582688099
Cytoplasm_Correlation_RWC_CorrRNA_CorrER	0.00013632490436787936	-7.49711238948257e-05	0.0035622012857520462	-0.0035622012857520354
Cytoplasm_Correlation_RWC_CorrRNA_CorrGasdermin	0.00018259190661018554	-8.239193796528952e-05	-0.004687038711474233	0.00468703871147422
Cytoplasm_Correlation_RWC_CorrRNA_CorrMito	0.000827541268212828	-0.00017865686419535644	-0.009344723139522084	0.009344723139522058
Cytoplasm_Correlation_RWC_CorrRNA_CorrPM	0.000149855437794999	9.008714228287799e-05	-0.0007000564485828459	0.0007000564485828438
Cytoplasm_Granularity_10_CorrDNA	0.0006160918123453429	-0.000144161292569945	-0.017260836842228486	0.017260836842228434
Cytoplasm_Granularity_10_CorrER	0.0031073071511192873	-0.00034052706509162054	-0.03942560851240577	0.039425608512405654
Cytoplasm_Granularity_10_CorrGasdermin	0.001975737013817813	-0.0003092989165416268	-0.024373058620928305	0.024373058620928232
Cytoplasm_Granularity_10_CorrMito	0.001453617123942652	-0.0002092267121712654	-0.030485600230540005	0.030485600230539922
Cytoplasm_Granularity_10_CorrPM	0.001845284642031153	-0.0003224644919733896	-0.026564695651466463	0.026564695651466387
Cytoplasm_Granularity_10_CorrRNA	0.0022987904606994736	-0.0003537771491511515	-0.022850964577762416	0.022850964577762353
Cytoplasm_Granularity_11_CorrDNA	0.00015131122255229723	-7.691229475926985e-05	-0.007600675945286212	0.00760067594528619
Cytoplasm_Granularity_11_CorrER	0.0021399594572737435	-0.0002655099001587628	-0.034185225184697944	0.03418522518469785
Cytoplasm_Granularity_11_CorrGasdermin	0.002722023686167918	-0.0003346877904184832	-0.035251167110858746	0.03525116711085864
Cytoplasm_Granularity_11_CorrMito	0.0020983098429033786	-0.00034750288255987134	-0.01218811038827303	0.012188110388272994
Cytoplasm_Granularity_11_CorrPM	0.001483404694551993	-0.0002920357330660929	-0.021115440992020958	0.021115440992020895
Cytoplasm_Granularity_11_CorrRNA	0.003561450295609392	-0.00040313480255156094	-0.037617240138022714	0.0376172401380226
Cytoplasm_Granularity_12_CorrDNA	0.0004352456893265133	-5.291192366402459e-05	-0.01992534407358089	0.01992534407358083
Cytoplasm_Granularity_12_CorrER	0.002410144722901797	-0.0003651219669790918	-0.01800543918393705	0.018005439183936996
Cytoplasm_Granularity_12_CorrGasdermin	0.0005037912459374683	-0.00012228122934310854	-0.017917162798763514	0.017917162798763462
Cytoplasm_Granularity_12_CorrMito	0.0022163234603078674	-0.00020710383794280706	-0.04379153242138313	0.043791532421383006
Cytoplasm_Granularity_12_CorrPM	0.002280082370160863	-0.00036716521778645724	-0.014972341174263534	0.014972341174263491
Cytoplasm_Granularity_12_CorrRNA	0.0030286314773182443	-0.0003376253289370948	-0.039848818453091864	0.03984881845309175
Cytoplasm_Granularity_13_CorrDNA	4.115567289786348e-05	-4.1807732194576584e-05	-0.0031905671704640856	0.003190567170464076
Cytoplasm_Granularity_13_CorrER	0.0007081301649339844	-0.00011343835860970411	-0.024285182852124665	0.024285182852124595
Cytoplasm_Granularity_13_CorrGasdermin	8.679023218338688e-05	-2.3381093984095197e-05	-0.009472182357158404	0.009472182357158378
Cytoplasm_Granularity_13_CorrMito	0.00021974498918042595	-5.647545783151025e-05	-0.014030980071972832	0.014030980071972794
Cytoplasm_Granularity_13_CorrPM	0.0010554075900935933	-0.00026342445816184153	-0.00874526930153329	0.008745269301533264
Cytoplasm_Granularity_13_CorrRNA	0.0008908237486465742	-0.00015131417458698232	-0.02562909013506754	0.025629090135067468
Cytoplasm_Granularity_14_CorrDNA	5.5242777440844826e-05	-4.2510694575174954e-05	0.003909680167447765	-0.003909680167447755
Cytoplasm_Granularity_14_CorrER	0.0003970286437569026	-9.984497905728396e-05	-0.01685662996240652	0.016856629962406472
Cytoplasm_Granularity_14_CorrGasdermin	0.0002970697651411003	-8.374028577906024e-05	-0.014548893338357061	0.014548893338357021
Cytoplasm_Granularity_14_CorrMito	5.172725326807459e-05	-2.27523279963423e-06	-0.007207651345093557	0.007207651345093535
Cytoplasm_Granularity_14_CorrPM	0.0018497548421145815	-0.0001258499353673315	-0.04418607863638844	0.044186078636388314
