plate_name,plate_barcode,position,cell_type,incubation inducer,inhibitor,inhibitor_concentration_value,inhibitor_concentration_unit,inhibitor_concentration,inducer1,inducer1_concentration_value,inducer1_concentration_unit,inducer1_concentration,inducer2,inducer2_concentration_value,inducer2_concentration_unit,inducer2_concentration
70117_20230118MM1_P1a,430418_430419,F17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,N18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,E19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,I20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,H22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,F23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,N24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,H7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,P7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,H8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,P8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,H9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,P9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,H10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,P10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,H11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media,,,,,,,
70117_20230118MM1_P1a,430418_430419,P11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,H12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,P12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,P13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,D14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,B15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,M16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,I17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,A18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,P19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,D20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,B21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,M22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,I23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
70117_20230118MM1_P1a,430418_430419,A24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Media ctr,,,,,,,
