plate_name,plate_barcode,position,cell_type,incubation inducer,inhibitor,inhibitor_concentration_value,inhibitor_concentration_unit,inhibitor_concentration,inducer1,inducer1_concentration_value,inducer1_concentration_unit,inducer1_concentration,inducer2,inducer2_concentration_value,inducer2_concentration_unit,inducer2_concentration
70117_20230118MM1_P1a,430418_430419,L23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,Nigericin,10,µM,10 µM
70117_20230118MM1_P1a,430418_430419,D24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,Nigericin,10,µM,10 µM
70117_20230118MM1_P1a,430418_430419,B1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,B2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,B3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,B4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,B5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,B6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,C13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,M13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,C15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,M15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,P16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,B17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,C19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,M19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,C21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,M21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,P22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,B23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,G23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,J24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Flagellin,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,1,µg/ml,1 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,D7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,D8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,D9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,D10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,D11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,D12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,H13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,J15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,E16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,M17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,E18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,H19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,L20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,J21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,E22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,M23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,E24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,1,µM,1 µM,,,,
70117_20230118MM1_P1a,430418_430419,A1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,I1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,I2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,I3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,I4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,I5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,I6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,E14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,L16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,H17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,P18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,A19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,E20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,O21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,L22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,H23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,P24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,LPS,10,µg/ml,10 µg/ml,,,,
70117_20230118MM1_P1a,430418_430419,C7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,K7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,C8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,K8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,C9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,K9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,C10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,K10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,C11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,K11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,C12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,K12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,F13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,J14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,L15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,G16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,N17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,F18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,F19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,J20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,L21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,G22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,N23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,F24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Thapsi,10,µM,10 µM,,,,
70117_20230118MM1_P1a,430418_430419,A7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,I7,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,A8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,I8,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,A9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,I9,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,A10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,I10,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,A11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,I11,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,A12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,I12,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,B13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,F14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,P15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,K16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,P17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,H18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,B19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,F20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,P21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,K22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,P23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,H24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,Disulfiram,2.5,µM,2.5 µM,,,,
70117_20230118MM1_P1a,430418_430419,D1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,L1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,D2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,L2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,D3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,L3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,D4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,L4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,D5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,L5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,D6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,L6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,G13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,K14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,I15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,F16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,E17,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,M18,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,G19,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,K20,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,I21,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,F22,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,E23,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,M24,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,50,µM,50 µM,,,,
70117_20230118MM1_P1a,430418_430419,C1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K1,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,C2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K2,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,C3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K3,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,C4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K4,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,C5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K5,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,C6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K6,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,E13,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,I14,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,K15,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
70117_20230118MM1_P1a,430418_430419,H16,SH-SY5Y,24 h,DMSO,0.1,%,0.10%,H2O2,500,µM,500 µM,,,,
