,Wells,Metadata_Well,correlation
101,E20,B13,0.14927771077213967
102,F20,B13,-0.044213292347375886
103,G20,B13,-0.019496187275605453
104,H20,B13,0.0013918991081093856
105,I20,B13,-0.04374909081983209
106,J20,B13,-0.12070442546861108
107,K20,B13,-0.4111783488817427
108,L20,B13,-0.3264080020209412
109,M20,B13,-0.29303024265004635
110,N20,B13,-0.1783812982519847
111,O20,B13,-0.17222464643348176
112,B21,B13,0.25675903634437724
113,C21,B13,0.3118651704371052
114,D21,B13,0.0021313048755647055
115,E21,B13,0.1109594169078979
116,F21,B13,-0.07936344748076371
117,G21,B13,0.04215288811545541
118,H21,B13,0.0024827751195481643
119,I21,B13,0.020092810667953254
120,J21,B13,-0.1281225086750137
121,K21,B13,-0.36480996944425453
122,L21,B13,-0.39311466363967595
123,M21,B13,-0.42219234893591023
124,N21,B13,-0.18587357522663
125,O21,B13,-0.1722986763135412
126,B22,B13,-0.21322656610177704
127,C22,B13,-0.3908451608854658
128,D22,B13,-0.3222756958733894
129,E22,B13,0.014555702608438185
130,F22,B13,0.06048685354439926
131,G22,B13,0.0027316066641975873
132,H22,B13,0.2781583077964978
133,I22,B13,-0.2256003603628566
134,J22,B13,-0.2982730997667283
135,K22,B13,0.009546284520444582
136,L22,B13,0.29775634533301143
137,M22,B13,0.3505746409757958
138,N22,B13,0.17483098311684245
139,O22,B13,0.11342204965846814
140,B23,B13,-0.22834201615285293
141,C23,B13,-0.4443727686369447
142,D23,B13,-0.32205041823706826
143,E23,B13,0.19368884432527936
144,F23,B13,0.04926179996717419
145,G23,B13,0.03380305132932978
146,H23,B13,0.17682946375085548
147,I23,B13,-0.25347981392491875
148,J23,B13,-0.18200383095365624
149,K23,B13,-0.043306580329376516
150,L23,B13,0.10485320424869521
151,M23,B13,0.2870722813580909
152,N23,B13,0.03239107723499924
153,O23,B13,0.001831519070339255
154,B13,C13,0.18853801090674213
155,C13,C13,1.0
156,D13,C13,0.34541908530279053
157,E13,C13,0.1657856828935873
158,F13,C13,0.37652442911466216
159,G13,C13,0.4719901549163677
160,H13,C13,0.33118395831815145
161,I13,C13,0.24035566045265788
162,J13,C13,0.6007595564416448
163,K13,C13,0.5796290857818098
164,L13,C13,0.5221144139494999
165,M13,C13,0.5224710528850119
166,N13,C13,0.21973776158661415
167,O13,C13,0.2518425576252875
168,B14,C13,0.42258196641440865
169,C14,C13,0.6920893406380921
170,D14,C13,0.10147672413591534
171,E14,C13,0.02259597667398529
172,F14,C13,0.3749524204154811
173,G14,C13,0.14106949924467005
174,H14,C13,0.3457277257428401
175,I14,C13,0.5435294591770843
176,J14,C13,0.4738525823295381
177,K14,C13,0.16607714298076345
178,L14,C13,0.009048566142083323
179,M14,C13,-0.03259625446625981
180,N14,C13,0.06059769142950555
181,O14,C13,0.4177988382364761
182,B15,C13,0.5151356728402409
183,C15,C13,0.4011601619749872
184,D15,C13,0.3247501225702408
185,E15,C13,-0.05669431568671325
186,F15,C13,0.10511964111041017
187,G15,C13,0.46053226549128423
188,H15,C13,-0.049956438861466404
189,I15,C13,0.2641701914421242
190,J15,C13,0.46527304993524976
191,K15,C13,0.14784025988081098
192,L15,C13,0.022529242522730305
193,M15,C13,0.04554777391206257
194,N15,C13,0.14490443916489637
195,O15,C13,0.004476617213363349
196,B16,C13,0.3666611706943649
197,C16,C13,0.43278433611942246
198,D16,C13,0.2645451655222023
199,E16,C13,-0.03665293987486033
200,F16,C13,-0.0738334122635001
201,G16,C13,0.012760398151148804
202,H16,C13,-0.19703946687784551
203,I16,C13,0.35438136939787485
204,J16,C13,-0.24090628833169178
205,K16,C13,-0.11481371817512706
206,L16,C13,-0.36335633814583906
207,M16,C13,-0.42800687458730563
208,N16,C13,-0.3247125761494446
209,O16,C13,-0.022238467321329947
210,B17,C13,0.3473267343754519
211,C17,C13,0.2761116907297116
212,D17,C13,-0.19365501487306755
213,E17,C13,-0.07618051143916273
214,F17,C13,0.04295660708075618
215,G17,C13,-0.16574918392908086
216,H17,C13,-0.22307635637881307
217,I17,C13,0.2852014602855126
218,J17,C13,-0.38394788620783515
219,K17,C13,-0.32652082163580726
220,L17,C13,-0.3633109982526727
221,M17,C13,-0.512317662734498
222,N17,C13,-0.37802799260864756
223,O17,C13,-0.08670408277813564
224,B18,C13,-0.6060535234140229
225,C18,C13,-0.4068754230837844
226,D18,C13,-0.5448609168422491
227,E18,C13,0.06682125739929334
228,F18,C13,-0.027345772381394857
229,G18,C13,0.11233673573325366
230,H18,C13,0.4530504823088427
231,I18,C13,0.08351573500744569
232,J18,C13,-0.25508791081042453
233,K18,C13,0.27841798010225394
234,L18,C13,0.24367819072888613
235,M18,C13,-0.09323795102695948
236,N18,C13,-0.286778405267334
237,O18,C13,0.47122384306875076
238,B19,C13,-0.5738443249987804
239,C19,C13,-0.4190973268881494
240,D19,C13,-0.4516876756374106
241,E19,C13,0.11829787285093186
242,F19,C13,-0.11368290834707381
243,G19,C13,0.17988342168954655
244,H19,C13,0.36501648884045285
245,I19,C13,0.07240606755505227
246,J19,C13,-0.25916592307931263
247,K19,C13,0.11346667270916799
248,L19,C13,-0.12293034818017158
249,M19,C13,-0.010184743997712135
250,N19,C13,-0.2738689318462833
251,O19,C13,0.29480158338485324
252,B20,C13,0.17243709734668258
253,C20,C13,0.3343326995072661
254,D20,C13,0.032999762627810764
255,E20,C13,0.04940897087229832
256,F20,C13,-0.02305729459747607
257,G20,C13,-0.16979743130579647
258,H20,C13,-0.18675858216103972
259,I20,C13,0.26898329972231355
260,J20,C13,-0.6035187409023955
261,K20,C13,-0.3149949443070778
262,L20,C13,-0.32338398483937797
263,M20,C13,-0.23736661238789128
264,N20,C13,-0.3102193134484425
265,O20,C13,-0.06394861729388482
266,B21,C13,0.41310085332991325
267,C21,C13,0.40978115719168096
268,D21,C13,-0.13882341858389954
269,E21,C13,-0.02254020362964222
270,F21,C13,-0.408372715219767
271,G21,C13,0.16883634015062068
272,H21,C13,-0.25941269638457626
273,I21,C13,0.37940125702970345
274,J21,C13,-0.26766262069887886
275,K21,C13,-0.3868191063550174
276,L21,C13,-0.46078976900377006
277,M21,C13,-0.48059345999866737
278,N21,C13,-0.3602457298332414
279,O21,C13,-0.1376410650324138
280,B22,C13,-0.5051089324036473
281,C22,C13,-0.35730431769223336
282,D22,C13,-0.5054187736523964
283,E22,C13,0.033448845830862696
284,F22,C13,-0.08413178472611967
285,G22,C13,-0.028496298659731946
286,H22,C13,0.3841105440827171
287,I22,C13,0.3602216982846777
288,J22,C13,-0.2326086013759808
289,K22,C13,0.3999240728171977
290,L22,C13,0.1443299166538676
291,M22,C13,0.19560533492075313
292,N22,C13,-0.2874433940719493
293,O22,C13,0.452041258016304
294,B23,C13,-0.46800782794341833
295,C23,C13,-0.25841299644138144
296,D23,C13,-0.32978991135593616
297,E23,C13,0.4204680135239813
298,F23,C13,0.053151329178489255
299,G23,C13,0.058907861942820036
300,H23,C13,0.3944750637201706
301,I23,C13,0.19958270746342077
302,J23,C13,-0.3074526912721953
303,K23,C13,0.1826118838086426
304,L23,C13,-0.24012441556507808
305,M23,C13,0.1677706439157478
306,N23,C13,-0.3975312805631642
307,O23,C13,0.22811515804094687
308,B13,D13,0.18963416633515467
309,C13,D13,0.34541908530279053
310,D13,D13,1.0
311,E13,D13,0.4682611970876402
312,F13,D13,0.6521100687435765
313,G13,D13,0.4476711646844154
314,H13,D13,0.43189784277241494
315,I13,D13,0.10827390021255401
316,J13,D13,0.29970617796382454
317,K13,D13,0.6052677837579542
318,L13,D13,0.304729226241407
319,M13,D13,0.5911230686779279
320,N13,D13,0.507313841011486
321,O13,D13,0.47769858275564575
322,B14,D13,0.26761233335527423
323,C14,D13,0.29681493256115604
324,D14,D13,0.37638355038521015
325,E14,D13,0.2827829037509728
326,F14,D13,-0.017050552051682558
327,G14,D13,-0.0043730135030284
328,H14,D13,-0.059936587287429
329,I14,D13,0.1965556151428953
330,J14,D13,0.07713948331996733
331,K14,D13,0.3893642674018619
332,L14,D13,0.29843716771240725
333,M14,D13,0.09091839424805781
334,N14,D13,0.007820021793664629
335,O14,D13,-0.036922594006042045
336,B15,D13,0.3097762567499997
337,C15,D13,0.1729267155598066
338,D15,D13,0.3747077778987044
339,E15,D13,0.29092329097031433
340,F15,D13,-0.08713443069684725
341,G15,D13,-0.06828037717506136
342,H15,D13,-0.020339104557986702
343,I15,D13,0.15438570532631177
344,J15,D13,0.15211872737295762
345,K15,D13,0.3408215292495232
346,L15,D13,0.2947386744848283
347,M15,D13,-0.03392615166674023
348,N15,D13,0.04257023632042733
349,O15,D13,0.030773612245885106
350,B16,D13,0.37192190470060893
351,C16,D13,0.1351297541920371
352,D16,D13,0.02234303415237928
353,E16,D13,0.07486219322008059
354,F16,D13,-0.19160722151733808
355,G16,D13,-0.3804745982652075
356,H16,D13,-0.28513202717280123
357,I16,D13,0.47415386042613944
358,J16,D13,-0.29532955300551983
359,K16,D13,-0.3169472445388868
360,L16,D13,-0.492831390376899
361,M16,D13,-0.4494864002718976
362,N16,D13,-0.2566466954739005
363,O16,D13,0.346730608845335
364,B17,D13,0.31584621379378636
365,C17,D13,0.1770661568491575
366,D17,D13,-0.09372863496059781
367,E17,D13,-0.15216250024009384
368,F17,D13,-0.19325418703215175
369,G17,D13,-0.21524666236904846
370,H17,D13,-0.3052273849215813
371,I17,D13,0.5563145567248999
372,J17,D13,-0.3006903460624583
373,K17,D13,-0.28537237323104864
374,L17,D13,-0.4539801245368902
375,M17,D13,-0.2653902011707661
376,N17,D13,-0.22628109800723673
377,O17,D13,0.3344428599965105
378,B18,D13,-0.3228380954470805
379,C18,D13,-0.3023748354930886
380,D18,D13,-0.4523940572372087
381,E18,D13,-0.17841340082073162
382,F18,D13,-0.31694723423256066
383,G18,D13,-0.2374181466477931
384,H18,D13,0.0673394986448784
385,I18,D13,0.16620162253470325
386,J18,D13,-0.3132043513365404
387,K18,D13,0.480743785225277
388,L18,D13,0.08633400957571385
389,M18,D13,0.012379537160242836
390,N18,D13,-0.14423455544238684
391,O18,D13,0.13467054879924925
392,B19,D13,-0.4424228161517478
393,C19,D13,-0.3810777083420106
394,D19,D13,-0.5134815199920068
395,E19,D13,-0.021548157744089063
396,F19,D13,-0.31888082167611875
397,G19,D13,-0.2035280410014511
398,H19,D13,0.10262923288054852
399,I19,D13,0.2140185984375819
400,J19,D13,-0.3561157475469491
401,K19,D13,0.5365542238513054
402,L19,D13,0.18729384869253257
403,M19,D13,-0.01637598163476324
404,N19,D13,-0.1818171803956337
405,O19,D13,0.24798567992829412
406,B20,D13,0.2582523206746209
407,C20,D13,0.18891037379569853
408,D20,D13,-0.09743509949815647
409,E20,D13,-0.11630549225694146
410,F20,D13,-0.30766810809252015
411,G20,D13,-0.29840650773793315
412,H20,D13,-0.337204355321733
413,I20,D13,0.5747262449261431
414,J20,D13,-0.11032349964914671
415,K20,D13,-0.265301378652516
416,L20,D13,-0.4132760020074668
417,M20,D13,-0.3559187138701249
418,N20,D13,-0.2165782730633273
419,O20,D13,0.34145894750593403
420,B21,D13,0.27584620104730845
421,C21,D13,0.007597121051768433
422,D21,D13,0.13327630809017485
423,E21,D13,-0.23010603259770007
424,F21,D13,-0.3563772891713938
425,G21,D13,-0.33581205260235936
426,H21,D13,-0.20250219112744397
427,I21,D13,0.5435166464870391
428,J21,D13,-0.2782724965252601
429,K21,D13,-0.32378035046088066
430,L21,D13,-0.4184210371713688
431,M21,D13,-0.3834431983224822
432,N21,D13,-0.22406678738023453
433,O21,D13,0.39492300638446454
434,B22,D13,-0.289503524468614
435,C22,D13,-0.4711887912021505
436,D22,D13,-0.4957369145784148
437,E22,D13,-0.214349959093118
438,F22,D13,-0.3412634768011558
439,G22,D13,-0.30492192846273886
440,H22,D13,0.0834501245193683
441,I22,D13,0.20862917053655303
442,J22,D13,-0.3416903080641267
443,K22,D13,0.4843624101454619
444,L22,D13,0.1263054601365257
445,M22,D13,0.23633337248185432
446,N22,D13,-0.1966694249369188
447,O22,D13,0.15540584790334108
448,B23,D13,-0.4143827650157323
449,C23,D13,-0.4108776769220537
450,D23,D13,-0.48971289739592694
451,E23,D13,0.06739718002590782
452,F23,D13,-0.31828666923843
453,G23,D13,-0.23400545816714
454,H23,D13,0.1270217478971293
455,I23,D13,0.1969156174455121
456,J23,D13,-0.3614843944521531
457,K23,D13,0.4557566580061193
458,L23,D13,0.2129756365109375
459,M23,D13,0.2701298803208551
460,N23,D13,-0.1696510431253624
461,O23,D13,0.3488961648724494
462,B13,E13,0.3507733112270984
463,C13,E13,0.1657856828935873
464,D13,E13,0.4682611970876402
465,E13,E13,1.0
466,F13,E13,0.4532939661223875
467,G13,E13,0.3125806179992811
468,H13,E13,0.4913990282155056
469,I13,E13,0.10888925689523855
470,J13,E13,0.03848751029299567
471,K13,E13,0.2566095070789392
472,L13,E13,0.06965661068200896
473,M13,E13,0.2458967709520134
474,N13,E13,0.382566439341401
475,O13,E13,0.4268904336520281
476,B14,E13,0.3346828164142691
477,C14,E13,0.09151207297826527
478,D14,E13,0.13181670922763938
479,E14,E13,0.1301042792220335
480,F14,E13,-0.11294008827050918
481,G14,E13,0.09195112264249723
482,H14,E13,0.060963726172604184
483,I14,E13,0.0561826913687255
484,J14,E13,-0.015231257870736285
485,K14,E13,0.14827876544052637
486,L14,E13,0.09088111851569586
487,M14,E13,0.0540872820076157
488,N14,E13,0.33570365130259866
489,O14,E13,-0.07543792753275674
490,B15,E13,0.23905211442926347
491,C15,E13,0.2850198978586537
492,D15,E13,0.04229605132522085
493,E15,E13,0.07268724971324239
494,F15,E13,-0.023031029847963312
495,G15,E13,-0.021235397965167664
496,H15,E13,0.17446087472047028
497,I15,E13,0.17727499258436158
498,J15,E13,0.03833037965898306
499,K15,E13,0.06756098936005883
500,L15,E13,0.08855620051135733
501,M15,E13,0.09581407353733686
502,N15,E13,0.3594876927378499
503,O15,E13,0.2161804269474411
504,B16,E13,0.4046572936483747
505,C16,E13,0.17016258183328806
506,D16,E13,0.1903030418952542
507,E16,E13,0.12360264680781644
508,F16,E13,0.05833348627875894
509,G16,E13,-0.14681196735262206
510,H16,E13,-0.11740320874488568
511,I16,E13,0.1397527013339967
512,J16,E13,-0.19924723563534757
513,K16,E13,-0.31017767207274144
514,L16,E13,-0.34893847286648483
515,M16,E13,-0.42331469826567597
516,N16,E13,-0.25826998837705717
517,O16,E13,0.045073328377687384
518,B17,E13,0.22222397094752747
519,C17,E13,0.19283010093349517
520,D17,E13,0.1584279716763626
521,E17,E13,0.09643163125213604
522,F17,E13,-0.1857583373210567
523,G17,E13,0.08757266352120746
524,H17,E13,-0.01602140354643631
525,I17,E13,0.30330810581734324
526,J17,E13,-0.1081057175235843
527,K17,E13,-0.09213125109023626
528,L17,E13,-0.4951547753018638
529,M17,E13,-0.3392148271667813
530,N17,E13,-0.21720149993006216
531,O17,E13,0.007435807761863269
532,B18,E13,-0.07671048344118846
533,C18,E13,-0.17628784657452143
534,D18,E13,-0.2874457805043344
535,E18,E13,0.1522097834868496
536,F18,E13,0.09908319036568504
537,G18,E13,-0.08270175322941814
538,H18,E13,-0.08740480525976582
539,I18,E13,-0.019400601310247914
540,J18,E13,-0.25514823804428804
541,K18,E13,0.10225006275674355
542,L18,E13,-0.14794147824552126
543,M18,E13,-0.052030414429517675
544,N18,E13,0.15372388668518425
545,O18,E13,0.06791170512517165
546,B19,E13,-0.20311600031168212
547,C19,E13,-0.26918111529528393
548,D19,E13,-0.42990727920221766
549,E19,E13,0.1868026595622913
550,F19,E13,-0.05960895546894008
551,G19,E13,-0.03141600475637015
552,H19,E13,0.014898763602812812
553,I19,E13,0.1905234947163002
554,J19,E13,-0.2938317902652136
555,K19,E13,0.33322572062101
556,L19,E13,0.3192608315812356
557,M19,E13,-0.09279593176016267
558,N19,E13,0.1708719140438399
559,O19,E13,0.3130519434653988
560,B20,E13,0.22665299226585933
561,C20,E13,0.16109530498936486
562,D20,E13,0.1632723143621205
563,E20,E13,-0.010714196553648744
564,F20,E13,-0.2478171855628412
565,G20,E13,0.05168850024640884
566,H20,E13,0.02290161558811906
567,I20,E13,0.3256213870085766
568,J20,E13,-0.00526415271345148
569,K20,E13,-0.22186609978890734
570,L20,E13,-0.4541449675957157
571,M20,E13,-0.4180370949883716
572,N20,E13,-0.20565955948131803
573,O20,E13,0.08333127224053198
574,B21,E13,0.0348290151614634
575,C21,E13,0.023113293653185624
576,D21,E13,0.3893722698446314
577,E21,E13,-0.06986826933889975
578,F21,E13,-0.015447473410060905
579,G21,E13,-0.16876341289873487
580,H21,E13,0.05748292487261154
581,I21,E13,0.18813769680530845
582,J21,E13,-0.2622003631664084
583,K21,E13,-0.24053102604293247
584,L21,E13,-0.383937897590623
585,M21,E13,-0.3556224344800006
586,N21,E13,-0.17307625824496337
587,O21,E13,0.016113764400012626
588,B22,E13,-0.24031286494784998
589,C22,E13,-0.4069816999135153
590,D22,E13,-0.33470585500067473
591,E22,E13,0.03311565422038424
592,F22,E13,0.06140439248737089
593,G22,E13,-0.13186463080852853
594,H22,E13,0.12226887328264772
595,I22,E13,-0.09144716921795219
596,J22,E13,-0.27616630663548264
597,K22,E13,0.17149262843627322
598,L22,E13,-0.11640264342759342
599,M22,E13,0.16283869717990265
600,N22,E13,-0.01433875254261376
601,O22,E13,0.04181490542093073
602,B23,E13,-0.22276193575570266
603,C23,E13,-0.4709930153654108
604,D23,E13,-0.30733364256817286
605,E23,E13,-0.014205243423850591
606,F23,E13,-0.006933194853363007
607,G23,E13,-0.12217181148464798
608,H23,E13,0.03943951479513669
609,I23,E13,0.03208706089771646
610,J23,E13,-0.11511137704350724
611,K23,E13,0.20025892823293678
612,L23,E13,0.22837440356196118
613,M23,E13,0.19264810428470014
614,N23,E13,0.12921607094240783
615,O23,E13,0.14513857484908013
616,B13,F13,0.3327823917239323
617,C13,F13,0.37652442911466216
618,D13,F13,0.6521100687435765
619,E13,F13,0.4532939661223875
620,F13,F13,1.0
621,G13,F13,0.4359413157151804
622,H13,F13,0.359828304333449
623,I13,F13,0.027542807344354665
624,J13,F13,0.3384049187210739
625,K13,F13,0.619002393207569
626,L13,F13,0.2130034097559804
627,M13,F13,0.6272172156964559
628,N13,F13,0.4394500755471959
629,O13,F13,0.4476481958222409
630,B14,F13,0.23704442588027883
631,C14,F13,0.2974243561755706
632,D14,F13,0.383843170528595
633,E14,F13,0.2979908712229402
634,F14,F13,-0.023605233903291844
635,G14,F13,-0.01198375634899464
636,H14,F13,-0.09169636442908112
637,I14,F13,0.18152860831530623
638,J14,F13,0.09282310119499557
639,K14,F13,0.3429252002362922
640,L14,F13,0.2819296753679851
641,M14,F13,0.05072778543907087
642,N14,F13,0.0022223134828935165
643,O14,F13,-0.07840817454317366
644,B15,F13,0.2679116234024381
645,C15,F13,0.23096006166332916
646,D15,F13,0.3257723593004898
647,E15,F13,0.27643375449417706
648,F15,F13,-0.13900734377061613
649,G15,F13,-0.05397549845692138
650,H15,F13,0.11953428172769213
651,I15,F13,0.12187958476295019
652,J15,F13,0.16269532255353103
653,K15,F13,0.32250318013079593
654,L15,F13,0.25578129479755024
655,M15,F13,-0.007212271149801239
656,N15,F13,0.03590846458910339
657,O15,F13,0.1609429761657882
658,B16,F13,0.32987414412573907
659,C16,F13,0.1146656539299286
660,D16,F13,0.06846236684737594
661,E16,F13,-0.03282325655784356
662,F16,F13,-0.07395801943266159
663,G16,F13,-0.3586170377436737
664,H16,F13,-0.20161803122973587
665,I16,F13,0.48825217109829167
666,J16,F13,-0.29655715041395764
667,K16,F13,-0.2769344357422717
668,L16,F13,-0.5322598924343309
669,M16,F13,-0.5083907816587809
670,N16,F13,-0.40214111045426343
671,O16,F13,0.3153308360520236
672,B17,F13,0.4015333019231029
673,C17,F13,0.1987610078994742
674,D17,F13,-0.09648243623104683
675,E17,F13,-0.07107828263205704
676,F17,F13,-0.3165309794694335
677,G17,F13,-0.2376465290283515
678,H17,F13,-0.25893717104167213
679,I17,F13,0.5356999704743042
680,J17,F13,-0.3329443515330247
681,K17,F13,-0.2360074440007017
682,L17,F13,-0.5075717034494691
683,M17,F13,-0.3532331058634309
684,N17,F13,-0.3221099029392654
685,O17,F13,0.31676230568676045
686,B18,F13,-0.2511108355957078
687,C18,F13,-0.2505184774230226
688,D18,F13,-0.4196073081382963
689,E18,F13,-0.15391624276829707
690,F18,F13,-0.29034022048858693
691,G18,F13,-0.10778359773782203
692,H18,F13,0.12816804683036148
693,I18,F13,0.11108907095003405
694,J18,F13,-0.4030540742214411
695,K18,F13,0.42530911825315393
696,L18,F13,-0.052249751994882986
697,M18,F13,-0.10363826317367027
698,N18,F13,-0.05372380792326362
699,O18,F13,0.06104972714345242
700,B19,F13,-0.38391644844520406
701,C19,F13,-0.40436575176740164
702,D19,F13,-0.5553576594098442
703,E19,F13,0.2486339345817143
704,F19,F13,-0.2732829520438616
705,G19,F13,-0.08280410364058392
706,H19,F13,0.2357845181476132
707,I19,F13,0.2037352241767577
708,J19,F13,-0.459101588836319
709,K19,F13,0.5539308893281407
710,L19,F13,0.22961642386735534
711,M19,F13,-0.08383189579442524
712,N19,F13,-0.037244076754526956
713,O19,F13,0.3337477814103724
714,B20,F13,0.4292161056804486
715,C20,F13,0.1390363302554822
716,D20,F13,-0.007836711409904579
717,E20,F13,-0.19400571830108118
718,F20,F13,-0.22480828867835612
719,G20,F13,-0.18456886908305378
720,H20,F13,-0.3105173003053539
721,I20,F13,0.6379314312952116
722,J20,F13,-0.19772057683010236
723,K20,F13,-0.25142231702663687
724,L20,F13,-0.5335456987116802
725,M20,F13,-0.39124377004525535
726,N20,F13,-0.3208767707038327
727,O20,F13,0.3714708334229815
728,B21,F13,0.18147828093269855
729,C21,F13,0.01906001113068774
730,D21,F13,0.17412511004317424
731,E21,F13,-0.1083872767370985
732,F21,F13,-0.20616458561033107
733,G21,F13,-0.2681573808635388
734,H21,F13,-0.1012057910479699
735,I21,F13,0.5054736321819991
736,J21,F13,-0.4135511948870951
737,K21,F13,-0.25870667682726267
738,L21,F13,-0.5379890564813101
739,M21,F13,-0.37049156679431994
740,N21,F13,-0.2589237041844044
741,O21,F13,0.314019140761507
742,B22,F13,-0.19066534608997227
743,C22,F13,-0.45450188798722296
744,D22,F13,-0.555647180545816
745,E22,F13,-0.2022672736977323
746,F22,F13,-0.275550929251862
747,G22,F13,-0.3184131975243108
748,H22,F13,0.14494375367457682
749,I22,F13,0.10674480728638334
750,J22,F13,-0.43929992695136366
751,K22,F13,0.5664067638356208
752,L22,F13,0.016659605421540317
753,M22,F13,0.207425364771002
754,N22,F13,-0.07769131679736785
755,O22,F13,0.1101972284058484
756,B23,F13,-0.28488913562730134
757,C23,F13,-0.44167342558958783
758,D23,F13,-0.4939366279423852
759,E23,F13,0.15655429855394754
760,F23,F13,-0.18627606352087253
761,G23,F13,-0.11812708461640675
762,H23,F13,0.1707659500015282
763,I23,F13,0.10565329498399895
764,J23,F13,-0.3916423429636122
765,K23,F13,0.4977462512036818
766,L23,F13,0.20862590234196687
767,M23,F13,0.2567617446953186
768,N23,F13,-0.021180378902897336
769,O23,F13,0.13925545695041427
770,B13,G13,0.33457357672390464
771,C13,G13,0.4719901549163677
772,D13,G13,0.4476711646844154
773,E13,G13,0.3125806179992811
774,F13,G13,0.4359413157151804
775,G13,G13,1.0
776,H13,G13,0.3645595690877894
777,I13,G13,0.41724950676835965
778,J13,G13,0.39078905853666046
779,K13,G13,0.6111782652668306
780,L13,G13,0.5183696403917919
781,M13,G13,0.5795099881294783
782,N13,G13,0.4077433326385011
783,O13,G13,0.35479375908995503
784,B14,G13,0.39061733842961094
785,C14,G13,0.6057907626075694
786,D14,G13,0.21433855892217088
787,E14,G13,0.08707913224275125
788,F14,G13,0.38641668474419205
789,G14,G13,0.21650980951115992
790,H14,G13,0.34127332547368555
791,I14,G13,0.47747270207374637
792,J14,G13,0.40770762145183825
793,K14,G13,0.192550306462309
794,L14,G13,0.09561806650764103
795,M14,G13,0.2855163028099533
796,N14,G13,0.13809811499474137
797,O14,G13,0.3751452388613616
798,B15,G13,0.4481578773894137
799,C15,G13,0.4862374829400951
800,D15,G13,0.29980836555554413
801,E15,G13,0.06724647344189816
802,F15,G13,0.23235026485417543
803,G15,G13,0.3295125224670972
