oneb_Metadata_Treatment_Dose_Inhibitor_Dose,DMSO_0.100_DMSO_0.025,DMSO_0.100_DMSO_1.0,DMSO_0.100_Z-VAD-FMK_100.0,DMSO_0.100_Z-VAD-FMK_30.0,Disulfiram_0.100_DMSO_0.025,Disulfiram_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,Flagellin_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.0,H2O2_100.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.0,H2O2_100.000_Z-VAD-FMK_100.0,LPS_0.010_DMSO_0.025,LPS_0.100_DMSO_0.025,LPS_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,LPS_10.000_Disulfiram_0.1,LPS_10.000_Disulfiram_1.0,LPS_10.000_Disulfiram_2.5,LPS_10.000_Z-VAD-FMK_100.0,LPS_100.000_DMSO_0.025,LPS_Nigericin_1.000_1.0_DMSO_0.025,LPS_Nigericin_1.000_10.0_DMSO_0.025,LPS_Nigericin_1.000_10.0_Disulfiram_1.0,LPS_Nigericin_1.000_10.0_Z-VAD-FMK_100.0,LPS_Nigericin_1.000_3.0_DMSO_0.025,LPS_Nigericin_100.000_1.0_DMSO_0.025,LPS_Nigericin_100.000_10.0_DMSO_0.025,LPS_Nigericin_100.000_3.0_DMSO_0.025,Thapsigargin_1.000_DMSO_0.025,Thapsigargin_10.000_DMSO_0.025,Topotecan_10.000_DMSO_0.025,Topotecan_20.000_DMSO_0.025,Topotecan_5.000_DMSO_0.025,media ctr_0_Media ctr_0.0
H2O2_100.000_DMSO_0.025,0.1509093419373113,0.34174786210366603,0.36335807651592095,0.19889658431391177,-0.07563555573586397,-0.3253177561226708,-0.3679809196843503,0.05030133180558272,0.04618700231993759,-0.23310893512879083,1.0,0.07527924271969526,0.39093785750066423,0.2221857473215025,0.10227576514159213,-0.2691880894911159,-0.274154556821328,-0.33588682950359827,-0.2739663067006275,-0.3367814056066727,0.28181648901594486,-0.46469255319916764,-0.24607695456753562,-0.2566333335761948,-0.09679366277523893,0.2007069418584005,-0.2209957447067101,-0.4366504721689923,-0.2776558352657239,-0.3347497010777939,0.3921885697941164,0.1946117890111781,-0.16089997309941448,-0.11480151720110444,-0.18579071050018806,0.16744552279055316
H2O2_100.000_Disulfiram_1.0,-0.47893279963717617,-0.36276128134023844,-0.5697202954156386,-0.5311063242170514,-0.1744709177416645,0.2503487026478776,-0.001380200669068015,-0.18947823494023713,-0.3362713506509328,0.258227981600396,0.07527924271969526,1.0,-0.3638420990236025,-0.4484354954685807,-0.3766498463195893,-0.2957066328609217,-0.16960077689232797,0.0250932909486404,0.2752121756486624,0.36380731465802923,-0.5357395316547173,0.1851385161414313,0.07528838819612357,0.39018841326888387,0.5215693895762861,-0.32195740891110697,0.5394999971908733,0.21513835580164795,0.5722364417922103,0.19922924100118583,-0.27096176112536435,-0.2262327742687294,-0.2686561305592282,-0.342205161001497,-0.34590594795897595,-0.43932366219989744
H2O2_100.000_Z-VAD-FMK_100.0,0.03348311094699036,0.2664416039917711,0.6728501196773429,0.3434473537980914,-0.03295457943637351,-0.3732263736771744,-0.2993582915714534,0.0239499260768116,-0.04823300043631151,-0.13902726834313633,0.39093785750066423,-0.3638420990236025,1.0,0.2644861777521097,-0.013878682146085638,-0.18787920710745837,-0.2697957852743771,-0.2704983950187485,-0.3401911439262392,-0.2953516205719497,0.7363102657617004,-0.615490113125558,-0.2323991692829689,-0.3590181888523184,-0.3956967734585365,0.571917098631792,-0.4760767844100996,-0.36881940860259593,-0.5842705115885539,-0.39089716255092294,0.5585523364251144,0.4541352900806266,-0.23761025006366174,-0.09852340651092574,-0.24116848951168463,0.06131568074630922
LPS_0.010_DMSO_0.025,0.6060173416143001,0.43666422338856703,0.5470828403576923,0.5992819993125341,0.14314956805680232,-0.20345093870946176,-0.12001441773459981,0.28285513331945744,0.4485780652322544,-0.22208832206073403,0.2221857473215025,-0.4484354954685807,0.2644861777521097,1.0,0.5252336547246513,0.24551758312515837,-0.017112578574618214,-0.16182419366975884,-0.21921544689627012,-0.25670697610849763,0.34204329745867124,-0.32577992192323535,-0.42972031959774304,-0.4403211225293299,-0.34068311782653415,0.15760892099309706,-0.4150377882125642,-0.44556442650322353,-0.5372994174546118,-0.5477069096812491,0.1525082369370992,-0.06674517536372127,0.414038986521125,0.2802193165042778,0.41228383345433683,0.4963178874826075
LPS_0.100_DMSO_0.025,0.6869051409112282,0.5063673373330684,0.3273811308820684,0.5237939830376105,0.3624100329338104,0.1637273222268247,0.2388375669683586,0.13006110489825332,0.4850737784323493,-0.2723213042194712,0.10227576514159213,-0.3766498463195893,-0.013878682146085638,0.5252336547246513,1.0,0.4604758896226915,0.35649106647232204,0.024470104851219216,0.09512892975053369,-0.19465208094343503,0.1658310002803887,-0.1521307204532123,-0.36825725695916695,-0.5077705331876383,-0.3777239732792779,-0.27176958165506443,-0.4231762886731504,-0.471999164216023,-0.4395328166695536,-0.37001246534930915,-0.17014519230796687,-0.2932543456699988,0.6074131984431629,0.6019072374400709,0.6210317985789217,0.6376869966206834
LPS_1.000_DMSO_0.025,0.1813578655939758,0.09419711819675883,-0.03027665546852874,0.2078847356196112,0.41582230521283947,0.3927975829076022,0.34598296127103767,0.29925261506298256,0.30070822314090173,0.21351003174473013,-0.2691880894911159,-0.2957066328609217,-0.18787920710745837,0.24551758312515837,0.4604758896226915,1.0,0.53908075154212,0.34663843728980165,0.2308259422186955,0.2211216364265682,-0.026619747773225032,0.17573231468603023,-0.10051786772030015,-0.3878908146968009,-0.4054820476800936,-0.37090577350437715,-0.3529608780675357,0.03526071798138548,-0.22748854952443812,-0.13699936289706557,-0.2770612794909205,-0.2279712759957455,0.5761751769957772,0.4230593899330827,0.4661559871738792,0.19957051095085693
LPS_10.000_DMSO_0.025,0.12082370938369498,0.1449326330391107,-0.1774802324839744,0.019981295715958827,0.3411458155267747,0.48360198633514667,0.4994338870794515,0.1916863548933201,0.34798162061097493,0.22168129746635215,-0.274154556821328,-0.16960077689232797,-0.2697957852743771,-0.017112578574618214,0.35649106647232204,0.53908075154212,1.0,0.4003428775476231,0.309862262975061,0.23598161471915102,-0.22859657188899812,0.33015445486860023,-0.08973200712961693,-0.2779829234538534,-0.2969518898034214,-0.5505243578444939,-0.20784136527554622,0.1032484011723672,-0.03706976006139814,-0.0416112225324779,-0.36350519286559657,-0.30352057527812976,0.49129437025621125,0.4488148385840759,0.5287383705767741,0.26127289336255405
LPS_10.000_Disulfiram_0.1,-0.10465355518435178,-0.2776203677696752,-0.3501213643641945,-0.2655118041964074,0.36051342949606474,0.29626444544773956,0.37528865730515737,-0.04582195898512771,0.03347124667315127,0.1150425850575578,-0.33588682950359827,0.0250932909486404,-0.2704983950187485,-0.16182419366975884,0.024470104851219216,0.34663843728980165,0.4003428775476231,1.0,0.31669082447765673,0.3599565902683004,-0.2504386143434549,0.3326253242537851,-0.059699128165366544,-0.004903601818096151,-0.2054030410429191,-0.3040463532744425,0.1009764879753475,0.1083774385984433,0.03483279555027852,0.06751590625697179,-0.11664828240855066,-0.0294721555725393,0.16285572273737928,0.1243433952885429,0.13035313827024378,-0.16707450397419335
LPS_10.000_Disulfiram_1.0,-0.05111049948072666,-0.050665788712638965,-0.40852924905364557,-0.2185451260308514,0.3408975731735408,0.8398687002742758,0.6382420000044873,-0.203060330045503,-0.09036839327890435,0.6222999974296166,-0.2739663067006275,0.2752121756486624,-0.3401911439262392,-0.21921544689627012,0.09512892975053369,0.2308259422186955,0.309862262975061,0.31669082447765673,1.0,0.7406178538940457,-0.5161724159798117,0.02433245674138008,-0.12819144320825668,-0.26512437261321625,0.12202406749978645,-0.7097829718539914,-0.12026733743633942,0.07630267882370315,0.0741124329190371,-0.012543968510392332,-0.4389073940020599,-0.35188112216330514,0.11703725088725923,0.24837636397194984,0.0262256587175937,-0.07962076099298504
LPS_10.000_Disulfiram_2.5,-0.3661679378793994,-0.23400392999135444,-0.487066608940604,-0.32561945507989765,0.2800083936608129,0.7126147485469786,0.48770624750018987,-0.05375002650217635,-0.2074804766269664,0.7649964201813166,-0.3367814056066727,0.36380731465802923,-0.2953516205719497,-0.25670697610849763,-0.19465208094343503,0.2211216364265682,0.23598161471915102,0.3599565902683004,0.7406178538940457,1.0,-0.5280182291280582,0.13737652125225527,-0.09965565616340948,-0.12271528478866527,0.1085424404556616,-0.5581126386661142,-0.02961427128593807,0.2895546345344489,0.15380306878325317,-0.026434211339145603,-0.2922846964322278,-0.1745357928474439,0.02427324737084382,-0.014177750185258324,-0.11540658969567456,-0.3279290437790786
