,Treatments,oneb_Metadata_Treatment_Dose_Inhibitor_Dose,correlation
263,LPS_Nigericin_100.000_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9996219849533394
264,LPS_Nigericin_100.000_10.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9994217576747882
265,LPS_Nigericin_100.000_3.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9996336200959354
266,Thapsigargin_1.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9996228282171657
267,Thapsigargin_10.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9996508322787444
268,Topotecan_10.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9998063215728289
269,Topotecan_20.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9999379279900715
270,Topotecan_5.000_DMSO_0.025,Disulfiram_2.500_DMSO_0.025,0.9999533572576821
271,media ctr_nan_Media ctr_nan,Disulfiram_2.500_DMSO_0.025,0.9999554051927144
272,media ctr_nan_Media_nan,Disulfiram_2.500_DMSO_0.025,0.9999151146647324
273,DMSO_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.7940835722410529
274,DMSO_0.100_DMSO_1.000,Flagellin_0.100_DMSO_0.000,0.9718379780184287
275,DMSO_0.100_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.000,0.9752574556553518
276,DMSO_0.100_Z-VAD-FMK_30.000,Flagellin_0.100_DMSO_0.000,0.9828949003454954
277,Disulfiram_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9934122326486303
278,Disulfiram_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9938247106064386
279,Disulfiram_2.500_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9934828587573438
280,Flagellin_0.100_DMSO_0.000,Flagellin_0.100_DMSO_0.000,1.0
281,Flagellin_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9966724580101365
282,Flagellin_1.000_DMSO_0.000,Flagellin_0.100_DMSO_0.000,0.995430288550176
283,Flagellin_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9961162325272218
284,Flagellin_1.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.000,0.9950244452810327
285,H2O2_100.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9935280179972045
286,H2O2_100.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.000,0.9936723887922294
287,H2O2_100.000_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.000,0.992735778906858
288,LPS_0.010_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9944092719005047
289,LPS_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.995073818731055
290,LPS_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9951946703324468
291,LPS_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9945580045534272
292,LPS_10.000_Disulfiram_0.100,Flagellin_0.100_DMSO_0.000,0.9941450321657183
293,LPS_10.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.000,0.9940520796786101
294,LPS_10.000_Disulfiram_2.500,Flagellin_0.100_DMSO_0.000,0.994120490371089
295,LPS_10.000_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.000,0.9924001577978765
296,LPS_100.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.994254783734132
297,LPS_Nigericin_1.000_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9909117014792554
298,LPS_Nigericin_1.000_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9888139996033517
299,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.000,0.9925377163920648
300,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.000,0.9892527533236372
301,LPS_Nigericin_1.000_3.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9902413792307871
302,LPS_Nigericin_100.000_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9937466321323759
303,LPS_Nigericin_100.000_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9918941761718506
304,LPS_Nigericin_100.000_3.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.992733119876283
305,Thapsigargin_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.993808435384928
306,Thapsigargin_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9934596716104068
307,Topotecan_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9936736475663454
308,Topotecan_20.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9933939254773573
309,Topotecan_5.000_DMSO_0.025,Flagellin_0.100_DMSO_0.000,0.9933816591666976
310,media ctr_nan_Media ctr_nan,Flagellin_0.100_DMSO_0.000,0.9934483334052017
311,media ctr_nan_Media_nan,Flagellin_0.100_DMSO_0.000,0.9934490103021959
312,DMSO_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.7910082180865605
313,DMSO_0.100_DMSO_1.000,Flagellin_0.100_DMSO_0.025,0.9732096920852149
314,DMSO_0.100_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.025,0.9772414912510964
315,DMSO_0.100_Z-VAD-FMK_30.000,Flagellin_0.100_DMSO_0.025,0.9842230984155155
316,Disulfiram_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9954415884668487
317,Disulfiram_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9962288606190057
318,Disulfiram_2.500_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.995923060661493
319,Flagellin_0.100_DMSO_0.000,Flagellin_0.100_DMSO_0.025,0.9966724580101365
320,Flagellin_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.025,1.0
321,Flagellin_1.000_DMSO_0.000,Flagellin_0.100_DMSO_0.025,0.997732217584059
322,Flagellin_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9982483354200264
323,Flagellin_1.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.025,0.9973009767612758
324,H2O2_100.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9959476098815074
325,H2O2_100.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.025,0.9962050020249994
326,H2O2_100.000_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.025,0.9953096068669373
327,LPS_0.010_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9959603292441165
328,LPS_0.100_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9972977046251843
329,LPS_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.997342017361353
330,LPS_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9969701529220352
331,LPS_10.000_Disulfiram_0.100,Flagellin_0.100_DMSO_0.025,0.9966321207373782
332,LPS_10.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.025,0.9965012615954518
333,LPS_10.000_Disulfiram_2.500,Flagellin_0.100_DMSO_0.025,0.9965695349144825
334,LPS_10.000_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.025,0.9948679404200623
335,LPS_100.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9966972356627305
336,LPS_Nigericin_1.000_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9937585902143617
337,LPS_Nigericin_1.000_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9919057713436759
338,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,Flagellin_0.100_DMSO_0.025,0.9949995921330161
339,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,Flagellin_0.100_DMSO_0.025,0.9920121840801411
340,LPS_Nigericin_1.000_3.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9930661077940621
341,LPS_Nigericin_100.000_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9962784837499175
342,LPS_Nigericin_100.000_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9946501291201381
343,LPS_Nigericin_100.000_3.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9953458706141067
344,Thapsigargin_1.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9962600292788074
345,Thapsigargin_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9960331366096474
346,Topotecan_10.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9959385085951249
347,Topotecan_20.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9958669393260756
348,Topotecan_5.000_DMSO_0.025,Flagellin_0.100_DMSO_0.025,0.9958324328468608
349,media ctr_nan_Media ctr_nan,Flagellin_0.100_DMSO_0.025,0.9959790035072523
350,media ctr_nan_Media_nan,Flagellin_0.100_DMSO_0.025,0.9959653629272277
351,DMSO_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.7773653630245324
352,DMSO_0.100_DMSO_1.000,Flagellin_1.000_DMSO_0.000,0.9734813144928665
353,DMSO_0.100_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.000,0.9788841876743469
354,DMSO_0.100_Z-VAD-FMK_30.000,Flagellin_1.000_DMSO_0.000,0.9842366545082396
355,Disulfiram_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9968200974832194
356,Disulfiram_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9983918207117137
357,Disulfiram_2.500_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9985732710608628
358,Flagellin_0.100_DMSO_0.000,Flagellin_1.000_DMSO_0.000,0.995430288550176
359,Flagellin_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.997732217584059
360,Flagellin_1.000_DMSO_0.000,Flagellin_1.000_DMSO_0.000,1.0
361,Flagellin_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9992920676762281
362,Flagellin_1.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.000,0.9991250812583478
363,H2O2_100.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9985071805865741
364,H2O2_100.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.000,0.9986863621628163
365,H2O2_100.000_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.000,0.9982783377552527
366,LPS_0.010_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9955926111323624
367,LPS_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.997587591286994
368,LPS_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9992693373833408
369,LPS_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9993135864387146
370,LPS_10.000_Disulfiram_0.100,Flagellin_1.000_DMSO_0.000,0.99907399532099
371,LPS_10.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.000,0.9990172558385982
372,LPS_10.000_Disulfiram_2.500,Flagellin_1.000_DMSO_0.000,0.9990121861183977
373,LPS_10.000_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.000,0.9978507914251963
374,LPS_100.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9992339317736862
375,LPS_Nigericin_1.000_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9968054047740013
376,LPS_Nigericin_1.000_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9955883239162696
377,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.000,0.9976940475302085
378,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.000,0.9954627447673737
379,LPS_Nigericin_1.000_3.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9964849605767006
380,LPS_Nigericin_100.000_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.998913113419533
381,LPS_Nigericin_100.000_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9979998467405863
382,LPS_Nigericin_100.000_3.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9984355355753183
383,Thapsigargin_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9982736344199037
384,Thapsigargin_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9984146923957061
385,Topotecan_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.998237242612867
386,Topotecan_20.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9985512186111017
387,Topotecan_5.000_DMSO_0.025,Flagellin_1.000_DMSO_0.000,0.9985384086435649
388,media ctr_nan_Media ctr_nan,Flagellin_1.000_DMSO_0.000,0.9985977028152967
389,media ctr_nan_Media_nan,Flagellin_1.000_DMSO_0.000,0.9985395025054786
390,DMSO_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.7814696269113287
391,DMSO_0.100_DMSO_1.000,Flagellin_1.000_DMSO_0.025,0.974662830303124
392,DMSO_0.100_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.025,0.9794259884980462
393,DMSO_0.100_Z-VAD-FMK_30.000,Flagellin_1.000_DMSO_0.025,0.9848698318159717
394,Disulfiram_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9970420515882223
395,Disulfiram_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9983868101071098
396,Disulfiram_2.500_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9985706961795472
397,Flagellin_0.100_DMSO_0.000,Flagellin_1.000_DMSO_0.025,0.9961162325272218
398,Flagellin_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9982483354200264
399,Flagellin_1.000_DMSO_0.000,Flagellin_1.000_DMSO_0.025,0.9992920676762281
400,Flagellin_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,1.0
401,Flagellin_1.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.025,0.9991442204281729
402,H2O2_100.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9985201612426002
403,H2O2_100.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.025,0.9986896264959304
404,H2O2_100.000_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.025,0.9982382970588086
405,LPS_0.010_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9958036964292205
406,LPS_0.100_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9977808657748495
407,LPS_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9992623962538758
408,LPS_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9992987164365925
409,LPS_10.000_Disulfiram_0.100,Flagellin_1.000_DMSO_0.025,0.9990443267988418
410,LPS_10.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.025,0.9990150416729571
411,LPS_10.000_Disulfiram_2.500,Flagellin_1.000_DMSO_0.025,0.9990042481856922
412,LPS_10.000_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.025,0.9978741588142188
413,LPS_100.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9991558245149139
414,LPS_Nigericin_1.000_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9966771875707198
415,LPS_Nigericin_1.000_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9953445667101192
416,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,Flagellin_1.000_DMSO_0.025,0.9974100129830987
417,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,Flagellin_1.000_DMSO_0.025,0.9953806805937778
418,LPS_Nigericin_1.000_3.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9964521237010417
419,LPS_Nigericin_100.000_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9988141939940336
420,LPS_Nigericin_100.000_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9978371181381096
421,LPS_Nigericin_100.000_3.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9983318965248064
422,Thapsigargin_1.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9984012009283193
423,Thapsigargin_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9984319957781478
424,Topotecan_10.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9983133108385346
425,Topotecan_20.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.9985079011368815
426,Topotecan_5.000_DMSO_0.025,Flagellin_1.000_DMSO_0.025,0.998517706954793
427,media ctr_nan_Media ctr_nan,Flagellin_1.000_DMSO_0.025,0.9985829142074455
428,media ctr_nan_Media_nan,Flagellin_1.000_DMSO_0.025,0.9985975940610043
429,DMSO_0.100_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.7755183275055766
430,DMSO_0.100_DMSO_1.000,Flagellin_1.000_Disulfiram_1.000,0.9734178738688156
431,DMSO_0.100_Z-VAD-FMK_100.000,Flagellin_1.000_Disulfiram_1.000,0.979852182188609
432,DMSO_0.100_Z-VAD-FMK_30.000,Flagellin_1.000_Disulfiram_1.000,0.9849956095493906
433,Disulfiram_0.100_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.996718113896225
434,Disulfiram_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9984019098378464
435,Disulfiram_2.500_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9986379779080121
436,Flagellin_0.100_DMSO_0.000,Flagellin_1.000_Disulfiram_1.000,0.9950244452810327
437,Flagellin_0.100_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9973009767612758
438,Flagellin_1.000_DMSO_0.000,Flagellin_1.000_Disulfiram_1.000,0.9991250812583478
439,Flagellin_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9991442204281729
440,Flagellin_1.000_Disulfiram_1.000,Flagellin_1.000_Disulfiram_1.000,1.0
441,H2O2_100.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9985785787946406
442,H2O2_100.000_Disulfiram_1.000,Flagellin_1.000_Disulfiram_1.000,0.998805919656979
443,H2O2_100.000_Z-VAD-FMK_100.000,Flagellin_1.000_Disulfiram_1.000,0.9985496397522922
444,LPS_0.010_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9954364962904182
445,LPS_0.100_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9975098774175932
446,LPS_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9993280855968474
447,LPS_10.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9994351194207769
448,LPS_10.000_Disulfiram_0.100,Flagellin_1.000_Disulfiram_1.000,0.9994361838690495
449,LPS_10.000_Disulfiram_1.000,Flagellin_1.000_Disulfiram_1.000,0.9994893291095679
450,LPS_10.000_Disulfiram_2.500,Flagellin_1.000_Disulfiram_1.000,0.9994577215645201
451,LPS_10.000_Z-VAD-FMK_100.000,Flagellin_1.000_Disulfiram_1.000,0.9981097150611346
452,LPS_100.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9993552777395391
453,LPS_Nigericin_1.000_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9973348372568166
454,LPS_Nigericin_1.000_10.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9961460597711679
455,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,Flagellin_1.000_Disulfiram_1.000,0.9980785219603279
456,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,Flagellin_1.000_Disulfiram_1.000,0.9957625081775744
457,LPS_Nigericin_1.000_3.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9971342361826179
458,LPS_Nigericin_100.000_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9990957929350721
459,LPS_Nigericin_100.000_10.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9982637682096311
460,LPS_Nigericin_100.000_3.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.998691803075744
461,Thapsigargin_1.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9982500175360433
462,Thapsigargin_10.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9984596927168412
463,Topotecan_10.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9982760674242716
464,Topotecan_20.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9986092533587982
465,Topotecan_5.000_DMSO_0.025,Flagellin_1.000_Disulfiram_1.000,0.9986118993154067
466,media ctr_nan_Media ctr_nan,Flagellin_1.000_Disulfiram_1.000,0.9986501097890909
467,media ctr_nan_Media_nan,Flagellin_1.000_Disulfiram_1.000,0.9986754883030448
468,DMSO_0.100_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.7855461263306927
469,DMSO_0.100_DMSO_1.000,H2O2_100.000_DMSO_0.025,0.9791768831099403
470,DMSO_0.100_Z-VAD-FMK_100.000,H2O2_100.000_DMSO_0.025,0.982920901303734
471,DMSO_0.100_Z-VAD-FMK_30.000,H2O2_100.000_DMSO_0.025,0.9868964033918164
472,Disulfiram_0.100_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9986126402162065
473,Disulfiram_1.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9998302309307123
474,Disulfiram_2.500_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.999946895818901
475,Flagellin_0.100_DMSO_0.000,H2O2_100.000_DMSO_0.025,0.9935280179972045
476,Flagellin_0.100_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9959476098815074
477,Flagellin_1.000_DMSO_0.000,H2O2_100.000_DMSO_0.025,0.9985071805865741
478,Flagellin_1.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9985201612426002
479,Flagellin_1.000_Disulfiram_1.000,H2O2_100.000_DMSO_0.025,0.9985785787946406
480,H2O2_100.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,1.0
481,H2O2_100.000_Disulfiram_1.000,H2O2_100.000_DMSO_0.025,0.999936040013559
482,H2O2_100.000_Z-VAD-FMK_100.000,H2O2_100.000_DMSO_0.025,0.9998110286282765
483,LPS_0.010_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9919454565521632
484,LPS_0.100_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9948595568170729
485,LPS_1.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9985652787199134
486,LPS_10.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9992265555523087
487,LPS_10.000_Disulfiram_0.100,H2O2_100.000_DMSO_0.025,0.9993726623266658
488,LPS_10.000_Disulfiram_1.000,H2O2_100.000_DMSO_0.025,0.9993338199728952
489,LPS_10.000_Disulfiram_2.500,H2O2_100.000_DMSO_0.025,0.9993814316723743
490,LPS_10.000_Z-VAD-FMK_100.000,H2O2_100.000_DMSO_0.025,0.9996573692036977
491,LPS_100.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9994933078842668
492,LPS_Nigericin_1.000_1.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.99777823330225
493,LPS_Nigericin_1.000_10.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9972762805660051
494,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,H2O2_100.000_DMSO_0.025,0.9984896019240068
495,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,H2O2_100.000_DMSO_0.025,0.9982487980075438
496,LPS_Nigericin_1.000_3.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9982089647970552
497,LPS_Nigericin_100.000_1.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9995847015630221
498,LPS_Nigericin_100.000_10.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.99934663610956
499,LPS_Nigericin_100.000_3.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9995642051197932
500,Thapsigargin_1.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.999667783673267
501,Thapsigargin_10.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.999626552024403
502,Topotecan_10.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9998555614913921
503,Topotecan_20.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.9999531775757287
504,Topotecan_5.000_DMSO_0.025,H2O2_100.000_DMSO_0.025,0.999954396150549
505,media ctr_nan_Media ctr_nan,H2O2_100.000_DMSO_0.025,0.9999596625124624
506,media ctr_nan_Media_nan,H2O2_100.000_DMSO_0.025,0.9999060259726145
507,DMSO_0.100_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.7836439342170458
508,DMSO_0.100_DMSO_1.000,H2O2_100.000_Disulfiram_1.000,0.9782549662760973
509,DMSO_0.100_Z-VAD-FMK_100.000,H2O2_100.000_Disulfiram_1.000,0.9824342015401284
510,DMSO_0.100_Z-VAD-FMK_30.000,H2O2_100.000_Disulfiram_1.000,0.986714965940602
511,Disulfiram_0.100_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9984341182847624
512,Disulfiram_1.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9997775817188346
513,Disulfiram_2.500_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9999425576405235
514,Flagellin_0.100_DMSO_0.000,H2O2_100.000_Disulfiram_1.000,0.9936723887922294
515,Flagellin_0.100_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9962050020249994
516,Flagellin_1.000_DMSO_0.000,H2O2_100.000_Disulfiram_1.000,0.9986863621628163
517,Flagellin_1.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9986896264959304
518,Flagellin_1.000_Disulfiram_1.000,H2O2_100.000_Disulfiram_1.000,0.998805919656979
519,H2O2_100.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.999936040013559
520,H2O2_100.000_Disulfiram_1.000,H2O2_100.000_Disulfiram_1.000,1.0
521,H2O2_100.000_Z-VAD-FMK_100.000,H2O2_100.000_Disulfiram_1.000,0.9998123727017831
522,LPS_0.010_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9923461370888201
523,LPS_0.100_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9952101709850105
524,LPS_1.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9987470477220698
525,LPS_10.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9993676415859645
526,LPS_10.000_Disulfiram_0.100,H2O2_100.000_Disulfiram_1.000,0.9995000409578441
527,LPS_10.000_Disulfiram_1.000,H2O2_100.000_Disulfiram_1.000,0.9994725206428627
528,LPS_10.000_Disulfiram_2.500,H2O2_100.000_Disulfiram_1.000,0.9994941975253714
529,LPS_10.000_Z-VAD-FMK_100.000,H2O2_100.000_Disulfiram_1.000,0.9996027184443471
530,LPS_100.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9996055221713716
531,LPS_Nigericin_1.000_1.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9978853916973466
532,LPS_Nigericin_1.000_10.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9973264813663008
533,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,H2O2_100.000_Disulfiram_1.000,0.9985384513373154
534,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,H2O2_100.000_Disulfiram_1.000,0.9980651604129331
535,LPS_Nigericin_1.000_3.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9982828135652763
