,Treatments,oneb_Metadata_Treatment_Dose_Inhibitor_Dose,correlation
536,LPS_Nigericin_100.000_1.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9996563213606635
537,LPS_Nigericin_100.000_10.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9994048358187861
538,LPS_Nigericin_100.000_3.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.999635851281749
539,Thapsigargin_1.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9996484939068613
540,Thapsigargin_10.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9996799896238587
541,Topotecan_10.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9997670020369431
542,Topotecan_20.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9999351896448319
543,Topotecan_5.000_DMSO_0.025,H2O2_100.000_Disulfiram_1.000,0.9999371924215568
544,media ctr_nan_Media ctr_nan,H2O2_100.000_Disulfiram_1.000,0.9999454264692194
545,media ctr_nan_Media_nan,H2O2_100.000_Disulfiram_1.000,0.9999019947184806
546,DMSO_0.100_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.7794903429640582
547,DMSO_0.100_DMSO_1.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9781408463689094
548,DMSO_0.100_Z-VAD-FMK_100.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9835725791186907
549,DMSO_0.100_Z-VAD-FMK_30.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9867972787449251
550,Disulfiram_0.100_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9980015354132207
551,Disulfiram_1.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9995181786690254
552,Disulfiram_2.500_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9998163061251217
553,Flagellin_0.100_DMSO_0.000,H2O2_100.000_Z-VAD-FMK_100.000,0.992735778906858
554,Flagellin_0.100_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9953096068669373
555,Flagellin_1.000_DMSO_0.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9982783377552527
556,Flagellin_1.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9982382970588086
557,Flagellin_1.000_Disulfiram_1.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9985496397522922
558,H2O2_100.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9998110286282765
559,H2O2_100.000_Disulfiram_1.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9998123727017831
560,H2O2_100.000_Z-VAD-FMK_100.000,H2O2_100.000_Z-VAD-FMK_100.000,1.0
561,LPS_0.010_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9915252709936092
562,LPS_0.100_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.994573579292065
563,LPS_1.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9984672563398878
564,LPS_10.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9991733961357802
565,LPS_10.000_Disulfiram_0.100,H2O2_100.000_Z-VAD-FMK_100.000,0.9993914342363005
566,LPS_10.000_Disulfiram_1.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9993400163141161
567,LPS_10.000_Disulfiram_2.500,H2O2_100.000_Z-VAD-FMK_100.000,0.999356254320601
568,LPS_10.000_Z-VAD-FMK_100.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9997772519250269
569,LPS_100.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9994749566438755
570,LPS_Nigericin_1.000_1.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9979697950574955
571,LPS_Nigericin_1.000_10.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9976122800570939
572,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9985319702372545
573,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,H2O2_100.000_Z-VAD-FMK_100.000,0.9985327864598672
574,LPS_Nigericin_1.000_3.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9985099304092727
575,LPS_Nigericin_100.000_1.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.999550668362449
576,LPS_Nigericin_100.000_10.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9994793241202171
577,LPS_Nigericin_100.000_3.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9996532607862879
578,Thapsigargin_1.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9993923236087525
579,Thapsigargin_10.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.999511812678071
580,Topotecan_10.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9996046995945456
581,Topotecan_20.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.9998407091244554
582,Topotecan_5.000_DMSO_0.025,H2O2_100.000_Z-VAD-FMK_100.000,0.999834416168621
583,media ctr_nan_Media ctr_nan,H2O2_100.000_Z-VAD-FMK_100.000,0.9998318045282896
584,media ctr_nan_Media_nan,H2O2_100.000_Z-VAD-FMK_100.000,0.999777697377866
585,DMSO_0.100_DMSO_0.025,LPS_0.010_DMSO_0.025,0.7713259294200744
586,DMSO_0.100_DMSO_1.000,LPS_0.010_DMSO_0.025,0.9638535262186734
587,DMSO_0.100_Z-VAD-FMK_100.000,LPS_0.010_DMSO_0.025,0.9700388182520425
588,DMSO_0.100_Z-VAD-FMK_30.000,LPS_0.010_DMSO_0.025,0.976907389606774
589,Disulfiram_0.100_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9903913803829969
590,Disulfiram_1.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9919653483746622
591,Disulfiram_2.500_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9920140745011096
592,Flagellin_0.100_DMSO_0.000,LPS_0.010_DMSO_0.025,0.9944092719005047
593,Flagellin_0.100_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9959603292441165
594,Flagellin_1.000_DMSO_0.000,LPS_0.010_DMSO_0.025,0.9955926111323624
595,Flagellin_1.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9958036964292205
596,Flagellin_1.000_Disulfiram_1.000,LPS_0.010_DMSO_0.025,0.9954364962904182
597,H2O2_100.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9919454565521632
598,H2O2_100.000_Disulfiram_1.000,LPS_0.010_DMSO_0.025,0.9923461370888201
599,H2O2_100.000_Z-VAD-FMK_100.000,LPS_0.010_DMSO_0.025,0.9915252709936092
600,LPS_0.010_DMSO_0.025,LPS_0.010_DMSO_0.025,1.0
601,LPS_0.100_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9983378141619268
602,LPS_1.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9963375159232437
603,LPS_10.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9951471849215924
604,LPS_10.000_Disulfiram_0.100,LPS_0.010_DMSO_0.025,0.9943876322995687
605,LPS_10.000_Disulfiram_1.000,LPS_0.010_DMSO_0.025,0.9941303034117436
606,LPS_10.000_Disulfiram_2.500,LPS_0.010_DMSO_0.025,0.9941263593501414
607,LPS_10.000_Z-VAD-FMK_100.000,LPS_0.010_DMSO_0.025,0.9906979367246401
608,LPS_100.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9943458015246608
609,LPS_Nigericin_1.000_1.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9900382279386609
610,LPS_Nigericin_1.000_10.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9875693605098178
611,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,LPS_0.010_DMSO_0.025,0.9915991041620614
612,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,LPS_0.010_DMSO_0.025,0.9864980207966269
613,LPS_Nigericin_1.000_3.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9890597836125805
614,LPS_Nigericin_100.000_1.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.993236830572727
615,LPS_Nigericin_100.000_10.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.99091260302177
616,LPS_Nigericin_100.000_3.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9919151177652269
617,Thapsigargin_1.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9919182243687659
618,Thapsigargin_10.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9920944179720511
619,Topotecan_10.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.9915816745019839
620,Topotecan_20.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.991950098914445
621,Topotecan_5.000_DMSO_0.025,LPS_0.010_DMSO_0.025,0.991952238359484
622,media ctr_nan_Media ctr_nan,LPS_0.010_DMSO_0.025,0.9921030143430322
623,media ctr_nan_Media_nan,LPS_0.010_DMSO_0.025,0.9921838374429649
624,DMSO_0.100_DMSO_0.025,LPS_0.100_DMSO_0.025,0.7728169005592349
625,DMSO_0.100_DMSO_1.000,LPS_0.100_DMSO_0.025,0.9678181342563148
626,DMSO_0.100_Z-VAD-FMK_100.000,LPS_0.100_DMSO_0.025,0.9739575944876679
627,DMSO_0.100_Z-VAD-FMK_30.000,LPS_0.100_DMSO_0.025,0.9800577202534082
628,Disulfiram_0.100_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9929875427835572
629,Disulfiram_1.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9947472957426975
630,Disulfiram_2.500_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9949331395068074
631,Flagellin_0.100_DMSO_0.000,LPS_0.100_DMSO_0.025,0.995073818731055
632,Flagellin_0.100_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9972977046251843
633,Flagellin_1.000_DMSO_0.000,LPS_0.100_DMSO_0.025,0.997587591286994
634,Flagellin_1.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9977808657748495
635,Flagellin_1.000_Disulfiram_1.000,LPS_0.100_DMSO_0.025,0.9975098774175932
636,H2O2_100.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9948595568170729
637,H2O2_100.000_Disulfiram_1.000,LPS_0.100_DMSO_0.025,0.9952101709850105
638,H2O2_100.000_Z-VAD-FMK_100.000,LPS_0.100_DMSO_0.025,0.994573579292065
639,LPS_0.010_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9983378141619268
640,LPS_0.100_DMSO_0.025,LPS_0.100_DMSO_0.025,1.0
641,LPS_1.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9981648530272937
642,LPS_10.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9974112638664601
643,LPS_10.000_Disulfiram_0.100,LPS_0.100_DMSO_0.025,0.9967286518161123
644,LPS_10.000_Disulfiram_1.000,LPS_0.100_DMSO_0.025,0.9966046033288337
645,LPS_10.000_Disulfiram_2.500,LPS_0.100_DMSO_0.025,0.9966339318689201
646,LPS_10.000_Z-VAD-FMK_100.000,LPS_0.100_DMSO_0.025,0.9939009343205388
647,LPS_100.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9967720528305324
648,LPS_Nigericin_1.000_1.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9931627900491465
649,LPS_Nigericin_1.000_10.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9911129557661441
650,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,LPS_0.100_DMSO_0.025,0.9943052622764293
651,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,LPS_0.100_DMSO_0.025,0.990190863862647
652,LPS_Nigericin_1.000_3.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.992381686644289
653,LPS_Nigericin_100.000_1.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.99584749481769
654,LPS_Nigericin_100.000_10.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9940711679004498
655,LPS_Nigericin_100.000_3.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9948683392704646
656,Thapsigargin_1.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9947707388113786
657,Thapsigargin_10.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9949864431221742
658,Topotecan_10.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9945537012458445
659,Topotecan_20.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9949161308638284
660,Topotecan_5.000_DMSO_0.025,LPS_0.100_DMSO_0.025,0.9948933714137952
661,media ctr_nan_Media ctr_nan,LPS_0.100_DMSO_0.025,0.9950063101700262
662,media ctr_nan_Media_nan,LPS_0.100_DMSO_0.025,0.9950689068119625
663,DMSO_0.100_DMSO_0.025,LPS_1.000_DMSO_0.025,0.7721425127200672
664,DMSO_0.100_DMSO_1.000,LPS_1.000_DMSO_0.025,0.9723850592221777
665,DMSO_0.100_Z-VAD-FMK_100.000,LPS_1.000_DMSO_0.025,0.9783638902244959
666,DMSO_0.100_Z-VAD-FMK_30.000,LPS_1.000_DMSO_0.025,0.9833224612727924
667,Disulfiram_0.100_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9963624068830141
668,Disulfiram_1.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9983314483610222
669,Disulfiram_2.500_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9986281078374588
670,Flagellin_0.100_DMSO_0.000,LPS_1.000_DMSO_0.025,0.9951946703324468
671,Flagellin_0.100_DMSO_0.025,LPS_1.000_DMSO_0.025,0.997342017361353
672,Flagellin_1.000_DMSO_0.000,LPS_1.000_DMSO_0.025,0.9992693373833408
673,Flagellin_1.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9992623962538758
674,Flagellin_1.000_Disulfiram_1.000,LPS_1.000_DMSO_0.025,0.9993280855968474
675,H2O2_100.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9985652787199134
676,H2O2_100.000_Disulfiram_1.000,LPS_1.000_DMSO_0.025,0.9987470477220698
677,H2O2_100.000_Z-VAD-FMK_100.000,LPS_1.000_DMSO_0.025,0.9984672563398878
678,LPS_0.010_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9963375159232437
679,LPS_0.100_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9981648530272937
680,LPS_1.000_DMSO_0.025,LPS_1.000_DMSO_0.025,1.0
681,LPS_10.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9996983201934213
682,LPS_10.000_Disulfiram_0.100,LPS_1.000_DMSO_0.025,0.9994321779140948
683,LPS_10.000_Disulfiram_1.000,LPS_1.000_DMSO_0.025,0.9993439296952107
684,LPS_10.000_Disulfiram_2.500,LPS_1.000_DMSO_0.025,0.9993800655347586
685,LPS_10.000_Z-VAD-FMK_100.000,LPS_1.000_DMSO_0.025,0.9980104609747045
686,LPS_100.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9995670564332401
687,LPS_Nigericin_1.000_1.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9969901969225309
688,LPS_Nigericin_1.000_10.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.995825789341016
689,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,LPS_1.000_DMSO_0.025,0.9978248501561209
690,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,LPS_1.000_DMSO_0.025,0.9955443437295874
691,LPS_Nigericin_1.000_3.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.996879701775571
692,LPS_Nigericin_100.000_1.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9991641725472814
693,LPS_Nigericin_100.000_10.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9982313216705603
694,LPS_Nigericin_100.000_3.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9986647399498363
695,Thapsigargin_1.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.998241798884997
696,Thapsigargin_10.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.99845189027882
697,Topotecan_10.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.998193178836238
698,Topotecan_20.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9986334792863694
699,Topotecan_5.000_DMSO_0.025,LPS_1.000_DMSO_0.025,0.9986106284229155
700,media ctr_nan_Media ctr_nan,LPS_1.000_DMSO_0.025,0.998676000716081
701,media ctr_nan_Media_nan,LPS_1.000_DMSO_0.025,0.9986639576337771
702,DMSO_0.100_DMSO_0.025,LPS_10.000_DMSO_0.025,0.7728163426505298
703,DMSO_0.100_DMSO_1.000,LPS_10.000_DMSO_0.025,0.9737850379738516
704,DMSO_0.100_Z-VAD-FMK_100.000,LPS_10.000_DMSO_0.025,0.9793487442867458
705,DMSO_0.100_Z-VAD-FMK_30.000,LPS_10.000_DMSO_0.025,0.9838512661699085
706,Disulfiram_0.100_DMSO_0.025,LPS_10.000_DMSO_0.025,0.997016509216453
707,Disulfiram_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.998919619604893
708,Disulfiram_2.500_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9993019318063079
709,Flagellin_0.100_DMSO_0.000,LPS_10.000_DMSO_0.025,0.9945580045534272
710,Flagellin_0.100_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9969701529220352
711,Flagellin_1.000_DMSO_0.000,LPS_10.000_DMSO_0.025,0.9993135864387146
712,Flagellin_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9992987164365925
713,Flagellin_1.000_Disulfiram_1.000,LPS_10.000_DMSO_0.025,0.9994351194207769
714,H2O2_100.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9992265555523087
715,H2O2_100.000_Disulfiram_1.000,LPS_10.000_DMSO_0.025,0.9993676415859645
716,H2O2_100.000_Z-VAD-FMK_100.000,LPS_10.000_DMSO_0.025,0.9991733961357802
717,LPS_0.010_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9951471849215924
718,LPS_0.100_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9974112638664601
719,LPS_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9996983201934213
720,LPS_10.000_DMSO_0.025,LPS_10.000_DMSO_0.025,1.0
721,LPS_10.000_Disulfiram_0.100,LPS_10.000_DMSO_0.025,0.9997522670946292
722,LPS_10.000_Disulfiram_1.000,LPS_10.000_DMSO_0.025,0.9997273717740934
723,LPS_10.000_Disulfiram_2.500,LPS_10.000_DMSO_0.025,0.9997548382792996
724,LPS_10.000_Z-VAD-FMK_100.000,LPS_10.000_DMSO_0.025,0.9988043511619333
725,LPS_100.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9998768809958771
726,LPS_Nigericin_1.000_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.997574734817786
727,LPS_Nigericin_1.000_10.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9966385954532312
728,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,LPS_10.000_DMSO_0.025,0.9982740473354844
729,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,LPS_10.000_DMSO_0.025,0.9966222554908929
730,LPS_Nigericin_1.000_3.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9977095425879172
731,LPS_Nigericin_100.000_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9995876953169808
732,LPS_Nigericin_100.000_10.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9989748453238816
733,LPS_Nigericin_100.000_3.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9993171164351511
734,Thapsigargin_1.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9988475145672436
735,Thapsigargin_10.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9991173741651157
736,Topotecan_10.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9988759059331039
737,Topotecan_20.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9992893280760904
738,Topotecan_5.000_DMSO_0.025,LPS_10.000_DMSO_0.025,0.9992950321105092
739,media ctr_nan_Media ctr_nan,LPS_10.000_DMSO_0.025,0.999329320374966
740,media ctr_nan_Media_nan,LPS_10.000_DMSO_0.025,0.9993240869981964
741,DMSO_0.100_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.7745983471189436
742,DMSO_0.100_DMSO_1.000,LPS_10.000_Disulfiram_0.100,0.9749844823636463
743,DMSO_0.100_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_0.100,0.980917513696135
744,DMSO_0.100_Z-VAD-FMK_30.000,LPS_10.000_Disulfiram_0.100,0.9847063043977599
745,Disulfiram_0.100_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9972872316946889
746,Disulfiram_1.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9991135154837015
747,Disulfiram_2.500_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9994322840316359
748,Flagellin_0.100_DMSO_0.000,LPS_10.000_Disulfiram_0.100,0.9941450321657183
749,Flagellin_0.100_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9966321207373782
750,Flagellin_1.000_DMSO_0.000,LPS_10.000_Disulfiram_0.100,0.99907399532099
751,Flagellin_1.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9990443267988418
752,Flagellin_1.000_Disulfiram_1.000,LPS_10.000_Disulfiram_0.100,0.9994361838690495
753,H2O2_100.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9993726623266658
754,H2O2_100.000_Disulfiram_1.000,LPS_10.000_Disulfiram_0.100,0.9995000409578441
755,H2O2_100.000_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_0.100,0.9993914342363005
756,LPS_0.010_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9943876322995687
757,LPS_0.100_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9967286518161123
758,LPS_1.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9994321779140948
759,LPS_10.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9997522670946292
760,LPS_10.000_Disulfiram_0.100,LPS_10.000_Disulfiram_0.100,1.0
761,LPS_10.000_Disulfiram_1.000,LPS_10.000_Disulfiram_0.100,0.9998417491531717
762,LPS_10.000_Disulfiram_2.500,LPS_10.000_Disulfiram_0.100,0.9998658082534245
763,LPS_10.000_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_0.100,0.9991512614115537
764,LPS_100.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.999826107340902
765,LPS_Nigericin_1.000_1.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9980512566434111
766,LPS_Nigericin_1.000_10.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9972702762737307
767,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,LPS_10.000_Disulfiram_0.100,0.9987478084846398
768,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_0.100,0.9972308874721746
769,LPS_Nigericin_1.000_3.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9982315156614193
770,LPS_Nigericin_100.000_1.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9997405740146357
771,LPS_Nigericin_100.000_10.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9992294837192005
772,LPS_Nigericin_100.000_3.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9995308541299638
773,Thapsigargin_1.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9989429193916551
774,Thapsigargin_10.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9991738399363104
775,Topotecan_10.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9990472831227392
776,Topotecan_20.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9994337091508191
777,Topotecan_5.000_DMSO_0.025,LPS_10.000_Disulfiram_0.100,0.9994251476030676
778,media ctr_nan_Media ctr_nan,LPS_10.000_Disulfiram_0.100,0.9994555300153779
779,media ctr_nan_Media_nan,LPS_10.000_Disulfiram_0.100,0.9994020906603995
780,DMSO_0.100_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.7749778177014067
781,DMSO_0.100_DMSO_1.000,LPS_10.000_Disulfiram_1.000,0.975050719672137
782,DMSO_0.100_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_1.000,0.9806580127228487
783,DMSO_0.100_Z-VAD-FMK_30.000,LPS_10.000_Disulfiram_1.000,0.984628371745109
784,Disulfiram_0.100_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9972338768820149
785,Disulfiram_1.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9990405997206481
786,Disulfiram_2.500_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9994294991388188
787,Flagellin_0.100_DMSO_0.000,LPS_10.000_Disulfiram_1.000,0.9940520796786101
788,Flagellin_0.100_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9965012615954518
789,Flagellin_1.000_DMSO_0.000,LPS_10.000_Disulfiram_1.000,0.9990172558385982
790,Flagellin_1.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9990150416729571
791,Flagellin_1.000_Disulfiram_1.000,LPS_10.000_Disulfiram_1.000,0.9994893291095679
792,H2O2_100.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9993338199728952
793,H2O2_100.000_Disulfiram_1.000,LPS_10.000_Disulfiram_1.000,0.9994725206428627
794,H2O2_100.000_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_1.000,0.9993400163141161
795,LPS_0.010_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9941303034117436
796,LPS_0.100_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9966046033288337
797,LPS_1.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9993439296952107
798,LPS_10.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9997273717740934
799,LPS_10.000_Disulfiram_0.100,LPS_10.000_Disulfiram_1.000,0.9998417491531717
800,LPS_10.000_Disulfiram_1.000,LPS_10.000_Disulfiram_1.000,1.0
801,LPS_10.000_Disulfiram_2.500,LPS_10.000_Disulfiram_1.000,0.999891265135894
802,LPS_10.000_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_1.000,0.9991007508334245
803,LPS_100.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9997717273648605
804,LPS_Nigericin_1.000_1.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9980386799744537
805,LPS_Nigericin_1.000_10.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9971859669263647
806,LPS_Nigericin_1.000_10.000_Disulfiram_1.000,LPS_10.000_Disulfiram_1.000,0.9986617576411824
807,LPS_Nigericin_1.000_10.000_Z-VAD-FMK_100.000,LPS_10.000_Disulfiram_1.000,0.9971122407964744
808,LPS_Nigericin_1.000_3.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.998146358207327
809,LPS_Nigericin_100.000_1.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9996795523068592
810,LPS_Nigericin_100.000_10.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9992029513763271
811,LPS_Nigericin_100.000_3.000_DMSO_0.025,LPS_10.000_Disulfiram_1.000,0.9995020128897161
